Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003497|ENSDARG00000016263,1,23,23,23,0,0,0,23,0
ENSDART00000003826|ENSDARG00000005482,1,22,18,22,0,1,1,23,5
ENSDART00000006927|ENSDARG00000007250,1,23,19,24,0,0,0,24,5
ENSDART00000011724|ENSDARG00000017400,1,23,18,23,0,0,0,23,5
ENSDART00000014190|ENSDARG00000002916,1,23,18,23,0,0,0,23,5
ENSDART00000017966|ENSDARG00000008014,1,23,19,24,0,0,0,24,5
ENSDART00000024225|ENSDARG00000015854,2,23,18,22,1,0,1,23,5
ENSDART00000033361|ENSDARG00000007678,1,23,18,23,0,0,0,23,5
ENSDART00000034248|ENSDARG00000029036,1,22,18,22,0,1,1,23,5
ENSDART00000034737|ENSDARG00000025189,1,22,19,23,0,1,1,24,5
ENSDART00000042115|ENSDARG00000058699,1,23,19,24,0,0,0,24,5
ENSDART00000043936|ENSDARG00000017229,1,23,19,24,0,0,0,24,5
ENSDART00000045891|ENSDARG00000012367,2,23,20,24,1,0,1,25,5
ENSDART00000046663|ENSDARG00000007824,2,22,19,22,1,1,2,24,5
ENSDART00000046871|ENSDARG00000004055,1,23,18,23,0,0,0,23,5
ENSDART00000054026|ENSDARG00000037158,1,22,20,24,0,1,1,25,5
ENSDART00000054362|ENSDARG00000056695,1,23,18,23,0,0,0,23,5
ENSDART00000056522|ENSDARG00000023933,2,23,19,23,1,0,1,24,5
ENSDART00000059298|ENSDARG00000040513,1,23,19,23,0,0,0,23,4
ENSDART00000062793|ENSDARG00000042780,1,23,18,23,0,0,0,23,5
ENSDART00000067281|ENSDARG00000045768,2,23,20,24,1,0,1,25,5
ENSDART00000075941|ENSDARG00000053835,3,23,19,22,2,0,2,24,5
ENSDART00000079212|ENSDARG00000056695,1,23,18,23,0,0,0,23,5
ENSDART00000081546|ENSDARG00000058649,2,23,21,24,1,0,1,25,4
ENSDART00000087047|ENSDARG00000061208,1,23,21,24,0,0,0,24,3
ENSDART00000088876|ENSDARG00000061885,1,22,19,22,0,1,1,23,4
ENSDART00000090079|ENSDARG00000062350,1,22,19,22,0,1,1,23,4
ENSDART00000092082|ENSDARG00000063177,2,23,18,22,1,0,1,23,5
ENSDART00000092090|ENSDARG00000063180,1,23,19,24,0,0,0,24,5
ENSDART00000092725|ENSDARG00000023445,1,23,18,23,0,0,0,23,5
ENSDART00000097424|ENSDARG00000067656,2,23,18,22,1,0,1,23,5
ENSDART00000099315|ENSDARG00000045857,2,23,19,23,1,0,1,24,5
ENSDART00000099934|ENSDARG00000051852,2,23,20,24,1,0,1,25,5
ENSDART00000105636|ENSDARG00000071445,1,23,18,23,0,0,0,23,5
ENSDART00000105866|ENSDARG00000058753,2,23,18,22,1,0,1,23,5
ENSDART00000106266|ENSDARG00000097098,2,23,19,23,1,0,1,24,5
ENSDART00000110069|ENSDARG00000079741,1,23,19,24,0,0,0,24,5
ENSDART00000110158|ENSDARG00000075282,2,23,18,22,1,0,1,23,5
ENSDART00000111102|ENSDARG00000078037,1,23,18,23,0,0,0,23,5
ENSDART00000115129|ENSDARG00000073926,1,23,18,23,0,0,0,23,5
ENSDART00000115290|ENSDARG00000076480,1,23,18,23,0,0,0,23,5
ENSDART00000122603|ENSDARG00000089538,1,22,18,22,0,1,1,23,5
ENSDART00000122639|ENSDARG00000012353,1,22,19,22,0,1,1,23,4
ENSDART00000123773|ENSDARG00000104995,2,23,19,22,1,0,1,23,4
ENSDART00000126664|ENSDARG00000007250,1,23,19,24,0,0,0,24,5
ENSDART00000126959|ENSDARG00000043416,1,21,19,22,0,2,2,24,5
ENSDART00000128508|ENSDARG00000087417,1,23,19,23,0,0,0,23,4
ENSDART00000128968|ENSDARG00000045527,1,23,18,23,0,0,0,23,5
ENSDART00000130692|ENSDARG00000045768,2,23,20,24,1,0,1,25,5
ENSDART00000130801|ENSDARG00000003854,1,23,19,24,0,0,0,24,5
ENSDART00000131275|ENSDARG00000040513,1,23,19,23,0,0,0,23,4
ENSDART00000131896|ENSDARG00000071445,1,23,18,23,0,0,0,23,5
ENSDART00000131898|ENSDARG00000008014,1,23,19,24,0,0,0,24,5
ENSDART00000132471|ENSDARG00000001559,1,23,18,23,0,0,0,23,5
