Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002221|ENSDARG00000027620,1,23,18,23,0,0,0,23,5
ENSDART00000003694|ENSDARG00000017841,1,23,23,23,0,0,0,23,0
ENSDART00000004120|ENSDARG00000001999,2,23,19,23,1,0,1,24,5
ENSDART00000008374|ENSDARG00000009031,1,23,18,23,0,0,0,23,5
ENSDART00000009912|ENSDARG00000013251,2,22,18,21,1,1,2,23,5
ENSDART00000011087|ENSDARG00000007278,2,23,18,22,1,0,1,23,5
ENSDART00000017384|ENSDARG00000009031,1,23,18,23,0,0,0,23,5
ENSDART00000023196|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000030579|ENSDARG00000024831,1,23,18,23,0,0,0,23,5
ENSDART00000031665|ENSDARG00000026726,1,23,18,23,0,0,0,23,5
ENSDART00000039267|ENSDARG00000027088,1,21,18,21,0,2,2,23,5
ENSDART00000039295|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000041192|ENSDARG00000033138,2,23,20,24,1,0,1,25,5
ENSDART00000047418|ENSDARG00000031126,2,23,19,23,1,0,1,24,5
ENSDART00000050855|ENSDARG00000052094,1,23,18,23,0,0,0,23,5
ENSDART00000052201|ENSDARG00000035963,1,23,18,23,0,0,0,23,5
ENSDART00000057880|ENSDARG00000039613,2,23,18,22,1,0,1,23,5
ENSDART00000067544|ENSDARG00000045958,1,23,18,23,0,0,0,23,5
ENSDART00000078051|ENSDARG00000055659,1,23,19,24,0,0,0,24,5
ENSDART00000079689|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000081296|ENSDARG00000058416,1,23,19,24,0,0,0,24,5
ENSDART00000081827|ENSDARG00000007278,2,23,18,22,1,0,1,23,5
ENSDART00000091835|ENSDARG00000067979,2,23,18,22,1,0,1,23,5
ENSDART00000092090|ENSDARG00000063180,1,23,19,23,0,0,0,23,4
ENSDART00000097374|ENSDARG00000029372,1,23,20,23,0,0,0,23,3
ENSDART00000101306|ENSDARG00000024785,1,23,18,23,0,0,0,23,5
ENSDART00000101577|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000103748|ENSDARG00000074466,1,22,20,23,0,1,1,24,4
ENSDART00000106058|ENSDARG00000071626,1,21,18,21,0,2,2,23,5
ENSDART00000108721|ENSDARG00000077506,1,23,19,24,0,0,0,24,5
ENSDART00000110860|ENSDARG00000024785,1,23,18,23,0,0,0,23,5
ENSDART00000111659|ENSDARG00000075362,1,22,19,23,0,1,1,24,5
ENSDART00000112567|ENSDARG00000053205,1,23,18,23,0,0,0,23,5
ENSDART00000113148|ENSDARG00000079939,1,22,18,22,0,1,1,23,5
ENSDART00000123809|ENSDARG00000088789,1,23,18,23,0,0,0,23,5
ENSDART00000123986|ENSDARG00000026726,1,23,18,23,0,0,0,23,5
ENSDART00000126198|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000130888|ENSDARG00000052094,1,23,18,23,0,0,0,23,5
ENSDART00000132969|ENSDARG00000016651,1,23,19,24,0,0,0,24,5
ENSDART00000136868|ENSDARG00000026726,1,23,18,23,0,0,0,23,5
ENSDART00000137357|ENSDARG00000022891,1,22,18,22,0,1,1,23,5
ENSDART00000137918|ENSDARG00000069282,2,23,18,22,1,0,1,23,5
ENSDART00000138740|ENSDARG00000024785,1,23,18,23,0,0,0,23,5
ENSDART00000143174|ENSDARG00000075825,1,21,18,21,0,2,2,23,5
ENSDART00000143991|ENSDARG00000055659,1,23,19,24,0,0,0,24,5
ENSDART00000148347|ENSDARG00000077506,1,23,19,24,0,0,0,24,5
ENSDART00000149777|ENSDARG00000022996,1,23,18,23,0,0,0,23,5
ENSDART00000151123|ENSDARG00000096286,1,23,18,23,0,0,0,23,5
ENSDART00000152007|ENSDARG00000058416,1,23,19,24,0,0,0,24,5
ENSDART00000152308|ENSDARG00000096631,1,23,19,23,0,0,0,23,4
ENSDART00000155414|ENSDARG00000074086,2,23,18,22,1,0,1,23,5
ENSDART00000156174|ENSDARG00000088789,1,23,18,23,0,0,0,23,5
ENSDART00000159445|ENSDARG00000103364,1,23,18,23,0,0,0,23,5
ENSDART00000159879|ENSDARG00000098057,1,23,19,23,0,0,0,23,4
ENSDART00000160025|ENSDARG00000029372,1,23,20,23,0,0,0,23,3
ENSDART00000161468|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000162033|ENSDARG00000100065,1,23,18,23,0,0,0,23,5
ENSDART00000163565|ENSDARG00000098826,1,23,19,24,0,0,0,24,5
ENSDART00000164626|ENSDARG00000104726,1,23,19,24,0,0,0,24,5
ENSDART00000165618|ENSDARG00000105136,1,23,18,23,0,0,0,23,5
ENSDART00000168427|ENSDARG00000100019,1,21,19,22,0,2,2,24,5
ENSDART00000169509|ENSDARG00000007278,2,23,18,22,1,0,1,23,5
ENSDART00000170521|ENSDARG00000053205,1,23,18,23,0,0,0,23,5
ENSDART00000171105|ENSDARG00000099485,2,23,18,22,1,0,1,23,5
ENSDART00000171910|ENSDARG00000104358,1,23,18,23,0,0,0,23,5
ENSDART00000174683|ENSDARG00000053205,1,23,18,23,0,0,0,23,5
ENSDART00000177496|ENSDARG00000024785,1,23,18,23,0,0,0,23,5
ENSDART00000180613|ENSDARG00000077506,1,23,19,24,0,0,0,24,5
ENSDART00000180785|ENSDARG00000079939,1,22,18,22,0,1,1,23,5
ENSDART00000181001|ENSDARG00000098826,1,23,19,24,0,0,0,24,5
ENSDART00000181589|ENSDARG00000013251,2,22,18,21,1,1,2,23,5
ENSDART00000181727|ENSDARG00000101645,1,23,18,23,0,0,0,23,5
ENSDART00000182037|ENSDARG00000098826,1,23,19,24,0,0,0,24,5
ENSDART00000182515|ENSDARG00000058416,1,23,19,24,0,0,0,24,5
ENSDART00000182898|ENSDARG00000105834,1,23,19,24,0,0,0,24,5
ENSDART00000184778|ENSDARG00000024785,1,23,18,23,0,0,0,23,5
ENSDART00000185574|ENSDARG00000007278,2,23,18,22,1,0,1,23,5
ENSDART00000185585|ENSDARG00000075825,1,21,18,21,0,2,2,23,5
ENSDART00000185625|ENSDARG00000077506,1,23,19,24,0,0,0,24,5
ENSDART00000186208|ENSDARG00000016651,1,23,19,24,0,0,0,24,5
ENSDART00000186400|ENSDARG00000098826,1,23,19,24,0,0,0,24,5
ENSDART00000187340|ENSDARG00000010031,1,23,18,23,0,0,0,23,5
ENSDART00000187360|ENSDARG00000105136,1,23,18,23,0,0,0,23,5
ENSDART00000187494|ENSDARG00000098826,1,23,19,24,0,0,0,24,5
ENSDART00000188276|ENSDARG00000007278,2,23,18,22,1,0,1,23,5
ENSDART00000188335|ENSDARG00000088789,1,23,18,23,0,0,0,23,5
ENSDART00000189440|ENSDARG00000088789,1,23,18,23,0,0,0,23,5
ENSDART00000190609|ENSDARG00000045958,1,23,18,23,0,0,0,23,5
ENSDART00000191560|ENSDARG00000074086,2,23,18,22,1,0,1,23,5
ENSDART00000192203|ENSDARG00000039613,2,23,18,22,1,0,1,23,5
ENSDART00000193980|ENSDARG00000053205,1,23,18,23,0,0,0,23,5
