Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000005864|ENSDARG00000012204,1,23,19,24,0,0,0,24,5
ENSDART00000019145|ENSDARG00000014013,1,23,21,26,0,0,0,26,5
ENSDART00000019636|ENSDARG00000041689,1,23,18,23,0,0,0,23,5
ENSDART00000021159|ENSDARG00000007944,1,23,19,24,0,0,0,24,5
ENSDART00000023094|ENSDARG00000018968,1,23,18,23,0,0,0,23,5
ENSDART00000028406|ENSDARG00000009677,1,23,18,23,0,0,0,23,5
ENSDART00000031234|ENSDARG00000007603,2,22,19,22,1,1,2,24,5
ENSDART00000043774|ENSDARG00000024124,1,23,23,23,0,0,0,23,0
ENSDART00000056188|ENSDARG00000038505,1,23,19,24,0,0,0,24,5
ENSDART00000056742|ENSDARG00000038863,1,23,19,24,0,0,0,24,5
ENSDART00000056745|ENSDARG00000038865,1,23,18,23,0,0,0,23,5
ENSDART00000061430|ENSDARG00000013687,1,22,18,22,0,1,1,23,5
ENSDART00000062383|ENSDARG00000042539,1,23,18,23,0,0,0,23,5
ENSDART00000063882|ENSDARG00000043527,1,23,19,24,0,0,0,24,5
ENSDART00000076419|ENSDARG00000014013,1,23,21,26,0,0,0,26,5
ENSDART00000077631|ENSDARG00000055291,1,23,18,23,0,0,0,23,5
ENSDART00000078843|ENSDARG00000056652,1,23,19,23,0,0,0,23,4
ENSDART00000080333|ENSDARG00000043527,1,23,19,24,0,0,0,24,5
ENSDART00000088808|ENSDARG00000061895,1,23,19,24,0,0,0,24,5
ENSDART00000092002|ENSDARG00000067670,1,23,18,23,0,0,0,23,5
ENSDART00000104718|ENSDARG00000071009,1,23,19,24,0,0,0,24,5
ENSDART00000111237|ENSDARG00000074708,1,23,18,23,0,0,0,23,5
ENSDART00000113746|ENSDARG00000079154,1,22,19,23,0,1,1,24,5
ENSDART00000114795|ENSDARG00000079543,1,23,19,24,0,0,0,24,5
ENSDART00000122564|ENSDARG00000036678,1,23,19,24,0,0,0,24,5
ENSDART00000127022|ENSDARG00000090072,1,22,18,22,0,1,1,23,5
