Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000382|ENSDARG00000000370,1,23,19,24,0,0,0,24,5
ENSDART00000004222|ENSDARG00000015278,1,23,19,23,0,0,0,23,4
ENSDART00000005767|ENSDARG00000038646,1,22,18,22,0,1,1,23,5
ENSDART00000006443|ENSDARG00000011000,1,23,18,23,0,0,0,23,5
ENSDART00000007732|ENSDARG00000012341,1,22,18,22,0,1,1,23,5
ENSDART00000009788|ENSDARG00000005699,1,22,18,22,0,1,1,23,5
ENSDART00000013082|ENSDARG00000018788,1,22,18,22,0,1,1,23,5
ENSDART00000014149|ENSDARG00000018923,1,23,18,23,0,0,0,23,5
ENSDART00000016386|ENSDARG00000020084,2,23,18,22,1,0,1,23,5
ENSDART00000017268|ENSDARG00000008808,2,23,18,22,1,0,1,23,5
ENSDART00000018213|ENSDARG00000018750,1,23,18,23,0,0,0,23,5
ENSDART00000020824|ENSDARG00000010098,1,23,20,25,0,0,0,25,5
ENSDART00000021092|ENSDARG00000016977,1,23,19,24,0,0,0,24,5
ENSDART00000022163|ENSDARG00000020521,1,23,18,23,0,0,0,23,5
ENSDART00000023575|ENSDARG00000005645,1,23,18,23,0,0,0,23,5
ENSDART00000024778|ENSDARG00000005645,1,23,18,23,0,0,0,23,5
ENSDART00000027242|ENSDARG00000017168,1,23,18,23,0,0,0,23,5
ENSDART00000027329|ENSDARG00000015551,2,22,19,22,1,1,2,24,5
ENSDART00000030995|ENSDARG00000012215,1,23,23,23,0,0,0,23,0
ENSDART00000040502|ENSDARG00000070504,1,23,18,23,0,0,0,23,5
ENSDART00000045518|ENSDARG00000033126,1,23,18,23,0,0,0,23,5
ENSDART00000045770|ENSDARG00000030896,1,23,18,23,0,0,0,23,5
ENSDART00000046066|ENSDARG00000052702,1,22,18,22,0,1,1,23,5
ENSDART00000047552|ENSDARG00000030743,1,23,18,23,0,0,0,23,5
ENSDART00000048498|ENSDARG00000079790,1,23,18,23,0,0,0,23,5
ENSDART00000053782|ENSDARG00000056175,1,23,18,23,0,0,0,23,5
ENSDART00000054687|ENSDARG00000037553,1,22,18,22,0,1,1,23,5
ENSDART00000057174|ENSDARG00000039142,2,23,18,22,1,0,1,23,5
ENSDART00000059673|ENSDARG00000067977,1,22,18,22,0,1,1,23,5
ENSDART00000060628|ENSDARG00000041362,2,23,19,23,1,0,1,24,5
ENSDART00000061745|ENSDARG00000070995,2,23,18,22,1,0,1,23,5
ENSDART00000063996|ENSDARG00000043581,1,23,18,23,0,0,0,23,5
ENSDART00000064233|ENSDARG00000043740,2,23,20,24,1,0,1,25,5
ENSDART00000065338|ENSDARG00000044488,1,23,18,23,0,0,0,23,5
ENSDART00000073684|ENSDARG00000051962,3,23,18,21,2,0,2,23,5
ENSDART00000075195|ENSDARG00000100587,1,23,20,25,0,0,0,25,5
ENSDART00000076269|ENSDARG00000054136,1,23,18,23,0,0,0,23,5
ENSDART00000077087|ENSDARG00000054823,2,23,18,22,1,0,1,23,5
ENSDART00000078949|ENSDARG00000056453,1,23,19,24,0,0,0,24,5
ENSDART00000081319|ENSDARG00000058448,1,23,18,23,0,0,0,23,5
ENSDART00000081350|ENSDARG00000058498,1,22,18,22,0,1,1,23,5
ENSDART00000086176|ENSDARG00000060853,1,23,20,24,0,0,0,24,4
ENSDART00000086220|ENSDARG00000060871,1,22,19,23,0,1,1,24,5
ENSDART00000087643|ENSDARG00000061450,1,23,18,23,0,0,0,23,5
ENSDART00000088504|ENSDARG00000061796,1,23,19,23,0,0,0,23,4
ENSDART00000091094|ENSDARG00000062756,1,23,18,23,0,0,0,23,5
ENSDART00000091339|ENSDARG00000062855,1,23,18,23,0,0,0,23,5
ENSDART00000091684|ENSDARG00000063005,1,23,19,23,0,0,0,23,4
ENSDART00000091700|ENSDARG00000063009,1,23,19,24,0,0,0,24,5
ENSDART00000092357|ENSDARG00000063307,1,23,18,23,0,0,0,23,5
