Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000004217|ENSDARG00000035598,1,23,18,23,0,0,0,23,5
ENSDART00000009477|ENSDARG00000008243,1,23,23,23,0,0,0,23,0
ENSDART00000012637|ENSDARG00000004658,1,22,18,22,0,1,1,23,5
ENSDART00000017440|ENSDARG00000021369,1,23,18,23,0,0,0,23,5
ENSDART00000021437|ENSDARG00000021352,2,22,18,21,1,1,2,23,5
ENSDART00000026965|ENSDARG00000032990,1,23,18,23,0,0,0,23,5
ENSDART00000032527|ENSDARG00000024141,1,23,18,23,0,0,0,23,5
ENSDART00000033762|ENSDARG00000024631,1,23,18,23,0,0,0,23,5
ENSDART00000040727|ENSDARG00000056856,1,23,18,23,0,0,0,23,5
ENSDART00000048722|ENSDARG00000032469,1,23,19,24,0,0,0,24,5
ENSDART00000051434|ENSDARG00000035506,1,22,18,22,0,1,1,23,5
ENSDART00000053804|ENSDARG00000037017,1,22,18,22,0,1,1,23,5
ENSDART00000062563|ENSDARG00000042652,1,23,18,23,0,0,0,23,5
ENSDART00000065377|ENSDARG00000044524,1,22,18,22,0,1,1,23,5
ENSDART00000067592|ENSDARG00000015563,1,23,20,25,0,0,0,25,5
ENSDART00000076764|ENSDARG00000054570,1,23,18,23,0,0,0,23,5
ENSDART00000076796|ENSDARG00000054570,1,23,18,23,0,0,0,23,5
ENSDART00000077161|ENSDARG00000068640,1,23,18,23,0,0,0,23,5
ENSDART00000079692|ENSDARG00000057096,1,23,18,23,0,0,0,23,5
ENSDART00000080389|ENSDARG00000075564,1,23,18,23,0,0,0,23,5
ENSDART00000084771|ENSDARG00000060280,1,23,18,23,0,0,0,23,5
ENSDART00000087039|ENSDARG00000015563,1,23,20,25,0,0,0,25,5
ENSDART00000089569|ENSDARG00000062173,1,22,18,22,0,1,1,23,5
ENSDART00000100327|ENSDARG00000074671,1,23,19,24,0,0,0,24,5
ENSDART00000100800|ENSDARG00000074314,1,19,18,19,0,4,4,23,5
