Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003097|ENSDARG00000005626,3,23,18,21,2,0,2,23,5
ENSDART00000008711|ENSDARG00000016875,1,23,20,24,0,0,0,24,4
ENSDART00000009092|ENSDARG00000013346,2,23,18,22,1,0,1,23,5
ENSDART00000010647|ENSDARG00000011510,1,20,19,21,0,3,3,24,5
ENSDART00000012938|ENSDARG00000001873,1,23,18,23,0,0,0,23,5
ENSDART00000015154|ENSDARG00000012141,2,23,18,22,1,0,1,23,5
ENSDART00000015780|ENSDARG00000014161,1,23,18,23,0,0,0,23,5
ENSDART00000015801|ENSDARG00000015907,1,23,18,23,0,0,0,23,5
ENSDART00000016891|ENSDARG00000017781,1,23,18,23,0,0,0,23,5
ENSDART00000018091|ENSDARG00000016573,1,23,18,23,0,0,0,23,5
ENSDART00000021231|ENSDARG00000020764,1,23,18,23,0,0,0,23,5
ENSDART00000022170|ENSDARG00000003984,1,23,18,23,0,0,0,23,5
ENSDART00000022526|ENSDARG00000018650,1,23,18,23,0,0,0,23,5
ENSDART00000027274|ENSDARG00000014675,1,23,18,23,0,0,0,23,5
ENSDART00000027689|ENSDARG00000007663,1,22,18,22,0,1,1,23,5
ENSDART00000029255|ENSDARG00000027933,1,23,19,24,0,0,0,24,5
ENSDART00000029680|ENSDARG00000043661,1,23,18,23,0,0,0,23,5
ENSDART00000030934|ENSDARG00000023587,1,23,18,23,0,0,0,23,5
ENSDART00000031470|ENSDARG00000026595,1,23,18,23,0,0,0,23,5
ENSDART00000035714|ENSDARG00000023927,1,23,18,23,0,0,0,23,5
ENSDART00000039717|ENSDARG00000020929,1,23,18,23,0,0,0,23,5
ENSDART00000040480|ENSDARG00000029497,1,23,19,23,0,0,0,23,4
ENSDART00000042867|ENSDARG00000029783,2,23,19,23,1,0,1,24,5
ENSDART00000043091|ENSDARG00000016551,2,23,19,23,1,0,1,24,5
ENSDART00000047993|ENSDARG00000037574,1,22,18,22,0,1,1,23,5
ENSDART00000049840|ENSDARG00000036100,1,23,18,23,0,0,0,23,5
ENSDART00000049968|ENSDARG00000035821,3,23,18,21,2,0,2,23,5
ENSDART00000052078|ENSDARG00000031383,2,23,18,22,1,0,1,23,5
ENSDART00000054388|ENSDARG00000000606,3,22,19,21,2,1,3,24,5
ENSDART00000056621|ENSDARG00000020929,1,23,18,23,0,0,0,23,5
ENSDART00000057223|ENSDARG00000039162,1,23,19,24,0,0,0,24,5
ENSDART00000062684|ENSDARG00000042722,1,22,18,22,0,1,1,23,5
ENSDART00000063384|ENSDARG00000045297,1,23,18,23,0,0,0,23,5
ENSDART00000066784|ENSDARG00000045417,1,23,18,23,0,0,0,23,5
ENSDART00000077216|ENSDARG00000068323,1,23,18,23,0,0,0,23,5
ENSDART00000078086|ENSDARG00000055690,1,23,18,23,0,0,0,23,5
ENSDART00000078306|ENSDARG00000075819,1,23,18,23,0,0,0,23,5
ENSDART00000079504|ENSDARG00000056921,1,23,18,23,0,0,0,23,5
ENSDART00000081614|ENSDARG00000058693,1,23,18,23,0,0,0,23,5
ENSDART00000081945|ENSDARG00000058962,1,23,19,24,0,0,0,24,5
ENSDART00000082509|ENSDARG00000059397,1,23,19,24,0,0,0,24,5
ENSDART00000087694|ENSDARG00000061479,1,23,19,23,0,0,0,23,4
ENSDART00000092357|ENSDARG00000063307,2,23,19,23,1,0,1,24,5
ENSDART00000092560|ENSDARG00000063372,1,23,18,23,0,0,0,23,5
