Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000001907|ENSDARG00000045051,4,23,18,20,3,0,3,23,5
ENSDART00000002053|ENSDARG00000000476,2,23,20,23,1,0,1,24,4
ENSDART00000002812|ENSDARG00000037030,1,23,18,23,0,0,0,23,5
ENSDART00000005158|ENSDARG00000017525,1,23,21,24,0,0,0,24,3
ENSDART00000005724|ENSDARG00000005783,1,23,18,23,0,0,0,23,5
ENSDART00000006772|ENSDARG00000025076,1,23,22,27,0,0,0,27,5
ENSDART00000007119|ENSDARG00000014761,2,23,18,22,1,0,1,23,5
ENSDART00000009569|ENSDARG00000078187,1,23,19,24,0,0,0,24,5
ENSDART00000011303|ENSDARG00000017014,1,23,22,27,0,0,0,27,5
ENSDART00000012064|ENSDARG00000014849,1,23,21,26,0,0,0,26,5
ENSDART00000012457|ENSDARG00000003380,2,23,20,24,1,0,1,25,5
ENSDART00000013170|ENSDARG00000013343,1,23,18,23,0,0,0,23,5
ENSDART00000016360|ENSDARG00000094466,1,23,18,23,0,0,0,23,5
ENSDART00000018037|ENSDARG00000026329,1,23,19,24,0,0,0,24,5
ENSDART00000018062|ENSDARG00000019772,1,23,19,24,0,0,0,24,5
ENSDART00000018230|ENSDARG00000013726,1,23,19,23,0,0,0,23,4
ENSDART00000018533|ENSDARG00000012016,1,23,18,23,0,0,0,23,5
ENSDART00000019455|ENSDARG00000006603,2,23,18,22,1,0,1,23,5
ENSDART00000023588|ENSDARG00000010454,1,23,18,23,0,0,0,23,5
ENSDART00000024590|ENSDARG00000012306,1,22,18,22,0,1,1,23,5
ENSDART00000025227|ENSDARG00000012866,2,23,18,22,1,0,1,23,5
ENSDART00000027756|ENSDARG00000013476,2,23,18,22,1,0,1,23,5
ENSDART00000028003|ENSDARG00000002298,1,22,19,23,0,1,1,24,5
ENSDART00000031441|ENSDARG00000055373,1,23,22,26,0,0,0,26,4
ENSDART00000032770|ENSDARG00000000568,1,23,18,23,0,0,0,23,5
ENSDART00000034849|ENSDARG00000025728,1,23,19,24,0,0,0,24,5
ENSDART00000035878|ENSDARG00000026834,1,23,19,24,0,0,0,24,5
ENSDART00000037195|ENSDARG00000024575,1,23,19,24,0,0,0,24,5
ENSDART00000038740|ENSDARG00000006832,1,23,19,24,0,0,0,24,5
ENSDART00000041805|ENSDARG00000030367,1,22,18,22,0,1,1,23,5
ENSDART00000041942|ENSDARG00000003754,1,23,22,27,0,0,0,27,5
ENSDART00000046115|ENSDARG00000030630,1,23,18,23,0,0,0,23,5
ENSDART00000050855|ENSDARG00000052094,1,23,18,23,0,0,0,23,5
ENSDART00000054823|ENSDARG00000037640,1,21,19,22,0,2,2,24,5
ENSDART00000056645|ENSDARG00000032175,2,23,22,26,1,0,1,27,5
ENSDART00000058485|ENSDARG00000039974,1,22,18,22,0,1,1,23,5
ENSDART00000058487|ENSDARG00000039974,1,22,18,22,0,1,1,23,5
ENSDART00000059252|ENSDARG00000040485,1,23,18,23,0,0,0,23,5
ENSDART00000060519|ENSDARG00000004176,1,23,19,24,0,0,0,24,5
ENSDART00000062175|ENSDARG00000042401,1,20,18,20,0,3,3,23,5
ENSDART00000062216|ENSDARG00000042530,1,23,18,23,0,0,0,23,5
ENSDART00000062360|ENSDARG00000042530,1,23,18,23,0,0,0,23,5
ENSDART00000062378|ENSDARG00000058252,1,23,19,24,0,0,0,24,5
ENSDART00000062681|ENSDARG00000012820,4,23,19,21,3,0,3,24,5
ENSDART00000062793|ENSDARG00000042780,1,23,19,24,0,0,0,24,5
ENSDART00000063384|ENSDARG00000045297,1,23,18,23,0,0,0,23,5
ENSDART00000063572|ENSDARG00000043301,1,23,19,24,0,0,0,24,5
ENSDART00000063831|ENSDARG00000043479,1,20,18,20,0,3,3,23,5
ENSDART00000066233|ENSDARG00000045051,4,23,18,20,3,0,3,23,5
ENSDART00000066945|ENSDARG00000045524,1,22,18,22,0,1,1,23,5
ENSDART00000067053|ENSDARG00000013732,1,22,19,23,0,1,1,24,5
ENSDART00000079283|ENSDARG00000056740,2,23,20,23,1,0,1,24,4
ENSDART00000079460|ENSDARG00000056922,1,23,19,24,0,0,0,24,5
ENSDART00000082297|ENSDARG00000014005,1,23,18,23,0,0,0,23,5
ENSDART00000082512|ENSDARG00000059400,1,20,18,20,0,3,3,23,5
ENSDART00000082679|ENSDARG00000075608,1,22,20,24,0,1,1,25,5
ENSDART00000083668|ENSDARG00000059853,1,23,19,23,0,0,0,23,4
ENSDART00000085668|ENSDARG00000060641,1,23,19,24,0,0,0,24,5
ENSDART00000086201|ENSDARG00000029482,1,23,18,23,0,0,0,23,5
ENSDART00000088037|ENSDARG00000061635,1,23,18,23,0,0,0,23,5
ENSDART00000089136|ENSDARG00000062009,1,23,18,23,0,0,0,23,5
ENSDART00000090608|ENSDARG00000062558,1,23,18,23,0,0,0,23,5
ENSDART00000090883|ENSDARG00000062688,1,23,18,23,0,0,0,23,5
ENSDART00000091097|ENSDARG00000062745,3,23,19,22,2,0,2,24,5
ENSDART00000091932|ENSDARG00000063126,2,23,19,23,1,0,1,24,5
ENSDART00000092270|ENSDARG00000063254,2,23,18,22,1,0,1,23,5
ENSDART00000093005|ENSDARG00000063578,1,23,18,23,0,0,0,23,5
ENSDART00000093149|ENSDARG00000063626,2,23,20,23,1,0,1,24,4
ENSDART00000097668|ENSDARG00000068127,1,23,18,23,0,0,0,23,5
ENSDART00000097685|ENSDARG00000067815,1,22,18,22,0,1,1,23,5
ENSDART00000100551|ENSDARG00000011983,1,22,18,22,0,1,1,23,5
ENSDART00000100642|ENSDARG00000000568,1,23,18,23,0,0,0,23,5
ENSDART00000101033|ENSDARG00000020957,1,23,19,23,0,0,0,23,4
ENSDART00000102305|ENSDARG00000069981,1,23,18,23,0,0,0,23,5
ENSDART00000102433|ENSDARG00000012820,4,23,19,21,3,0,3,24,5
ENSDART00000102713|ENSDARG00000094466,1,23,18,23,0,0,0,23,5
ENSDART00000103159|ENSDARG00000070358,3,23,18,21,2,0,2,23,5
ENSDART00000104323|ENSDARG00000070832,2,23,18,22,1,0,1,23,5
ENSDART00000104835|ENSDARG00000071062,1,23,19,24,0,0,0,24,5
ENSDART00000105120|ENSDARG00000071205,2,23,18,22,1,0,1,23,5
ENSDART00000105823|ENSDARG00000071524,1,23,18,23,0,0,0,23,5
ENSDART00000108647|ENSDARG00000077732,1,23,23,23,0,0,0,23,0
ENSDART00000109040|ENSDARG00000077134,1,23,18,23,0,0,0,23,5
ENSDART00000112428|ENSDARG00000076831,2,23,19,23,1,0,1,24,5
ENSDART00000113066|ENSDARG00000079624,1,23,20,25,0,0,0,25,5
ENSDART00000113148|ENSDARG00000079939,1,23,19,24,0,0,0,24,5
ENSDART00000113162|ENSDARG00000076724,1,23,18,23,0,0,0,23,5
ENSDART00000113726|ENSDARG00000076847,1,23,19,24,0,0,0,24,5
ENSDART00000114524|ENSDARG00000012820,4,23,19,21,3,0,3,24,5
ENSDART00000114690|ENSDARG00000077231,1,21,18,21,0,2,2,23,5
ENSDART00000114996|ENSDARG00000077440,1,23,18,23,0,0,0,23,5
ENSDART00000115050|ENSDARG00000076566,1,23,18,23,0,0,0,23,5
ENSDART00000115375|ENSDARG00000074365,1,23,19,24,0,0,0,24,5
ENSDART00000121489|ENSDARG00000032264,1,23,22,27,0,0,0,27,5
ENSDART00000122134|ENSDARG00000060723,2,23,19,23,1,0,1,24,5
ENSDART00000122378|ENSDARG00000091326,2,23,20,23,1,0,1,24,4
ENSDART00000123104|ENSDARG00000043130,1,22,18,22,0,1,1,23,5
ENSDART00000123741|ENSDARG00000087226,1,22,18,22,0,1,1,23,5
ENSDART00000123970|ENSDARG00000073988,1,23,22,27,0,0,0,27,5
ENSDART00000124038|ENSDARG00000026834,1,23,19,24,0,0,0,24,5
ENSDART00000124327|ENSDARG00000091692,1,20,18,20,0,3,3,23,5
ENSDART00000124514|ENSDARG00000089861,2,23,18,22,1,0,1,23,5
ENSDART00000125299|ENSDARG00000090752,1,23,18,23,0,0,0,23,5
ENSDART00000125555|ENSDARG00000042530,1,23,18,23,0,0,0,23,5
ENSDART00000125611|ENSDARG00000059804,1,23,19,23,0,0,0,23,4
ENSDART00000127150|ENSDARG00000013476,2,23,18,22,1,0,1,23,5
ENSDART00000127845|ENSDARG00000088440,1,23,22,27,0,0,0,27,5
ENSDART00000128790|ENSDARG00000026834,1,23,19,24,0,0,0,24,5
ENSDART00000129380|ENSDARG00000034313,1,23,19,24,0,0,0,24,5
ENSDART00000129651|ENSDARG00000088638,1,22,18,22,0,1,1,23,5
ENSDART00000129978|ENSDARG00000089390,1,23,18,23,0,0,0,23,5
ENSDART00000130888|ENSDARG00000052094,1,23,18,23,0,0,0,23,5
ENSDART00000131919|ENSDARG00000024575,1,23,19,24,0,0,0,24,5
ENSDART00000132229|ENSDARG00000075349,3,23,18,21,2,0,2,23,5
ENSDART00000133618|ENSDARG00000061635,1,23,18,23,0,0,0,23,5
ENSDART00000134902|ENSDARG00000012820,4,23,19,21,3,0,3,24,5
ENSDART00000135906|ENSDARG00000114350,1,23,18,23,0,0,0,23,5
ENSDART00000135965|ENSDARG00000079253,1,23,18,23,0,0,0,23,5
ENSDART00000136154|ENSDARG00000077134,1,23,18,23,0,0,0,23,5
ENSDART00000136384|ENSDARG00000007918,1,23,18,23,0,0,0,23,5
ENSDART00000136395|ENSDARG00000096449,1,23,18,23,0,0,0,23,5
ENSDART00000136733|ENSDARG00000012019,1,23,18,23,0,0,0,23,5
ENSDART00000137355|ENSDARG00000062646,1,23,18,23,0,0,0,23,5
ENSDART00000137620|ENSDARG00000092467,1,23,18,23,0,0,0,23,5
ENSDART00000137949|ENSDARG00000093272,1,22,18,22,0,1,1,23,5
ENSDART00000138767|ENSDARG00000068127,1,23,18,23,0,0,0,23,5
ENSDART00000138933|ENSDARG00000071461,1,22,18,22,0,1,1,23,5
ENSDART00000138953|ENSDARG00000035810,1,21,18,21,0,2,2,23,5
ENSDART00000138992|ENSDARG00000069710,1,23,21,26,0,0,0,26,5
ENSDART00000139013|ENSDARG00000020395,1,23,19,24,0,0,0,24,5
ENSDART00000139682|ENSDARG00000005704,2,23,19,23,1,0,1,24,5
ENSDART00000139799|ENSDARG00000095186,2,23,18,22,1,0,1,23,5
ENSDART00000140365|ENSDARG00000078187,1,23,19,24,0,0,0,24,5
ENSDART00000140503|ENSDARG00000013476,2,23,18,22,1,0,1,23,5
ENSDART00000141133|ENSDARG00000045524,1,22,18,22,0,1,1,23,5
ENSDART00000141338|ENSDARG00000035398,2,21,18,20,1,2,3,23,5
ENSDART00000141868|ENSDARG00000095594,1,23,22,27,0,0,0,27,5
ENSDART00000141906|ENSDARG00000016699,1,23,18,23,0,0,0,23,5
ENSDART00000141994|ENSDARG00000020395,1,23,19,24,0,0,0,24,5
ENSDART00000143215|ENSDARG00000078542,1,23,19,24,0,0,0,24,5
ENSDART00000143248|ENSDARG00000070122,1,23,22,27,0,0,0,27,5
ENSDART00000143923|ENSDARG00000042530,1,23,18,23,0,0,0,23,5
ENSDART00000144288|ENSDARG00000015201,1,23,22,27,0,0,0,27,5
ENSDART00000144356|ENSDARG00000009657,1,23,19,23,0,0,0,23,4
ENSDART00000144633|ENSDARG00000078095,1,23,22,26,0,0,0,26,4
ENSDART00000145247|ENSDARG00000059886,1,23,18,23,0,0,0,23,5
ENSDART00000146050|ENSDARG00000063682,1,23,19,24,0,0,0,24,5
ENSDART00000146119|ENSDARG00000069710,1,23,21,26,0,0,0,26,5
ENSDART00000146621|ENSDARG00000045482,1,23,18,23,0,0,0,23,5
ENSDART00000146815|ENSDARG00000059303,2,23,20,23,1,0,1,24,4
ENSDART00000146883|ENSDARG00000092778,1,23,22,27,0,0,0,27,5
ENSDART00000147287|ENSDARG00000043313,2,23,18,22,1,0,1,23,5
ENSDART00000147808|ENSDARG00000020957,1,23,19,23,0,0,0,23,4
ENSDART00000148257|ENSDARG00000037030,1,23,18,23,0,0,0,23,5
ENSDART00000148541|ENSDARG00000061635,1,23,18,23,0,0,0,23,5
ENSDART00000149059|ENSDARG00000061635,1,23,18,23,0,0,0,23,5
ENSDART00000149528|ENSDARG00000059227,1,23,19,24,0,0,0,24,5
ENSDART00000149869|ENSDARG00000089837,1,23,20,25,0,0,0,25,5
