Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000004476|ENSDARG00000012446,1,23,19,24,0,0,0,24,5
ENSDART00000017787|ENSDARG00000003944,1,23,18,23,0,0,0,23,5
ENSDART00000021502|ENSDARG00000006754,1,23,18,23,0,0,0,23,5
ENSDART00000023823|ENSDARG00000006775,1,23,18,23,0,0,0,23,5
ENSDART00000027022|ENSDARG00000038428,1,23,18,23,0,0,0,23,5
ENSDART00000032695|ENSDARG00000025162,1,23,18,23,0,0,0,23,5
ENSDART00000039877|ENSDARG00000032627,1,22,18,22,0,1,1,23,5
ENSDART00000043737|ENSDARG00000069185,1,23,19,24,0,0,0,24,5
ENSDART00000052439|ENSDARG00000003381,1,23,19,23,0,0,0,23,4
ENSDART00000053405|ENSDARG00000010279,1,23,18,23,0,0,0,23,5
ENSDART00000056080|ENSDARG00000038428,1,23,18,23,0,0,0,23,5
ENSDART00000057369|ENSDARG00000039264,1,23,19,24,0,0,0,24,5
ENSDART00000066945|ENSDARG00000045524,1,23,18,23,0,0,0,23,5
ENSDART00000074070|ENSDARG00000052242,2,23,18,22,1,0,1,23,5
ENSDART00000076069|ENSDARG00000053961,1,23,18,23,0,0,0,23,5
ENSDART00000084729|ENSDARG00000060263,1,23,18,23,0,0,0,23,5
ENSDART00000087670|ENSDARG00000061459,1,23,20,23,0,0,0,23,3
ENSDART00000087726|ENSDARG00000061478,1,23,18,23,0,0,0,23,5
ENSDART00000088605|ENSDARG00000011240,1,23,19,24,0,0,0,24,5
ENSDART00000089787|ENSDARG00000062266,1,23,18,23,0,0,0,23,5
ENSDART00000098615|ENSDARG00000068255,3,23,18,21,2,0,2,23,5
ENSDART00000100600|ENSDARG00000097170,2,23,19,23,1,0,1,24,5
ENSDART00000101700|ENSDARG00000076169,1,23,19,24,0,0,0,24,5
ENSDART00000104353|ENSDARG00000007788,1,23,18,23,0,0,0,23,5
ENSDART00000108647|ENSDARG00000077732,1,23,23,23,0,0,0,23,0
ENSDART00000109642|ENSDARG00000075230,1,23,18,23,0,0,0,23,5
ENSDART00000122593|ENSDARG00000087867,1,23,18,23,0,0,0,23,5
ENSDART00000123254|ENSDARG00000052606,1,23,18,23,0,0,0,23,5
ENSDART00000123617|ENSDARG00000069185,1,23,19,24,0,0,0,24,5
ENSDART00000125449|ENSDARG00000088762,1,23,20,25,0,0,0,25,5
ENSDART00000130757|ENSDARG00000040249,1,23,18,23,0,0,0,23,5
ENSDART00000131838|ENSDARG00000035579,2,23,18,22,1,0,1,23,5
ENSDART00000132381|ENSDARG00000062266,1,23,18,23,0,0,0,23,5
ENSDART00000135192|ENSDARG00000004748,2,23,18,22,1,0,1,23,5
ENSDART00000141009|ENSDARG00000075230,1,23,18,23,0,0,0,23,5
ENSDART00000141133|ENSDARG00000045524,1,23,18,23,0,0,0,23,5
ENSDART00000141157|ENSDARG00000088168,1,23,18,23,0,0,0,23,5
ENSDART00000143811|ENSDARG00000060933,1,23,19,24,0,0,0,24,5
