Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003242|ENSDARG00000008948,1,23,19,24,0,0,0,24,5
ENSDART00000004031|ENSDARG00000020529,1,23,20,25,0,0,0,25,5
ENSDART00000004739|ENSDARG00000017454,1,23,18,23,0,0,0,23,5
ENSDART00000007022|ENSDARG00000006456,1,23,18,23,0,0,0,23,5
ENSDART00000007434|ENSDARG00000044235,1,23,19,24,0,0,0,24,5
ENSDART00000008043|ENSDARG00000021137,2,23,19,23,1,0,1,24,5
ENSDART00000013011|ENSDARG00000013623,1,22,19,23,0,1,1,24,5
ENSDART00000015629|ENSDARG00000001994,1,22,20,24,0,1,1,25,5
ENSDART00000021215|ENSDARG00000053036,1,23,19,24,0,0,0,24,5
ENSDART00000022170|ENSDARG00000003984,1,23,18,23,0,0,0,23,5
ENSDART00000022682|ENSDARG00000007892,1,23,18,23,0,0,0,23,5
ENSDART00000027288|ENSDARG00000004627,1,23,18,23,0,0,0,23,5
ENSDART00000027803|ENSDARG00000040874,2,23,19,23,1,0,1,24,5
ENSDART00000028623|ENSDARG00000025071,1,23,18,23,0,0,0,23,5
ENSDART00000030995|ENSDARG00000012215,1,23,23,23,0,0,0,23,0
ENSDART00000031676|ENSDARG00000023591,1,23,19,24,0,0,0,24,5
ENSDART00000032982|ENSDARG00000003697,1,22,18,22,0,1,1,23,5
ENSDART00000040534|ENSDARG00000009610,1,22,18,22,0,1,1,23,5
ENSDART00000040538|ENSDARG00000040874,2,23,19,23,1,0,1,24,5
ENSDART00000041215|ENSDARG00000003046,1,23,19,24,0,0,0,24,5
ENSDART00000041397|ENSDARG00000031587,1,23,20,25,0,0,0,25,5
ENSDART00000041700|ENSDARG00000032102,1,23,18,23,0,0,0,23,5
ENSDART00000041820|ENSDARG00000034165,1,23,18,23,0,0,0,23,5
ENSDART00000046766|ENSDARG00000031337,1,23,19,24,0,0,0,24,5
ENSDART00000047716|ENSDARG00000030938,1,23,18,23,0,0,0,23,5
ENSDART00000049075|ENSDARG00000040874,2,23,19,23,1,0,1,24,5
ENSDART00000049593|ENSDARG00000074607,1,23,19,24,0,0,0,24,5
ENSDART00000051361|ENSDARG00000012944,2,22,18,21,1,1,2,23,5
ENSDART00000051362|ENSDARG00000035438,2,22,18,21,1,1,2,23,5
ENSDART00000053806|ENSDARG00000037018,1,22,18,22,0,1,1,23,5
ENSDART00000054840|ENSDARG00000060655,1,23,19,24,0,0,0,24,5
ENSDART00000056023|ENSDARG00000089602,1,23,19,24,0,0,0,24,5
ENSDART00000057918|ENSDARG00000045157,1,23,19,24,0,0,0,24,5
ENSDART00000058099|ENSDARG00000039752,1,20,18,20,0,3,3,23,5
ENSDART00000061886|ENSDARG00000042210,2,21,18,20,1,2,3,23,5
ENSDART00000064983|ENSDARG00000026979,1,23,21,26,0,0,0,26,5
ENSDART00000067409|ENSDARG00000045864,1,23,18,23,0,0,0,23,5
ENSDART00000073654|ENSDARG00000051939,1,23,18,23,0,0,0,23,5
ENSDART00000075515|ENSDARG00000027734,1,23,19,24,0,0,0,24,5
ENSDART00000075646|ENSDARG00000043492,1,22,18,22,0,1,1,23,5
ENSDART00000075953|ENSDARG00000040131,1,23,20,25,0,0,0,25,5
ENSDART00000082390|ENSDARG00000059305,1,23,18,23,0,0,0,23,5
ENSDART00000082453|ENSDARG00000019726,1,21,18,21,0,2,2,23,5
ENSDART00000083442|ENSDARG00000059773,1,23,18,23,0,0,0,23,5
ENSDART00000085769|ENSDARG00000060683,4,23,19,21,3,0,3,24,5
ENSDART00000086823|ENSDARG00000061124,1,23,19,24,0,0,0,24,5
ENSDART00000089725|ENSDARG00000062226,1,23,19,24,0,0,0,24,5
ENSDART00000089916|ENSDARG00000062289,1,23,18,23,0,0,0,23,5
ENSDART00000091470|ENSDARG00000062909,2,23,18,22,1,0,1,23,5
ENSDART00000099727|ENSDARG00000068857,1,23,18,23,0,0,0,23,5
ENSDART00000100798|ENSDARG00000069331,1,23,19,24,0,0,0,24,5
ENSDART00000101203|ENSDARG00000069497,1,23,19,24,0,0,0,24,5
ENSDART00000102496|ENSDARG00000092989,1,23,19,24,0,0,0,24,5
ENSDART00000108810|ENSDARG00000073901,1,23,19,24,0,0,0,24,5
ENSDART00000109060|ENSDARG00000079269,1,23,19,24,0,0,0,24,5
ENSDART00000109099|ENSDARG00000028213,1,23,19,24,0,0,0,24,5
ENSDART00000109277|ENSDARG00000074597,1,23,19,24,0,0,0,24,5
ENSDART00000109344|ENSDARG00000077073,1,23,19,23,0,0,0,23,4
ENSDART00000109505|ENSDARG00000076861,1,23,19,23,0,0,0,23,4
ENSDART00000111358|ENSDARG00000068461,1,23,18,23,0,0,0,23,5
ENSDART00000114954|ENSDARG00000074307,1,23,18,23,0,0,0,23,5
ENSDART00000121449|ENSDARG00000031768,1,23,19,24,0,0,0,24,5
ENSDART00000123139|ENSDARG00000025071,1,23,18,23,0,0,0,23,5
ENSDART00000123324|ENSDARG00000056924,1,23,20,24,0,0,0,24,4
ENSDART00000124623|ENSDARG00000087225,1,23,19,24,0,0,0,24,5
ENSDART00000125917|ENSDARG00000035438,2,22,18,21,1,1,2,23,5
ENSDART00000126871|ENSDARG00000028213,1,23,19,24,0,0,0,24,5
ENSDART00000126873|ENSDARG00000012944,2,22,18,21,1,1,2,23,5
