Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002928|ENSDARG00000010619,1,23,19,24,0,0,0,24,5
ENSDART00000003325|ENSDARG00000030250,1,23,19,24,0,0,0,24,5
ENSDART00000003694|ENSDARG00000017841,1,23,19,24,0,0,0,24,5
ENSDART00000004043|ENSDARG00000006877,1,23,20,25,0,0,0,25,5
ENSDART00000005217|ENSDARG00000021059,1,23,21,25,0,0,0,25,4
ENSDART00000005244|ENSDARG00000043557,2,23,20,24,1,0,1,25,5
ENSDART00000005583|ENSDARG00000003098,2,23,18,22,1,0,1,23,5
ENSDART00000005864|ENSDARG00000012204,1,22,19,23,0,1,1,24,5
ENSDART00000007778|ENSDARG00000069139,1,23,19,24,0,0,0,24,5
ENSDART00000007797|ENSDARG00000007180,1,23,21,24,0,0,0,24,3
ENSDART00000008737|ENSDARG00000004204,1,23,18,23,0,0,0,23,5
ENSDART00000010189|ENSDARG00000027423,1,23,19,24,0,0,0,24,5
ENSDART00000010991|ENSDARG00000042308,1,23,19,24,0,0,0,24,5
ENSDART00000011657|ENSDARG00000009942,3,23,19,22,2,0,2,24,5
ENSDART00000017202|ENSDARG00000017254,1,22,18,22,0,1,1,23,5
ENSDART00000018155|ENSDARG00000002071,1,23,19,24,0,0,0,24,5
ENSDART00000019008|ENSDARG00000008473,3,23,19,21,2,0,2,23,4
ENSDART00000020116|ENSDARG00000016181,1,23,18,23,0,0,0,23,5
ENSDART00000020821|ENSDARG00000094282,2,23,19,23,1,0,1,24,5
ENSDART00000020995|ENSDARG00000014682,1,23,18,23,0,0,0,23,5
ENSDART00000021417|ENSDARG00000010477,2,23,19,23,1,0,1,24,5
ENSDART00000021947|ENSDARG00000007366,1,23,18,23,0,0,0,23,5
ENSDART00000023654|ENSDARG00000019963,1,23,18,23,0,0,0,23,5
ENSDART00000024225|ENSDARG00000015854,2,23,18,22,1,0,1,23,5
ENSDART00000024514|ENSDARG00000017067,1,22,18,22,0,1,1,23,5
ENSDART00000026316|ENSDARG00000013607,1,23,21,26,0,0,0,26,5
ENSDART00000026701|ENSDARG00000015610,2,23,18,22,1,0,1,23,5
ENSDART00000028159|ENSDARG00000017195,2,22,18,21,1,1,2,23,5
ENSDART00000028694|ENSDARG00000023766,3,23,19,21,2,0,2,23,4
ENSDART00000029175|ENSDARG00000015356,2,23,18,22,1,0,1,23,5
ENSDART00000032342|ENSDARG00000026406,1,23,19,24,0,0,0,24,5
ENSDART00000032844|ENSDARG00000020328,1,23,21,25,0,0,0,25,4
ENSDART00000035447|ENSDARG00000015860,1,23,19,24,0,0,0,24,5
ENSDART00000036153|ENSDARG00000026052,1,21,18,21,0,2,2,23,5
ENSDART00000036635|ENSDARG00000025319,2,23,20,24,1,0,1,25,5
ENSDART00000038575|ENSDARG00000010918,2,22,18,21,1,1,2,23,5
ENSDART00000040826|ENSDARG00000031891,1,23,18,23,0,0,0,23,5
ENSDART00000043626|ENSDARG00000032571,1,23,18,23,0,0,0,23,5
ENSDART00000044005|ENSDARG00000007315,1,23,20,25,0,0,0,25,5
ENSDART00000046454|ENSDARG00000115205,1,23,18,23,0,0,0,23,5
ENSDART00000046670|ENSDARG00000013776,3,23,20,23,2,0,2,25,5
ENSDART00000047126|ENSDARG00000035808,2,23,20,24,1,0,1,25,5
ENSDART00000049464|ENSDARG00000020242,2,23,18,22,1,0,1,23,5
ENSDART00000051529|ENSDARG00000035549,1,23,18,23,0,0,0,23,5
ENSDART00000054605|ENSDARG00000037501,1,23,18,23,0,0,0,23,5
ENSDART00000055590|ENSDARG00000038133,1,23,19,24,0,0,0,24,5
ENSDART00000055623|ENSDARG00000038147,1,22,19,22,0,1,1,23,4
ENSDART00000056795|ENSDARG00000038905,1,23,19,23,0,0,0,23,4
ENSDART00000060979|ENSDARG00000041602,1,23,18,23,0,0,0,23,5
ENSDART00000061659|ENSDARG00000031100,1,23,18,23,0,0,0,23,5
ENSDART00000063093|ENSDARG00000042975,1,23,19,24,0,0,0,24,5
ENSDART00000063912|ENSDARG00000043531,1,22,18,22,0,1,1,23,5
ENSDART00000064565|ENSDARG00000096620,1,23,19,24,0,0,0,24,5
ENSDART00000065025|ENSDARG00000044290,1,23,21,23,0,0,0,23,2
ENSDART00000067374|ENSDARG00000045843,2,23,19,23,1,0,1,24,5
ENSDART00000067486|ENSDARG00000045911,1,23,20,25,0,0,0,25,5
ENSDART00000073383|ENSDARG00000051713,1,21,18,21,0,2,2,23,5
ENSDART00000073462|ENSDARG00000051783,3,23,20,23,2,0,2,25,5
ENSDART00000074490|ENSDARG00000004447,1,23,19,24,0,0,0,24,5
ENSDART00000075400|ENSDARG00000053370,1,23,19,24,0,0,0,24,5
ENSDART00000077446|ENSDARG00000055136,1,23,18,23,0,0,0,23,5
ENSDART00000077549|ENSDARG00000055229,1,23,19,24,0,0,0,24,5
ENSDART00000077554|ENSDARG00000055232,1,23,18,23,0,0,0,23,5
ENSDART00000078137|ENSDARG00000055743,1,23,18,23,0,0,0,23,5
ENSDART00000084268|ENSDARG00000060068,2,23,19,23,1,0,1,24,5
ENSDART00000084355|ENSDARG00000060092,1,23,18,23,0,0,0,23,5
ENSDART00000084771|ENSDARG00000060280,2,23,18,22,1,0,1,23,5
ENSDART00000085216|ENSDARG00000070522,1,23,18,23,0,0,0,23,5
ENSDART00000086823|ENSDARG00000061124,1,23,20,25,0,0,0,25,5
ENSDART00000089035|ENSDARG00000029168,1,23,18,23,0,0,0,23,5
ENSDART00000090406|ENSDARG00000062485,2,23,20,23,1,0,1,24,4
ENSDART00000090689|ENSDARG00000062585,1,23,18,23,0,0,0,23,5
ENSDART00000091140|ENSDARG00000062770,1,23,20,24,0,0,0,24,4
ENSDART00000097374|ENSDARG00000029372,1,23,18,23,0,0,0,23,5
ENSDART00000097991|ENSDARG00000067966,1,23,20,25,0,0,0,25,5
ENSDART00000098415|ENSDARG00000068175,2,21,18,20,1,2,3,23,5
ENSDART00000099027|ENSDARG00000055232,1,23,18,23,0,0,0,23,5
ENSDART00000099841|ENSDARG00000068919,1,23,18,23,0,0,0,23,5
ENSDART00000099847|ENSDARG00000039064,2,23,18,22,1,0,1,23,5
ENSDART00000099895|ENSDARG00000061551,1,23,19,24,0,0,0,24,5
ENSDART00000100105|ENSDARG00000057286,1,23,18,23,0,0,0,23,5
ENSDART00000101986|ENSDARG00000069850,2,23,18,22,1,0,1,23,5
ENSDART00000103317|ENSDARG00000070423,1,23,18,23,0,0,0,23,5
ENSDART00000103455|ENSDARG00000070471,2,22,18,21,1,1,2,23,5
ENSDART00000104293|ENSDARG00000022518,1,23,20,25,0,0,0,25,5
ENSDART00000104299|ENSDARG00000070822,1,23,19,24,0,0,0,24,5
ENSDART00000105326|ENSDARG00000071294,1,22,19,23,0,1,1,24,5
ENSDART00000108508|ENSDARG00000003098,2,23,18,22,1,0,1,23,5
ENSDART00000109344|ENSDARG00000077073,2,23,19,23,1,0,1,24,5
ENSDART00000109428|ENSDARG00000079723,2,23,18,22,1,0,1,23,5
ENSDART00000109642|ENSDARG00000075230,1,23,18,23,0,0,0,23,5
ENSDART00000110103|ENSDARG00000076189,1,22,19,23,0,1,1,24,5
ENSDART00000110330|ENSDARG00000078979,1,23,20,25,0,0,0,25,5
ENSDART00000110453|ENSDARG00000094344,1,23,20,25,0,0,0,25,5
ENSDART00000112470|ENSDARG00000076189,1,22,19,23,0,1,1,24,5
ENSDART00000113315|ENSDARG00000074052,1,23,19,24,0,0,0,24,5
ENSDART00000113470|ENSDARG00000078995,2,23,19,23,1,0,1,24,5
ENSDART00000113954|ENSDARG00000076585,2,23,18,22,1,0,1,23,5
ENSDART00000114969|ENSDARG00000079104,1,22,19,23,0,1,1,24,5
ENSDART00000115331|ENSDARG00000116005,1,23,18,23,0,0,0,23,5
ENSDART00000121724|ENSDARG00000006921,1,23,18,23,0,0,0,23,5
ENSDART00000123591|ENSDARG00000090301,1,22,18,22,0,1,1,23,5
ENSDART00000123759|ENSDARG00000015971,2,23,18,22,1,0,1,23,5
ENSDART00000124749|ENSDARG00000078676,1,22,18,22,0,1,1,23,5
ENSDART00000124982|ENSDARG00000087657,1,23,18,23,0,0,0,23,5
ENSDART00000125619|ENSDARG00000013776,3,23,20,23,2,0,2,25,5
ENSDART00000125677|ENSDARG00000086133,2,23,18,22,1,0,1,23,5
ENSDART00000126230|ENSDARG00000038133,1,23,19,24,0,0,0,24,5
ENSDART00000126559|ENSDARG00000061551,1,23,19,24,0,0,0,24,5
ENSDART00000126641|ENSDARG00000029168,1,23,18,23,0,0,0,23,5
ENSDART00000126749|ENSDARG00000088908,1,23,19,24,0,0,0,24,5
ENSDART00000127791|ENSDARG00000044902,1,23,21,24,0,0,0,24,3
ENSDART00000128973|ENSDARG00000061551,1,23,19,24,0,0,0,24,5
ENSDART00000129151|ENSDARG00000021455,1,23,18,23,0,0,0,23,5
ENSDART00000129378|ENSDARG00000013607,1,23,21,26,0,0,0,26,5
ENSDART00000129398|ENSDARG00000045843,2,23,19,23,1,0,1,24,5
ENSDART00000129490|ENSDARG00000086753,1,21,19,22,0,2,2,24,5
ENSDART00000129848|ENSDARG00000089893,2,23,19,23,1,0,1,24,5
ENSDART00000130734|ENSDARG00000021455,1,23,18,23,0,0,0,23,5
ENSDART00000131041|ENSDARG00000088293,1,23,21,23,0,0,0,23,2
ENSDART00000131350|ENSDARG00000088937,1,23,18,23,0,0,0,23,5
ENSDART00000131485|ENSDARG00000089399,1,21,18,21,0,2,2,23,5
ENSDART00000131738|ENSDARG00000055136,1,23,18,23,0,0,0,23,5
ENSDART00000132027|ENSDARG00000075393,1,23,20,25,0,0,0,25,5
ENSDART00000132375|ENSDARG00000021455,1,23,18,23,0,0,0,23,5
ENSDART00000132571|ENSDARG00000001898,2,23,19,23,1,0,1,24,5
ENSDART00000132572|ENSDARG00000019541,1,23,22,27,0,0,0,27,5
ENSDART00000132625|ENSDARG00000045911,1,23,20,25,0,0,0,25,5
ENSDART00000132669|ENSDARG00000096620,1,23,19,24,0,0,0,24,5
ENSDART00000132778|ENSDARG00000057286,1,23,18,23,0,0,0,23,5
ENSDART00000132926|ENSDARG00000089399,1,21,18,21,0,2,2,23,5
ENSDART00000133143|ENSDARG00000043180,2,23,18,22,1,0,1,23,5
ENSDART00000133883|ENSDARG00000093662,3,23,19,21,2,0,2,23,4
ENSDART00000135200|ENSDARG00000011222,1,23,21,25,0,0,0,25,4
ENSDART00000135364|ENSDARG00000074390,1,21,18,21,0,2,2,23,5
ENSDART00000135443|ENSDARG00000057093,1,23,20,23,0,0,0,23,3
ENSDART00000135649|ENSDARG00000027423,1,23,19,24,0,0,0,24,5
ENSDART00000136084|ENSDARG00000079104,1,22,19,23,0,1,1,24,5
ENSDART00000136114|ENSDARG00000019365,3,23,18,21,2,0,2,23,5
ENSDART00000136377|ENSDARG00000092033,1,22,18,22,0,1,1,23,5
ENSDART00000137041|ENSDARG00000053370,1,23,19,24,0,0,0,24,5
ENSDART00000137575|ENSDARG00000062485,2,23,20,23,1,0,1,24,4
ENSDART00000137817|ENSDARG00000061551,1,23,19,24,0,0,0,24,5
ENSDART00000138139|ENSDARG00000070423,1,23,18,23,0,0,0,23,5
ENSDART00000138456|ENSDARG00000053370,1,23,19,24,0,0,0,24,5
ENSDART00000138460|ENSDARG00000068919,1,23,18,23,0,0,0,23,5
ENSDART00000138785|ENSDARG00000092033,1,22,18,22,0,1,1,23,5
ENSDART00000139603|ENSDARG00000016181,1,23,18,23,0,0,0,23,5
ENSDART00000139806|ENSDARG00000015971,2,23,18,22,1,0,1,23,5
ENSDART00000139826|ENSDARG00000041602,1,23,18,23,0,0,0,23,5
ENSDART00000140054|ENSDARG00000041602,1,23,18,23,0,0,0,23,5
ENSDART00000140476|ENSDARG00000035538,1,23,20,25,0,0,0,25,5
ENSDART00000140482|ENSDARG00000079723,2,23,18,22,1,0,1,23,5
ENSDART00000140793|ENSDARG00000074638,1,23,19,24,0,0,0,24,5
ENSDART00000140814|ENSDARG00000041602,1,23,18,23,0,0,0,23,5
ENSDART00000141009|ENSDARG00000075230,1,23,18,23,0,0,0,23,5
ENSDART00000141553|ENSDARG00000037140,1,23,20,25,0,0,0,25,5
ENSDART00000141828|ENSDARG00000036147,1,23,18,23,0,0,0,23,5
ENSDART00000142208|ENSDARG00000019365,3,23,18,21,2,0,2,23,5
ENSDART00000142788|ENSDARG00000004204,1,23,18,23,0,0,0,23,5
ENSDART00000142972|ENSDARG00000001898,2,23,19,23,1,0,1,24,5
ENSDART00000143054|ENSDARG00000054448,2,23,20,24,1,0,1,25,5
ENSDART00000143065|ENSDARG00000087640,1,23,19,23,0,0,0,23,4
ENSDART00000143860|ENSDARG00000094605,1,23,20,25,0,0,0,25,5
ENSDART00000144457|ENSDARG00000010918,2,22,18,21,1,1,2,23,5
ENSDART00000144658|ENSDARG00000045850,1,23,19,24,0,0,0,24,5
ENSDART00000144837|ENSDARG00000038905,1,23,19,23,0,0,0,23,4
ENSDART00000145229|ENSDARG00000042308,1,23,19,24,0,0,0,24,5
ENSDART00000145562|ENSDARG00000009387,1,23,20,25,0,0,0,25,5
ENSDART00000145615|ENSDARG00000070522,1,23,18,23,0,0,0,23,5
ENSDART00000145743|ENSDARG00000092941,1,23,20,25,0,0,0,25,5
ENSDART00000145775|ENSDARG00000058222,1,23,19,23,0,0,0,23,4
ENSDART00000145960|ENSDARG00000074136,1,23,19,24,0,0,0,24,5
ENSDART00000146252|ENSDARG00000092984,1,23,20,25,0,0,0,25,5
ENSDART00000146541|ENSDARG00000015971,2,23,18,22,1,0,1,23,5
ENSDART00000146813|ENSDARG00000043180,2,23,18,22,1,0,1,23,5
ENSDART00000147089|ENSDARG00000069139,1,23,19,24,0,0,0,24,5
ENSDART00000147098|ENSDARG00000077119,1,23,19,24,0,0,0,24,5
ENSDART00000148294|ENSDARG00000077384,2,23,19,23,1,0,1,24,5
ENSDART00000148447|ENSDARG00000007960,1,23,18,23,0,0,0,23,5
