Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000192|ENSDARG00000000183,1,23,19,23,0,0,0,23,4
ENSDART00000003947|ENSDARG00000004830,2,23,20,24,1,0,1,25,5
ENSDART00000011320|ENSDARG00000011360,1,23,18,23,0,0,0,23,5
ENSDART00000012582|ENSDARG00000019496,2,23,18,22,1,0,1,23,5
ENSDART00000014439|ENSDARG00000001760,1,23,18,23,0,0,0,23,5
ENSDART00000032407|ENSDARG00000024522,1,23,19,24,0,0,0,24,5
ENSDART00000033386|ENSDARG00000022139,1,23,19,23,0,0,0,23,4
ENSDART00000036463|ENSDARG00000022813,1,23,18,23,0,0,0,23,5
ENSDART00000038330|ENSDARG00000026489,1,23,23,23,0,0,0,23,0
ENSDART00000043091|ENSDARG00000016551,1,23,20,25,0,0,0,25,5
ENSDART00000049572|ENSDARG00000034773,1,22,19,23,0,1,1,24,5
ENSDART00000059881|ENSDARG00000040851,1,23,18,23,0,0,0,23,5
ENSDART00000060442|ENSDARG00000041243,1,23,18,23,0,0,0,23,5
ENSDART00000062699|ENSDARG00000042726,1,23,20,25,0,0,0,25,5
ENSDART00000067357|ENSDARG00000099560,1,23,18,23,0,0,0,23,5
ENSDART00000078888|ENSDARG00000056396,1,23,18,23,0,0,0,23,5
ENSDART00000079341|ENSDARG00000079253,1,22,18,22,0,1,1,23,5
ENSDART00000079656|ENSDARG00000057060,1,23,18,23,0,0,0,23,5
ENSDART00000081140|ENSDARG00000058284,1,23,19,24,0,0,0,24,5
ENSDART00000082294|ENSDARG00000059231,1,23,18,23,0,0,0,23,5
ENSDART00000083883|ENSDARG00000059936,1,23,18,23,0,0,0,23,5
ENSDART00000088178|ENSDARG00000061647,1,23,18,23,0,0,0,23,5
ENSDART00000088336|ENSDARG00000041243,1,23,18,23,0,0,0,23,5
ENSDART00000089408|ENSDARG00000062109,1,23,18,23,0,0,0,23,5
ENSDART00000093094|ENSDARG00000061647,1,23,18,23,0,0,0,23,5
ENSDART00000100391|ENSDARG00000022187,1,23,18,23,0,0,0,23,5
ENSDART00000100898|ENSDARG00000069376,1,23,18,23,0,0,0,23,5
ENSDART00000103330|ENSDARG00000070426,1,23,19,24,0,0,0,24,5
ENSDART00000103394|ENSDARG00000043470,1,23,18,23,0,0,0,23,5
ENSDART00000104755|ENSDARG00000045932,1,23,18,23,0,0,0,23,5
