Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000004483|ENSDARG00000003968,1,22,18,22,0,1,1,23,5
ENSDART00000008047|ENSDARG00000025507,1,19,18,19,0,4,4,23,5
ENSDART00000008554|ENSDARG00000017315,1,23,18,23,0,0,0,23,5
ENSDART00000008987|ENSDARG00000009796,1,22,20,24,0,1,1,25,5
ENSDART00000009569|ENSDARG00000078187,3,23,19,22,2,0,2,24,5
ENSDART00000013085|ENSDARG00000012066,2,23,20,24,1,0,1,25,5
ENSDART00000014897|ENSDARG00000045789,1,23,18,23,0,0,0,23,5
ENSDART00000015401|ENSDARG00000002479,1,22,19,23,0,1,1,24,5
ENSDART00000018514|ENSDARG00000002336,1,23,18,23,0,0,0,23,5
ENSDART00000019140|ENSDARG00000001910,2,23,19,23,1,0,1,24,5
ENSDART00000019149|ENSDARG00000007320,2,23,18,22,1,0,1,23,5
ENSDART00000020680|ENSDARG00000010078,2,23,18,22,1,0,1,23,5
ENSDART00000022959|ENSDARG00000005776,1,23,19,24,0,0,0,24,5
ENSDART00000023304|ENSDARG00000014057,1,22,19,23,0,1,1,24,5
ENSDART00000027443|ENSDARG00000006422,1,23,18,23,0,0,0,23,5
ENSDART00000028043|ENSDARG00000002487,1,23,20,25,0,0,0,25,5
ENSDART00000028856|ENSDARG00000008398,1,23,18,23,0,0,0,23,5
ENSDART00000037279|ENSDARG00000025593,1,23,18,23,0,0,0,23,5
ENSDART00000040240|ENSDARG00000032353,2,23,18,22,1,0,1,23,5
ENSDART00000040542|ENSDARG00000030532,1,23,18,23,0,0,0,23,5
ENSDART00000040740|ENSDARG00000011171,2,23,18,22,1,0,1,23,5
ENSDART00000041412|ENSDARG00000008904,1,23,18,23,0,0,0,23,5
ENSDART00000042368|ENSDARG00000031657,1,23,19,24,0,0,0,24,5
ENSDART00000044057|ENSDARG00000030656,1,23,18,23,0,0,0,23,5
ENSDART00000047073|ENSDARG00000034189,1,23,19,24,0,0,0,24,5
ENSDART00000048707|ENSDARG00000045789,1,23,18,23,0,0,0,23,5
ENSDART00000050826|ENSDARG00000029307,1,23,18,23,0,0,0,23,5
ENSDART00000051644|ENSDARG00000035618,2,23,18,22,1,0,1,23,5
