Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003303|ENSDARG00000019438,1,23,19,24,0,0,0,24,5
ENSDART00000005449|ENSDARG00000016788,1,22,19,23,0,1,1,24,5
ENSDART00000007058|ENSDARG00000036558,1,23,18,23,0,0,0,23,5
ENSDART00000008326|ENSDARG00000016856,1,23,21,24,0,0,0,24,3
ENSDART00000010189|ENSDARG00000027423,1,23,18,23,0,0,0,23,5
ENSDART00000012807|ENSDARG00000040290,1,23,23,23,0,0,0,23,0
ENSDART00000014046|ENSDARG00000006719,1,21,18,21,0,2,2,23,5
ENSDART00000019353|ENSDARG00000032496,1,23,19,23,0,0,0,23,4
ENSDART00000020908|ENSDARG00000015314,1,21,18,21,0,2,2,23,5
ENSDART00000022724|ENSDARG00000017612,1,23,18,23,0,0,0,23,5
ENSDART00000023803|ENSDARG00000021112,1,23,19,24,0,0,0,24,5
ENSDART00000024872|ENSDARG00000020926,1,22,18,22,0,1,1,23,5
ENSDART00000029485|ENSDARG00000021855,1,23,18,23,0,0,0,23,5
ENSDART00000035759|ENSDARG00000027357,1,23,18,23,0,0,0,23,5
ENSDART00000036797|ENSDARG00000026871,1,21,19,22,0,2,2,24,5
ENSDART00000046440|ENSDARG00000006491,1,23,18,23,0,0,0,23,5
ENSDART00000058496|ENSDARG00000002971,1,23,18,23,0,0,0,23,5
ENSDART00000058959|ENSDARG00000097789,1,23,23,23,0,0,0,23,0
ENSDART00000060505|ENSDARG00000008184,1,22,18,22,0,1,1,23,5
ENSDART00000061547|ENSDARG00000042861,1,23,19,24,0,0,0,24,5
ENSDART00000062907|ENSDARG00000042861,1,23,19,24,0,0,0,24,5
ENSDART00000067056|ENSDARG00000045605,1,22,20,24,0,1,1,25,5
ENSDART00000067264|ENSDARG00000045758,1,23,18,23,0,0,0,23,5
ENSDART00000075080|ENSDARG00000053101,1,23,19,24,0,0,0,24,5
ENSDART00000075443|ENSDARG00000053404,2,23,18,22,1,0,1,23,5
ENSDART00000075744|ENSDARG00000053684,1,23,19,24,0,0,0,24,5
ENSDART00000076313|ENSDARG00000020594,1,21,19,22,0,2,2,24,5
