Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002633|ENSDARG00000018383,1,23,20,25,0,0,0,25,5
ENSDART00000002641|ENSDARG00000042368,2,23,18,22,1,0,1,23,5
ENSDART00000003317|ENSDARG00000016304,1,23,21,26,0,0,0,26,5
ENSDART00000003947|ENSDARG00000004830,1,23,18,23,0,0,0,23,5
ENSDART00000005548|ENSDARG00000011818,1,23,19,23,0,0,0,23,4
ENSDART00000005767|ENSDARG00000038646,1,23,18,23,0,0,0,23,5
ENSDART00000006091|ENSDARG00000018698,1,23,20,25,0,0,0,25,5
ENSDART00000006419|ENSDARG00000011921,1,23,18,23,0,0,0,23,5
ENSDART00000007434|ENSDARG00000044235,1,23,20,25,0,0,0,25,5
ENSDART00000007732|ENSDARG00000012341,1,23,19,24,0,0,0,24,5
ENSDART00000009360|ENSDARG00000057159,1,22,18,22,0,1,1,23,5
ENSDART00000009367|ENSDARG00000001234,1,23,21,23,0,0,0,23,2
ENSDART00000010092|ENSDARG00000007804,1,23,18,23,0,0,0,23,5
ENSDART00000011456|ENSDARG00000011897,1,23,19,24,0,0,0,24,5
ENSDART00000012789|ENSDARG00000010096,1,23,20,25,0,0,0,25,5
ENSDART00000013933|ENSDARG00000008049,1,23,18,23,0,0,0,23,5
ENSDART00000014210|ENSDARG00000016460,2,23,19,23,1,0,1,24,5
ENSDART00000017402|ENSDARG00000019613,1,23,18,23,0,0,0,23,5
ENSDART00000022348|ENSDARG00000007430,1,23,19,23,0,0,0,23,4
ENSDART00000024967|ENSDARG00000006677,1,22,18,22,0,1,1,23,5
ENSDART00000025198|ENSDARG00000012051,2,23,19,23,1,0,1,24,5
ENSDART00000026903|ENSDARG00000001769,1,23,18,23,0,0,0,23,5
ENSDART00000027850|ENSDARG00000011945,2,23,18,22,1,0,1,23,5
ENSDART00000028043|ENSDARG00000002487,1,23,18,23,0,0,0,23,5
ENSDART00000030520|ENSDARG00000007818,1,23,18,23,0,0,0,23,5
ENSDART00000031625|ENSDARG00000028259,2,23,18,22,1,0,1,23,5
