Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002938|ENSDARG00000008592,1,23,19,24,0,0,0,24,5
ENSDART00000003736|ENSDARG00000004932,1,23,18,23,0,0,0,23,5
ENSDART00000004200|ENSDARG00000010610,1,23,18,23,0,0,0,23,5
ENSDART00000004338|ENSDARG00000010767,1,23,19,24,0,0,0,24,5
ENSDART00000004361|ENSDARG00000015506,1,23,19,24,0,0,0,24,5
ENSDART00000005382|ENSDARG00000013576,1,21,18,21,0,2,2,23,5
ENSDART00000005568|ENSDARG00000014248,1,23,20,25,0,0,0,25,5
ENSDART00000006787|ENSDARG00000039373,1,23,18,23,0,0,0,23,5
ENSDART00000006954|ENSDARG00000004735,1,23,18,23,0,0,0,23,5
ENSDART00000007997|ENSDARG00000004687,1,23,20,25,0,0,0,25,5
ENSDART00000009126|ENSDARG00000010844,1,22,20,23,0,1,1,24,4
ENSDART00000010488|ENSDARG00000019125,1,22,19,23,0,1,1,24,5
ENSDART00000010496|ENSDARG00000014805,1,23,18,23,0,0,0,23,5
ENSDART00000012816|ENSDARG00000004581,1,23,18,23,0,0,0,23,5
ENSDART00000016071|ENSDARG00000017748,1,23,20,25,0,0,0,25,5
ENSDART00000017593|ENSDARG00000041735,1,21,18,21,0,2,2,23,5
ENSDART00000018514|ENSDARG00000002336,1,23,18,23,0,0,0,23,5
ENSDART00000019396|ENSDARG00000010625,1,23,19,23,0,0,0,23,4
ENSDART00000022484|ENSDARG00000015917,1,23,18,23,0,0,0,23,5
ENSDART00000024604|ENSDARG00000009218,1,23,19,24,0,0,0,24,5
ENSDART00000024691|ENSDARG00000007691,1,23,19,24,0,0,0,24,5
ENSDART00000030420|ENSDARG00000024815,1,23,20,24,0,0,0,24,4
ENSDART00000031418|ENSDARG00000012381,1,23,18,23,0,0,0,23,5
ENSDART00000035522|ENSDARG00000007996,1,23,18,23,0,0,0,23,5
ENSDART00000037025|ENSDARG00000005823,1,23,18,23,0,0,0,23,5
ENSDART00000037126|ENSDARG00000014287,1,23,19,24,0,0,0,24,5
ENSDART00000039969|ENSDARG00000010641,1,23,19,23,0,0,0,23,4
ENSDART00000041515|ENSDARG00000033320,1,23,18,23,0,0,0,23,5
ENSDART00000041609|ENSDARG00000028748,1,23,20,24,0,0,0,24,4
ENSDART00000041988|ENSDARG00000028824,1,23,18,23,0,0,0,23,5
ENSDART00000043956|ENSDARG00000029848,1,23,19,24,0,0,0,24,5
ENSDART00000043960|ENSDARG00000030020,1,23,20,24,0,0,0,24,4
ENSDART00000044000|ENSDARG00000007172,1,23,21,26,0,0,0,26,5
ENSDART00000044214|ENSDARG00000029751,1,23,18,23,0,0,0,23,5
ENSDART00000044574|ENSDARG00000041609,1,23,18,23,0,0,0,23,5
ENSDART00000045933|ENSDARG00000010956,1,23,18,23,0,0,0,23,5
ENSDART00000046218|ENSDARG00000018566,1,23,18,23,0,0,0,23,5
ENSDART00000047531|ENSDARG00000100941,1,23,20,25,0,0,0,25,5
ENSDART00000051003|ENSDARG00000051916,1,21,18,21,0,2,2,23,5
ENSDART00000051025|ENSDARG00000035221,1,23,18,23,0,0,0,23,5
ENSDART00000051357|ENSDARG00000035434,3,23,18,21,2,0,2,23,5
ENSDART00000052750|ENSDARG00000027903,1,23,18,23,0,0,0,23,5
ENSDART00000054086|ENSDARG00000037195,1,23,20,25,0,0,0,25,5
ENSDART00000054809|ENSDARG00000004726,1,23,18,23,0,0,0,23,5
ENSDART00000054840|ENSDARG00000060655,1,23,19,24,0,0,0,24,5
ENSDART00000056913|ENSDARG00000070414,1,23,18,23,0,0,0,23,5
ENSDART00000057565|ENSDARG00000039390,2,23,19,23,1,0,1,24,5
ENSDART00000060685|ENSDARG00000041391,1,22,18,22,0,1,1,23,5
ENSDART00000065467|ENSDARG00000002758,1,23,18,23,0,0,0,23,5
ENSDART00000065868|ENSDARG00000044813,1,22,20,23,0,1,1,24,4
ENSDART00000066949|ENSDARG00000045528,1,21,18,21,0,2,2,23,5
ENSDART00000067253|ENSDARG00000045748,1,23,18,23,0,0,0,23,5
ENSDART00000067543|ENSDARG00000045957,1,21,18,21,0,2,2,23,5
ENSDART00000075092|ENSDARG00000053110,1,23,21,25,0,0,0,25,4
ENSDART00000076083|ENSDARG00000053959,1,23,20,25,0,0,0,25,5
ENSDART00000076992|ENSDARG00000028148,1,23,18,23,0,0,0,23,5
ENSDART00000078093|ENSDARG00000028086,1,23,18,23,0,0,0,23,5
ENSDART00000078630|ENSDARG00000056193,1,23,18,23,0,0,0,23,5
ENSDART00000078980|ENSDARG00000056479,1,23,18,23,0,0,0,23,5
ENSDART00000081129|ENSDARG00000006093,1,22,20,24,0,1,1,25,5
ENSDART00000081834|ENSDARG00000057035,1,23,19,24,0,0,0,24,5
ENSDART00000081961|ENSDARG00000058978,1,23,18,23,0,0,0,23,5
ENSDART00000083605|ENSDARG00000075333,1,23,18,23,0,0,0,23,5
ENSDART00000083820|ENSDARG00000059902,1,23,19,24,0,0,0,24,5
ENSDART00000085675|ENSDARG00000060637,2,23,18,22,1,0,1,23,5
ENSDART00000086040|ENSDARG00000060788,1,23,18,23,0,0,0,23,5
ENSDART00000086211|ENSDARG00000052388,1,23,19,24,0,0,0,24,5
ENSDART00000086443|ENSDARG00000060978,1,23,18,23,0,0,0,23,5
ENSDART00000086661|ENSDARG00000061061,1,23,18,23,0,0,0,23,5
ENSDART00000088004|ENSDARG00000061603,1,23,18,23,0,0,0,23,5
ENSDART00000088041|ENSDARG00000061610,1,23,18,23,0,0,0,23,5
ENSDART00000088833|ENSDARG00000061909,1,23,18,23,0,0,0,23,5
ENSDART00000089965|ENSDARG00000035914,1,22,18,22,0,1,1,23,5
ENSDART00000090235|ENSDARG00000061836,1,23,18,23,0,0,0,23,5
ENSDART00000091780|ENSDARG00000063050,1,22,19,23,0,1,1,24,5
ENSDART00000097201|ENSDARG00000077115,1,22,20,24,0,1,1,25,5
ENSDART00000097695|ENSDARG00000067824,1,23,18,23,0,0,0,23,5
ENSDART00000098932|ENSDARG00000056605,1,23,18,23,0,0,0,23,5
ENSDART00000098975|ENSDARG00000042452,1,23,20,25,0,0,0,25,5
ENSDART00000100289|ENSDARG00000056479,1,23,18,23,0,0,0,23,5
ENSDART00000100546|ENSDARG00000069216,1,22,18,22,0,1,1,23,5
ENSDART00000101079|ENSDARG00000069438,1,23,20,25,0,0,0,25,5
ENSDART00000101528|ENSDARG00000069660,1,23,19,24,0,0,0,24,5
ENSDART00000102498|ENSDARG00000070050,1,22,18,22,0,1,1,23,5
ENSDART00000102554|ENSDARG00000070074,1,23,18,23,0,0,0,23,5
ENSDART00000102649|ENSDARG00000070124,2,23,18,22,1,0,1,23,5
ENSDART00000102771|ENSDARG00000070170,2,23,18,22,1,0,1,23,5
ENSDART00000103220|ENSDARG00000070386,1,23,18,23,0,0,0,23,5
ENSDART00000103480|ENSDARG00000053857,1,22,18,22,0,1,1,23,5
ENSDART00000103570|ENSDARG00000070513,1,23,18,23,0,0,0,23,5
ENSDART00000103831|ENSDARG00000018159,1,23,18,23,0,0,0,23,5
ENSDART00000104206|ENSDARG00000056729,1,23,18,23,0,0,0,23,5
ENSDART00000104209|ENSDARG00000070770,1,23,18,23,0,0,0,23,5
ENSDART00000105583|ENSDARG00000071425,1,23,18,23,0,0,0,23,5
ENSDART00000105686|ENSDARG00000025081,1,23,19,24,0,0,0,24,5
ENSDART00000106389|ENSDARG00000035221,1,23,18,23,0,0,0,23,5
ENSDART00000109030|ENSDARG00000077901,1,23,21,26,0,0,0,26,5
ENSDART00000109099|ENSDARG00000028213,2,23,18,22,1,0,1,23,5
ENSDART00000109537|ENSDARG00000075539,1,23,20,25,0,0,0,25,5
ENSDART00000110270|ENSDARG00000037109,1,23,18,23,0,0,0,23,5
ENSDART00000110943|ENSDARG00000027234,1,23,19,24,0,0,0,24,5
ENSDART00000111444|ENSDARG00000076143,1,22,19,23,0,1,1,24,5
ENSDART00000111477|ENSDARG00000074588,1,23,18,23,0,0,0,23,5
ENSDART00000111510|ENSDARG00000078602,1,23,18,23,0,0,0,23,5
ENSDART00000111542|ENSDARG00000079900,1,23,18,23,0,0,0,23,5
ENSDART00000112328|ENSDARG00000074508,1,22,18,22,0,1,1,23,5
ENSDART00000112382|ENSDARG00000076830,1,23,18,23,0,0,0,23,5
ENSDART00000112405|ENSDARG00000069216,1,22,18,22,0,1,1,23,5
ENSDART00000112866|ENSDARG00000075134,1,23,19,24,0,0,0,24,5
ENSDART00000113296|ENSDARG00000077488,1,21,18,21,0,2,2,23,5
ENSDART00000113356|ENSDARG00000076068,1,23,18,23,0,0,0,23,5
ENSDART00000113676|ENSDARG00000076230,2,23,20,24,1,0,1,25,5
ENSDART00000114242|ENSDARG00000076146,1,23,18,23,0,0,0,23,5
ENSDART00000114528|ENSDARG00000074623,2,22,18,21,1,1,2,23,5
