Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002930|ENSDARG00000017427,1,23,18,23,0,0,0,23,5
ENSDART00000005901|ENSDARG00000011821,1,23,18,23,0,0,0,23,5
ENSDART00000010274|ENSDARG00000011141,2,23,19,22,1,0,1,23,4
ENSDART00000015251|ENSDARG00000008637,1,23,19,24,0,0,0,24,5
ENSDART00000021683|ENSDARG00000034056,1,21,19,22,0,2,2,24,5
ENSDART00000023894|ENSDARG00000017661,1,23,20,25,0,0,0,25,5
ENSDART00000023926|ENSDARG00000002549,1,23,18,23,0,0,0,23,5
ENSDART00000024743|ENSDARG00000004427,1,23,19,24,0,0,0,24,5
ENSDART00000025227|ENSDARG00000012866,1,22,19,23,0,1,1,24,5
ENSDART00000032880|ENSDARG00000003938,1,23,18,23,0,0,0,23,5
ENSDART00000034242|ENSDARG00000012866,1,22,19,23,0,1,1,24,5
ENSDART00000036779|ENSDARG00000006747,1,22,20,24,0,1,1,25,5
ENSDART00000040534|ENSDARG00000009610,1,22,18,22,0,1,1,23,5
ENSDART00000042928|ENSDARG00000032650,1,23,18,23,0,0,0,23,5
ENSDART00000048391|ENSDARG00000017661,1,23,20,25,0,0,0,25,5
ENSDART00000052366|ENSDARG00000036074,1,23,18,23,0,0,0,23,5
ENSDART00000053265|ENSDARG00000036671,1,23,18,23,0,0,0,23,5
ENSDART00000053925|ENSDARG00000037101,2,23,18,22,1,0,1,23,5
ENSDART00000054020|ENSDARG00000037154,1,23,18,23,0,0,0,23,5
ENSDART00000058348|ENSDARG00000039888,2,23,18,22,1,0,1,23,5
ENSDART00000058613|ENSDARG00000040080,1,23,19,24,0,0,0,24,5
ENSDART00000059321|ENSDARG00000040534,1,22,19,23,0,1,1,24,5
ENSDART00000061378|ENSDARG00000041887,1,22,18,22,0,1,1,23,5
ENSDART00000062175|ENSDARG00000042401,1,23,19,24,0,0,0,24,5
ENSDART00000062587|ENSDARG00000042667,1,22,18,22,0,1,1,23,5
ENSDART00000088106|ENSDARG00000061736,1,23,18,23,0,0,0,23,5
ENSDART00000090549|ENSDARG00000021664,2,23,20,24,1,0,1,25,5
ENSDART00000100060|ENSDARG00000039677,1,23,18,23,0,0,0,23,5
ENSDART00000102789|ENSDARG00000040080,1,23,19,24,0,0,0,24,5
ENSDART00000104420|ENSDARG00000045814,1,23,18,23,0,0,0,23,5
ENSDART00000106488|ENSDARG00000011821,1,23,18,23,0,0,0,23,5
ENSDART00000109535|ENSDARG00000079848,1,23,20,23,0,0,0,23,3
ENSDART00000111365|ENSDARG00000076595,2,23,18,22,1,0,1,23,5
ENSDART00000111754|ENSDARG00000077431,1,23,20,23,0,0,0,23,3
ENSDART00000111758|ENSDARG00000079353,2,23,18,22,1,0,1,23,5
ENSDART00000112149|ENSDARG00000076332,1,21,19,22,0,2,2,24,5
ENSDART00000113087|ENSDARG00000095651,1,23,18,23,0,0,0,23,5
ENSDART00000115330|ENSDARG00000077341,1,23,18,23,0,0,0,23,5
ENSDART00000123033|ENSDARG00000012866,1,22,19,23,0,1,1,24,5
ENSDART00000124168|ENSDARG00000053447,2,22,18,21,1,1,2,23,5
ENSDART00000126687|ENSDARG00000041887,1,22,18,22,0,1,1,23,5
ENSDART00000127062|ENSDARG00000089156,1,22,18,22,0,1,1,23,5
ENSDART00000129593|ENSDARG00000088123,1,23,19,24,0,0,0,24,5
ENSDART00000131286|ENSDARG00000086523,2,23,19,22,1,0,1,23,4
ENSDART00000131338|ENSDARG00000016605,1,22,18,22,0,1,1,23,5
ENSDART00000132650|ENSDARG00000017661,1,23,20,25,0,0,0,25,5
ENSDART00000134010|ENSDARG00000040080,1,23,19,24,0,0,0,24,5
ENSDART00000134400|ENSDARG00000093518,1,23,18,23,0,0,0,23,5
ENSDART00000134601|ENSDARG00000026180,3,23,19,22,2,0,2,24,5
ENSDART00000135933|ENSDARG00000094332,2,23,19,23,1,0,1,24,5
ENSDART00000135945|ENSDARG00000019181,1,23,23,23,0,0,0,23,0
ENSDART00000135958|ENSDARG00000093019,2,23,19,22,1,0,1,23,4
ENSDART00000138473|ENSDARG00000009567,1,23,18,23,0,0,0,23,5
ENSDART00000138616|ENSDARG00000079785,1,23,19,24,0,0,0,24,5
ENSDART00000138794|ENSDARG00000034056,1,21,19,22,0,2,2,24,5
ENSDART00000139006|ENSDARG00000088950,1,23,19,24,0,0,0,24,5
ENSDART00000139292|ENSDARG00000092493,1,23,18,23,0,0,0,23,5
ENSDART00000140004|ENSDARG00000044365,1,23,20,25,0,0,0,25,5
ENSDART00000140489|ENSDARG00000040534,1,22,19,23,0,1,1,24,5
ENSDART00000140899|ENSDARG00000090863,1,23,18,23,0,0,0,23,5
ENSDART00000141232|ENSDARG00000093327,1,23,18,23,0,0,0,23,5
ENSDART00000143444|ENSDARG00000021151,2,23,19,23,1,0,1,24,5
ENSDART00000144104|ENSDARG00000088950,1,23,19,24,0,0,0,24,5
ENSDART00000144134|ENSDARG00000093327,1,23,18,23,0,0,0,23,5
ENSDART00000144697|ENSDARG00000069281,1,22,18,22,0,1,1,23,5
ENSDART00000144836|ENSDARG00000077768,2,23,18,22,1,0,1,23,5
ENSDART00000145970|ENSDARG00000093019,2,23,19,22,1,0,1,23,4
ENSDART00000146951|ENSDARG00000029011,1,23,19,24,0,0,0,24,5
ENSDART00000149956|ENSDARG00000058868,1,22,19,23,0,1,1,24,5
ENSDART00000150030|ENSDARG00000052322,1,23,18,23,0,0,0,23,5
ENSDART00000151669|ENSDARG00000096316,1,23,18,23,0,0,0,23,5
ENSDART00000152917|ENSDARG00000096748,1,22,20,24,0,1,1,25,5
ENSDART00000153025|ENSDARG00000045064,1,23,18,23,0,0,0,23,5
ENSDART00000153598|ENSDARG00000019874,1,23,18,23,0,0,0,23,5
ENSDART00000153819|ENSDARG00000025311,1,23,18,23,0,0,0,23,5
ENSDART00000154927|ENSDARG00000025311,1,23,18,23,0,0,0,23,5
ENSDART00000155574|ENSDARG00000089050,1,23,18,23,0,0,0,23,5
ENSDART00000155651|ENSDARG00000076995,1,23,18,23,0,0,0,23,5
ENSDART00000156336|ENSDARG00000097496,2,23,19,22,1,0,1,23,4
ENSDART00000157373|ENSDARG00000022101,1,22,19,23,0,1,1,24,5
ENSDART00000158556|ENSDARG00000104312,1,23,21,23,0,0,0,23,2
ENSDART00000158897|ENSDARG00000058868,1,22,19,23,0,1,1,24,5
ENSDART00000162460|ENSDARG00000104807,1,23,18,23,0,0,0,23,5
ENSDART00000162553|ENSDARG00000103799,2,23,18,22,1,0,1,23,5
