Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002568|ENSDARG00000010035,2,23,18,22,1,0,1,23,5
ENSDART00000003495|ENSDARG00000113944,1,22,19,23,0,1,1,24,5
ENSDART00000003825|ENSDARG00000018997,2,23,19,23,1,0,1,24,5
ENSDART00000006795|ENSDARG00000003553,1,23,20,25,0,0,0,25,5
ENSDART00000008401|ENSDARG00000015970,1,23,18,23,0,0,0,23,5
ENSDART00000009892|ENSDARG00000018967,1,23,18,23,0,0,0,23,5
ENSDART00000011970|ENSDARG00000008732,1,23,18,23,0,0,0,23,5
ENSDART00000015040|ENSDARG00000005651,1,22,19,23,0,1,1,24,5
ENSDART00000016057|ENSDARG00000018162,1,23,18,23,0,0,0,23,5
ENSDART00000017807|ENSDARG00000061083,1,23,19,24,0,0,0,24,5
ENSDART00000019459|ENSDARG00000003320,2,23,18,22,1,0,1,23,5
ENSDART00000021159|ENSDARG00000007944,1,22,18,22,0,1,1,23,5
ENSDART00000022840|ENSDARG00000036359,1,23,18,23,0,0,0,23,5
ENSDART00000022999|ENSDARG00000007438,1,23,18,23,0,0,0,23,5
ENSDART00000024287|ENSDARG00000021241,1,23,18,23,0,0,0,23,5
ENSDART00000024619|ENSDARG00000003068,1,23,18,23,0,0,0,23,5
ENSDART00000027811|ENSDARG00000009280,1,21,19,22,0,2,2,24,5
ENSDART00000029708|ENSDARG00000026236,1,21,18,21,0,2,2,23,5
ENSDART00000037601|ENSDARG00000027428,1,21,20,22,0,2,2,24,4
ENSDART00000040753|ENSDARG00000030573,1,23,19,24,0,0,0,24,5
ENSDART00000042086|ENSDARG00000073848,1,22,18,22,0,1,1,23,5
ENSDART00000042781|ENSDARG00000036985,1,23,20,25,0,0,0,25,5
ENSDART00000047134|ENSDARG00000032577,1,23,18,23,0,0,0,23,5
ENSDART00000048103|ENSDARG00000030933,1,23,19,24,0,0,0,24,5
ENSDART00000051712|ENSDARG00000027612,1,22,18,22,0,1,1,23,5
ENSDART00000052461|ENSDARG00000070740,1,23,19,24,0,0,0,24,5
ENSDART00000054078|ENSDARG00000037188,1,22,18,22,0,1,1,23,5
ENSDART00000057640|ENSDARG00000039453,1,22,19,23,0,1,1,24,5
ENSDART00000058204|ENSDARG00000109863,1,22,19,23,0,1,1,24,5
ENSDART00000059001|ENSDARG00000040319,1,22,18,22,0,1,1,23,5
ENSDART00000059102|ENSDARG00000040380,1,23,18,23,0,0,0,23,5
ENSDART00000059366|ENSDARG00000040565,2,23,18,22,1,0,1,23,5
ENSDART00000060399|ENSDARG00000041203,1,23,23,23,0,0,0,23,0
ENSDART00000061832|ENSDARG00000054777,1,23,20,24,0,0,0,24,4
ENSDART00000062385|ENSDARG00000009901,1,23,18,23,0,0,0,23,5
ENSDART00000062551|ENSDARG00000042641,1,23,19,24,0,0,0,24,5
ENSDART00000063492|ENSDARG00000043250,1,22,19,23,0,1,1,24,5
ENSDART00000063877|ENSDARG00000043511,1,23,18,23,0,0,0,23,5
ENSDART00000065544|ENSDARG00000006666,2,22,19,22,1,1,2,24,5
ENSDART00000066737|ENSDARG00000005216,2,22,18,21,1,1,2,23,5
ENSDART00000066760|ENSDARG00000045399,1,23,19,24,0,0,0,24,5
ENSDART00000078305|ENSDARG00000055900,1,23,19,24,0,0,0,24,5
ENSDART00000080029|ENSDARG00000017023,1,23,18,23,0,0,0,23,5
ENSDART00000081796|ENSDARG00000058848,1,23,19,23,0,0,0,23,4
ENSDART00000082620|ENSDARG00000007370,1,22,20,24,0,1,1,25,5
ENSDART00000084691|ENSDARG00000060248,1,23,19,23,0,0,0,23,4
ENSDART00000088322|ENSDARG00000061714,1,22,20,24,0,1,1,25,5
ENSDART00000090165|ENSDARG00000069473,2,22,18,21,1,1,2,23,5
ENSDART00000090860|ENSDARG00000062664,1,23,20,23,0,0,0,23,3
ENSDART00000090922|ENSDARG00000062721,2,23,19,23,1,0,1,24,5
ENSDART00000090962|ENSDARG00000062721,2,23,19,23,1,0,1,24,5
ENSDART00000091876|ENSDARG00000063097,1,23,20,24,0,0,0,24,4
ENSDART00000092264|ENSDARG00000058801,1,23,19,24,0,0,0,24,5
ENSDART00000097773|ENSDARG00000067859,4,23,18,20,3,0,3,23,5
ENSDART00000103388|ENSDARG00000070709,1,23,19,24,0,0,0,24,5
ENSDART00000108528|ENSDARG00000073848,1,22,18,22,0,1,1,23,5
ENSDART00000108737|ENSDARG00000001818,1,23,18,23,0,0,0,23,5
