Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002728|ENSDARG00000016177,1,22,19,23,0,1,1,24,5
ENSDART00000009767|ENSDARG00000014303,1,23,18,23,0,0,0,23,5
ENSDART00000010258|ENSDARG00000010052,1,23,18,23,0,0,0,23,5
ENSDART00000022325|ENSDARG00000018593,1,23,18,23,0,0,0,23,5
ENSDART00000023676|ENSDARG00000016904,1,22,18,22,0,1,1,23,5
ENSDART00000026313|ENSDARG00000019487,1,23,19,23,0,0,0,23,4
ENSDART00000033746|ENSDARG00000002304,1,23,19,24,0,0,0,24,5
ENSDART00000036124|ENSDARG00000026473,1,21,18,21,0,2,2,23,5
ENSDART00000036513|ENSDARG00000016200,1,23,20,25,0,0,0,25,5
ENSDART00000047416|ENSDARG00000015531,1,23,18,23,0,0,0,23,5
ENSDART00000050906|ENSDARG00000035147,1,23,19,24,0,0,0,24,5
ENSDART00000061828|ENSDARG00000042180,1,23,18,23,0,0,0,23,5
ENSDART00000064313|ENSDARG00000043797,1,23,18,23,0,0,0,23,5
ENSDART00000065025|ENSDARG00000044290,1,23,18,23,0,0,0,23,5
ENSDART00000065092|ENSDARG00000014655,2,23,19,22,1,0,1,23,4
ENSDART00000065337|ENSDARG00000044491,1,23,19,24,0,0,0,24,5
ENSDART00000077216|ENSDARG00000068323,1,23,18,23,0,0,0,23,5
ENSDART00000079342|ENSDARG00000056888,1,23,18,23,0,0,0,23,5
ENSDART00000079460|ENSDARG00000056922,1,22,18,22,0,1,1,23,5
ENSDART00000081272|ENSDARG00000058419,1,23,20,24,0,0,0,24,4
ENSDART00000081743|ENSDARG00000058803,1,23,19,24,0,0,0,24,5
ENSDART00000082715|ENSDARG00000059475,1,23,19,24,0,0,0,24,5
ENSDART00000088356|ENSDARG00000061735,1,23,18,23,0,0,0,23,5
ENSDART00000088833|ENSDARG00000061909,2,23,18,22,1,0,1,23,5
ENSDART00000090922|ENSDARG00000062721,1,22,19,23,0,1,1,24,5
ENSDART00000090962|ENSDARG00000062721,1,22,19,23,0,1,1,24,5
ENSDART00000091901|ENSDARG00000063100,1,23,23,23,0,0,0,23,0
ENSDART00000103833|ENSDARG00000054127,1,23,18,23,0,0,0,23,5
ENSDART00000103982|ENSDARG00000030616,1,23,20,24,0,0,0,24,4
ENSDART00000108646|ENSDARG00000076870,2,23,18,22,1,0,1,23,5
ENSDART00000108943|ENSDARG00000076416,1,23,18,23,0,0,0,23,5
ENSDART00000109195|ENSDARG00000006396,1,22,19,23,0,1,1,24,5
ENSDART00000110167|ENSDARG00000075072,1,23,18,23,0,0,0,23,5
ENSDART00000110751|ENSDARG00000078430,1,23,20,25,0,0,0,25,5
ENSDART00000112227|ENSDARG00000075352,1,23,18,23,0,0,0,23,5
ENSDART00000112370|ENSDARG00000077327,1,23,19,24,0,0,0,24,5
ENSDART00000115101|ENSDARG00000076312,1,23,18,23,0,0,0,23,5
ENSDART00000115154|ENSDARG00000076727,1,23,19,24,0,0,0,24,5
ENSDART00000122041|ENSDARG00000006396,1,22,19,23,0,1,1,24,5
ENSDART00000122084|ENSDARG00000086512,2,23,18,22,1,0,1,23,5
ENSDART00000124921|ENSDARG00000029215,1,23,18,23,0,0,0,23,5
ENSDART00000126148|ENSDARG00000087575,1,23,18,23,0,0,0,23,5
ENSDART00000127521|ENSDARG00000035147,1,23,19,24,0,0,0,24,5
ENSDART00000129439|ENSDARG00000091187,1,23,19,23,0,0,0,23,4
ENSDART00000131041|ENSDARG00000088293,1,23,18,23,0,0,0,23,5
ENSDART00000133018|ENSDARG00000038754,2,23,18,22,1,0,1,23,5
ENSDART00000133286|ENSDARG00000030107,1,22,18,22,0,1,1,23,5
ENSDART00000133599|ENSDARG00000016177,1,22,19,23,0,1,1,24,5
ENSDART00000136123|ENSDARG00000056929,1,23,18,23,0,0,0,23,5
ENSDART00000137237|ENSDARG00000078503,1,23,18,23,0,0,0,23,5
ENSDART00000137689|ENSDARG00000061735,1,23,18,23,0,0,0,23,5
ENSDART00000138038|ENSDARG00000014303,1,23,18,23,0,0,0,23,5
ENSDART00000139514|ENSDARG00000077327,1,23,19,24,0,0,0,24,5
ENSDART00000141646|ENSDARG00000086669,1,22,18,22,0,1,1,23,5
ENSDART00000142098|ENSDARG00000092482,1,22,18,22,0,1,1,23,5
ENSDART00000143547|ENSDARG00000078474,1,22,19,23,0,1,1,24,5
ENSDART00000143978|ENSDARG00000078430,1,23,20,25,0,0,0,25,5
ENSDART00000144381|ENSDARG00000038107,1,23,18,23,0,0,0,23,5
ENSDART00000145153|ENSDARG00000016177,1,22,19,23,0,1,1,24,5
ENSDART00000145451|ENSDARG00000068323,1,23,18,23,0,0,0,23,5
ENSDART00000147278|ENSDARG00000038754,2,23,18,22,1,0,1,23,5
ENSDART00000149019|ENSDARG00000014655,2,23,19,22,1,0,1,23,4
ENSDART00000149531|ENSDARG00000061735,1,23,18,23,0,0,0,23,5
ENSDART00000149800|ENSDARG00000042180,1,23,18,23,0,0,0,23,5
ENSDART00000152097|ENSDARG00000056888,1,23,18,23,0,0,0,23,5
ENSDART00000152768|ENSDARG00000030107,1,22,18,22,0,1,1,23,5
ENSDART00000154164|ENSDARG00000061634,1,23,18,23,0,0,0,23,5
ENSDART00000154212|ENSDARG00000097879,1,23,18,23,0,0,0,23,5
ENSDART00000155065|ENSDARG00000058459,1,23,19,23,0,0,0,23,4
ENSDART00000155145|ENSDARG00000056922,1,22,18,22,0,1,1,23,5
ENSDART00000155318|ENSDARG00000097701,1,23,21,26,0,0,0,26,5
ENSDART00000155483|ENSDARG00000078781,1,23,18,23,0,0,0,23,5
ENSDART00000156897|ENSDARG00000029215,1,23,18,23,0,0,0,23,5
ENSDART00000157340|ENSDARG00000097683,1,22,18,22,0,1,1,23,5
ENSDART00000158087|ENSDARG00000101557,1,23,18,23,0,0,0,23,5
ENSDART00000158681|ENSDARG00000101557,1,23,18,23,0,0,0,23,5
ENSDART00000158920|ENSDARG00000102706,1,23,19,24,0,0,0,24,5
ENSDART00000159904|ENSDARG00000100965,1,23,18,23,0,0,0,23,5
ENSDART00000160422|ENSDARG00000099579,1,22,18,22,0,1,1,23,5
ENSDART00000161174|ENSDARG00000061735,1,23,18,23,0,0,0,23,5
ENSDART00000161846|ENSDARG00000100528,2,23,21,24,1,0,1,25,4
ENSDART00000162854|ENSDARG00000099860,1,23,18,23,0,0,0,23,5
ENSDART00000163017|ENSDARG00000100918,1,23,18,23,0,0,0,23,5
ENSDART00000163193|ENSDARG00000098186,1,23,18,23,0,0,0,23,5
ENSDART00000163444|ENSDARG00000035147,1,23,19,24,0,0,0,24,5
ENSDART00000163900|ENSDARG00000076312,1,23,18,23,0,0,0,23,5
ENSDART00000164082|ENSDARG00000103388,1,22,19,23,0,1,1,24,5
ENSDART00000164302|ENSDARG00000097683,1,22,18,22,0,1,1,23,5
ENSDART00000165296|ENSDARG00000101322,1,23,18,23,0,0,0,23,5
ENSDART00000165999|ENSDARG00000101557,1,23,18,23,0,0,0,23,5
ENSDART00000166559|ENSDARG00000088835,1,22,19,23,0,1,1,24,5
ENSDART00000166581|ENSDARG00000100965,1,23,18,23,0,0,0,23,5
ENSDART00000167750|ENSDARG00000014303,1,23,18,23,0,0,0,23,5
ENSDART00000167952|ENSDARG00000101557,1,23,18,23,0,0,0,23,5
ENSDART00000168276|ENSDARG00000101557,1,23,18,23,0,0,0,23,5
ENSDART00000171603|ENSDARG00000103198,1,23,18,23,0,0,0,23,5
ENSDART00000171725|ENSDARG00000099672,1,23,18,23,0,0,0,23,5
ENSDART00000172053|ENSDARG00000099672,1,23,18,23,0,0,0,23,5
ENSDART00000172567|ENSDARG00000100918,1,23,18,23,0,0,0,23,5
ENSDART00000173543|ENSDARG00000014378,1,22,18,22,0,1,1,23,5
ENSDART00000173607|ENSDARG00000077644,1,23,19,24,0,0,0,24,5
ENSDART00000173608|ENSDARG00000105607,3,23,19,22,2,0,2,24,5
ENSDART00000173836|ENSDARG00000105513,1,22,18,22,0,1,1,23,5
ENSDART00000173868|ENSDARG00000105570,1,23,18,23,0,0,0,23,5
ENSDART00000176141|ENSDARG00000003169,1,23,18,23,0,0,0,23,5
ENSDART00000177621|ENSDARG00000062721,1,22,19,23,0,1,1,24,5
ENSDART00000179772|ENSDARG00000044290,1,23,18,23,0,0,0,23,5
ENSDART00000179831|ENSDARG00000010052,1,23,18,23,0,0,0,23,5
ENSDART00000180083|ENSDARG00000080675,1,23,19,24,0,0,0,24,5
ENSDART00000180377|ENSDARG00000077327,1,23,19,24,0,0,0,24,5
ENSDART00000180752|ENSDARG00000099860,1,23,18,23,0,0,0,23,5
ENSDART00000181501|ENSDARG00000099579,1,22,18,22,0,1,1,23,5
ENSDART00000182097|ENSDARG00000096850,1,22,20,22,0,1,1,23,3
ENSDART00000182352|ENSDARG00000014655,2,23,19,22,1,0,1,23,4
ENSDART00000183625|ENSDARG00000104665,1,23,18,23,0,0,0,23,5
ENSDART00000184862|ENSDARG00000099672,1,23,18,23,0,0,0,23,5
ENSDART00000184869|ENSDARG00000039974,1,23,19,24,0,0,0,24,5
ENSDART00000184915|ENSDARG00000088293,1,23,18,23,0,0,0,23,5
ENSDART00000186643|ENSDARG00000014655,2,23,19,22,1,0,1,23,4
ENSDART00000188217|ENSDARG00000080675,1,23,19,24,0,0,0,24,5
ENSDART00000188370|ENSDARG00000062721,1,22,19,23,0,1,1,24,5
ENSDART00000188645|ENSDARG00000014655,2,23,19,22,1,0,1,23,4
ENSDART00000188890|ENSDARG00000096850,1,22,20,22,0,1,1,23,3
ENSDART00000189741|ENSDARG00000112337,1,22,18,22,0,1,1,23,5
ENSDART00000189778|ENSDARG00000105134,1,23,18,23,0,0,0,23,5
ENSDART00000189835|ENSDARG00000101322,1,23,18,23,0,0,0,23,5
ENSDART00000190188|ENSDARG00000101557,1,23,18,23,0,0,0,23,5
ENSDART00000191092|ENSDARG00000075072,1,23,18,23,0,0,0,23,5
ENSDART00000191309|ENSDARG00000054978,1,23,18,23,0,0,0,23,5
ENSDART00000192290|ENSDARG00000099672,1,23,18,23,0,0,0,23,5
ENSDART00000192335|ENSDARG00000096850,1,22,20,22,0,1,1,23,3
ENSDART00000192740|ENSDARG00000044491,1,23,19,24,0,0,0,24,5
ENSDART00000194122|ENSDARG00000117737,1,23,18,23,0,0,0,23,5
ENSDART00000194394|ENSDARG00000117557,1,23,18,23,0,0,0,23,5
ENSDART00000194479|ENSDARG00000117267,1,23,18,23,0,0,0,23,5
ENSDART00000194777|ENSDARG00000117267,1,23,18,23,0,0,0,23,5
