Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000005345|ENSDARG00000011521,1,23,20,25,0,0,0,25,5
ENSDART00000010512|ENSDARG00000011026,1,23,18,23,0,0,0,23,5
ENSDART00000012546|ENSDARG00000044062,1,22,18,22,0,1,1,23,5
ENSDART00000016710|ENSDARG00000016611,1,23,19,24,0,0,0,24,5
ENSDART00000017337|ENSDARG00000044062,1,22,18,22,0,1,1,23,5
ENSDART00000019035|ENSDARG00000016363,1,23,19,24,0,0,0,24,5
ENSDART00000023196|ENSDARG00000030012,1,23,18,23,0,0,0,23,5
ENSDART00000023388|ENSDARG00000008542,2,23,18,22,1,0,1,23,5
ENSDART00000028997|ENSDARG00000073843,1,23,19,24,0,0,0,24,5
ENSDART00000034829|ENSDARG00000022410,2,23,18,22,1,0,1,23,5
ENSDART00000036204|ENSDARG00000023028,1,23,19,24,0,0,0,24,5
ENSDART00000043626|ENSDARG00000032571,2,23,18,22,1,0,1,23,5
ENSDART00000049236|ENSDARG00000044062,1,22,18,22,0,1,1,23,5
ENSDART00000052512|ENSDARG00000036162,1,22,18,22,0,1,1,23,5
ENSDART00000053157|ENSDARG00000036592,1,23,18,23,0,0,0,23,5
ENSDART00000058793|ENSDARG00000040192,1,23,19,24,0,0,0,24,5
ENSDART00000061141|ENSDARG00000020777,1,23,18,23,0,0,0,23,5
ENSDART00000063719|ENSDARG00000043404,1,21,18,21,0,2,2,23,5
ENSDART00000079689|ENSDARG00000030012,1,23,18,23,0,0,0,23,5
ENSDART00000080100|ENSDARG00000042988,1,23,18,23,0,0,0,23,5
ENSDART00000098914|ENSDARG00000068401,3,23,18,21,2,0,2,23,5
ENSDART00000099994|ENSDARG00000068992,2,23,18,22,1,0,1,23,5
ENSDART00000101556|ENSDARG00000019564,1,23,18,23,0,0,0,23,5
ENSDART00000101577|ENSDARG00000030012,1,23,18,23,0,0,0,23,5
ENSDART00000108852|ENSDARG00000074730,1,23,18,23,0,0,0,23,5
ENSDART00000109668|ENSDARG00000077130,1,23,18,23,0,0,0,23,5
ENSDART00000109976|ENSDARG00000075990,1,23,18,23,0,0,0,23,5
ENSDART00000110409|ENSDARG00000079622,2,22,19,22,1,1,2,24,5
ENSDART00000111694|ENSDARG00000077650,1,23,19,24,0,0,0,24,5
ENSDART00000112543|ENSDARG00000078284,1,23,21,25,0,0,0,25,4
ENSDART00000114148|ENSDARG00000074490,1,23,19,23,0,0,0,23,4
ENSDART00000122128|ENSDARG00000040192,1,23,19,24,0,0,0,24,5
ENSDART00000122217|ENSDARG00000005525,1,23,19,23,0,0,0,23,4
