Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000008711|ENSDARG00000016875,1,22,18,22,0,1,1,23,5
ENSDART00000018862|ENSDARG00000009470,1,22,18,22,0,1,1,23,5
ENSDART00000021657|ENSDARG00000071669,1,23,19,24,0,0,0,24,5
ENSDART00000029308|ENSDARG00000028507,1,23,19,24,0,0,0,24,5
ENSDART00000038315|ENSDARG00000025605,2,23,19,23,1,0,1,24,5
ENSDART00000062676|ENSDARG00000042724,1,23,19,24,0,0,0,24,5
ENSDART00000065127|ENSDARG00000044345,1,22,19,23,0,1,1,24,5
ENSDART00000074166|ENSDARG00000009470,1,22,18,22,0,1,1,23,5
ENSDART00000075176|ENSDARG00000053200,2,22,18,21,1,1,2,23,5
ENSDART00000078652|ENSDARG00000056206,1,23,18,23,0,0,0,23,5
ENSDART00000082121|ENSDARG00000014024,1,22,18,22,0,1,1,23,5
ENSDART00000083890|ENSDARG00000059925,1,23,19,24,0,0,0,24,5
ENSDART00000087229|ENSDARG00000061265,1,23,18,23,0,0,0,23,5
ENSDART00000092746|ENSDARG00000063444,1,23,18,23,0,0,0,23,5
ENSDART00000104224|ENSDARG00000060835,1,23,18,23,0,0,0,23,5
ENSDART00000108838|ENSDARG00000025904,1,23,18,23,0,0,0,23,5
ENSDART00000109552|ENSDARG00000057782,1,23,18,23,0,0,0,23,5
ENSDART00000109644|ENSDARG00000035781,1,23,18,23,0,0,0,23,5
ENSDART00000110554|ENSDARG00000078149,3,23,19,22,2,0,2,24,5
ENSDART00000113714|ENSDARG00000025500,1,23,19,23,0,0,0,23,4
ENSDART00000114762|ENSDARG00000075113,1,23,23,23,0,0,0,23,0
ENSDART00000121570|ENSDARG00000093892,1,23,19,24,0,0,0,24,5
ENSDART00000121602|ENSDARG00000088198,2,23,19,23,1,0,1,24,5
ENSDART00000121894|ENSDARG00000097581,1,23,19,24,0,0,0,24,5
ENSDART00000123832|ENSDARG00000007576,1,23,18,23,0,0,0,23,5
ENSDART00000124702|ENSDARG00000093932,1,23,18,23,0,0,0,23,5
ENSDART00000125413|ENSDARG00000091652,1,23,20,25,0,0,0,25,5
ENSDART00000130565|ENSDARG00000090830,1,23,18,23,0,0,0,23,5
ENSDART00000133668|ENSDARG00000060835,1,23,18,23,0,0,0,23,5
ENSDART00000135260|ENSDARG00000035360,1,23,18,23,0,0,0,23,5
ENSDART00000144729|ENSDARG00000059925,1,23,19,24,0,0,0,24,5
ENSDART00000145215|ENSDARG00000078149,3,23,19,22,2,0,2,24,5
ENSDART00000145833|ENSDARG00000035136,1,23,18,23,0,0,0,23,5
ENSDART00000145946|ENSDARG00000045936,2,23,19,23,1,0,1,24,5
ENSDART00000147052|ENSDARG00000028731,2,23,18,22,1,0,1,23,5
ENSDART00000149140|ENSDARG00000061835,1,23,19,24,0,0,0,24,5
ENSDART00000149896|ENSDARG00000076924,1,23,18,23,0,0,0,23,5
ENSDART00000151044|ENSDARG00000057782,1,23,18,23,0,0,0,23,5
ENSDART00000152313|ENSDARG00000063444,1,23,18,23,0,0,0,23,5
ENSDART00000153104|ENSDARG00000090223,1,23,18,23,0,0,0,23,5
ENSDART00000153725|ENSDARG00000063511,1,23,18,23,0,0,0,23,5
ENSDART00000154570|ENSDARG00000089237,1,22,20,24,0,1,1,25,5
ENSDART00000154624|ENSDARG00000097581,1,23,19,24,0,0,0,24,5
ENSDART00000154871|ENSDARG00000063511,1,23,18,23,0,0,0,23,5
ENSDART00000156019|ENSDARG00000078694,1,23,18,23,0,0,0,23,5
ENSDART00000159799|ENSDARG00000035781,1,23,18,23,0,0,0,23,5
ENSDART00000159859|ENSDARG00000090830,1,23,18,23,0,0,0,23,5
ENSDART00000160162|ENSDARG00000099344,1,22,18,22,0,1,1,23,5
ENSDART00000160500|ENSDARG00000035781,1,23,18,23,0,0,0,23,5
ENSDART00000160641|ENSDARG00000091652,1,23,20,25,0,0,0,25,5
ENSDART00000162016|ENSDARG00000061835,1,23,19,24,0,0,0,24,5
ENSDART00000162055|ENSDARG00000104014,1,23,19,24,0,0,0,24,5
ENSDART00000164760|ENSDARG00000104124,1,23,18,23,0,0,0,23,5
ENSDART00000165842|ENSDARG00000056206,1,23,18,23,0,0,0,23,5
ENSDART00000166591|ENSDARG00000099280,1,23,18,23,0,0,0,23,5
ENSDART00000166846|ENSDARG00000042724,1,23,19,24,0,0,0,24,5
ENSDART00000169427|ENSDARG00000102212,1,22,18,22,0,1,1,23,5
ENSDART00000169773|ENSDARG00000074431,1,23,19,23,0,0,0,23,4
ENSDART00000170257|ENSDARG00000099048,1,23,18,23,0,0,0,23,5
ENSDART00000173552|ENSDARG00000060070,1,22,18,22,0,1,1,23,5
ENSDART00000178269|ENSDARG00000057782,1,23,18,23,0,0,0,23,5
ENSDART00000181330|ENSDARG00000078694,1,23,18,23,0,0,0,23,5
ENSDART00000181499|ENSDARG00000057782,1,23,18,23,0,0,0,23,5
ENSDART00000181645|ENSDARG00000078694,1,23,18,23,0,0,0,23,5
ENSDART00000182135|ENSDARG00000016875,1,22,18,22,0,1,1,23,5
ENSDART00000183881|ENSDARG00000090223,1,23,18,23,0,0,0,23,5
ENSDART00000184930|ENSDARG00000007576,1,23,18,23,0,0,0,23,5
ENSDART00000186310|ENSDARG00000090830,1,23,18,23,0,0,0,23,5
ENSDART00000188139|ENSDARG00000057782,1,23,18,23,0,0,0,23,5
ENSDART00000188485|ENSDARG00000078149,3,23,19,22,2,0,2,24,5
ENSDART00000188573|ENSDARG00000035360,1,23,18,23,0,0,0,23,5
ENSDART00000188713|ENSDARG00000007576,1,23,18,23,0,0,0,23,5
ENSDART00000189195|ENSDARG00000028731,2,23,18,22,1,0,1,23,5
ENSDART00000190695|ENSDARG00000057021,1,23,18,23,0,0,0,23,5
ENSDART00000192515|ENSDARG00000114067,1,22,19,23,0,1,1,24,5
ENSDART00000193531|ENSDARG00000090223,1,23,18,23,0,0,0,23,5
ENSDART00000194743|ENSDARG00000117291,2,23,18,22,1,0,1,23,5
