Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000008043|ENSDARG00000021137,1,23,19,24,0,0,0,24,5
ENSDART00000008053|ENSDARG00000021402,2,23,18,22,1,0,1,23,5
ENSDART00000012442|ENSDARG00000002790,1,23,19,24,0,0,0,24,5
ENSDART00000035944|ENSDARG00000075993,1,22,18,22,0,1,1,23,5
ENSDART00000046587|ENSDARG00000002790,1,23,19,24,0,0,0,24,5
ENSDART00000048927|ENSDARG00000034309,1,23,20,25,0,0,0,25,5
ENSDART00000051649|ENSDARG00000035622,1,22,19,23,0,1,1,24,5
ENSDART00000053870|ENSDARG00000037064,1,22,20,23,0,1,1,24,4
ENSDART00000059187|ENSDARG00000019585,1,23,18,23,0,0,0,23,5
ENSDART00000078916|ENSDARG00000074848,1,23,19,24,0,0,0,24,5
ENSDART00000079701|ENSDARG00000057101,1,23,19,24,0,0,0,24,5
ENSDART00000087070|ENSDARG00000061233,1,23,18,23,0,0,0,23,5
ENSDART00000102493|ENSDARG00000070048,1,23,18,23,0,0,0,23,5
ENSDART00000108636|ENSDARG00000033899,1,23,19,24,0,0,0,24,5
ENSDART00000109978|ENSDARG00000075165,1,23,18,23,0,0,0,23,5
ENSDART00000111651|ENSDARG00000078442,1,23,18,23,0,0,0,23,5
ENSDART00000112469|ENSDARG00000076889,1,23,19,24,0,0,0,24,5
ENSDART00000113492|ENSDARG00000075307,1,23,18,23,0,0,0,23,5
ENSDART00000114384|ENSDARG00000079350,3,23,18,21,2,0,2,23,5
ENSDART00000115389|ENSDARG00000076241,1,23,18,23,0,0,0,23,5
ENSDART00000124002|ENSDARG00000035622,1,22,19,23,0,1,1,24,5
ENSDART00000124051|ENSDARG00000002790,1,23,19,24,0,0,0,24,5
ENSDART00000124584|ENSDARG00000076889,1,23,19,24,0,0,0,24,5
ENSDART00000131569|ENSDARG00000057101,1,23,19,24,0,0,0,24,5
ENSDART00000131736|ENSDARG00000075307,1,23,18,23,0,0,0,23,5
ENSDART00000133769|ENSDARG00000077687,2,23,18,22,1,0,1,23,5
ENSDART00000136824|ENSDARG00000019585,1,23,18,23,0,0,0,23,5
ENSDART00000137389|ENSDARG00000076241,1,23,18,23,0,0,0,23,5
ENSDART00000137620|ENSDARG00000092467,1,23,23,23,0,0,0,23,0
ENSDART00000137829|ENSDARG00000045595,1,23,20,24,0,0,0,24,4
ENSDART00000139918|ENSDARG00000043928,1,23,18,23,0,0,0,23,5
ENSDART00000140061|ENSDARG00000075014,1,23,18,23,0,0,0,23,5
ENSDART00000141977|ENSDARG00000075887,2,23,19,23,1,0,1,24,5
ENSDART00000142512|ENSDARG00000021402,2,23,18,22,1,0,1,23,5
ENSDART00000144747|ENSDARG00000094609,1,23,20,25,0,0,0,25,5
ENSDART00000145014|ENSDARG00000074111,1,23,19,24,0,0,0,24,5
ENSDART00000150978|ENSDARG00000071487,1,23,18,23,0,0,0,23,5
ENSDART00000151112|ENSDARG00000033899,1,23,19,24,0,0,0,24,5
ENSDART00000151418|ENSDARG00000033899,1,23,19,24,0,0,0,24,5
ENSDART00000151476|ENSDARG00000037961,2,23,20,23,1,0,1,24,4
ENSDART00000153348|ENSDARG00000096710,1,23,18,23,0,0,0,23,5
ENSDART00000154984|ENSDARG00000076889,1,23,19,24,0,0,0,24,5
ENSDART00000155629|ENSDARG00000076889,1,23,19,24,0,0,0,24,5
ENSDART00000156054|ENSDARG00000097273,1,23,19,23,0,0,0,23,4
ENSDART00000157696|ENSDARG00000079469,2,23,18,22,1,0,1,23,5
ENSDART00000158122|ENSDARG00000042835,1,22,18,22,0,1,1,23,5
ENSDART00000160753|ENSDARG00000076888,1,23,19,24,0,0,0,24,5
ENSDART00000161060|ENSDARG00000102662,1,23,18,23,0,0,0,23,5
ENSDART00000163563|ENSDARG00000100702,1,23,19,23,0,0,0,23,4
ENSDART00000163833|ENSDARG00000102329,1,23,18,23,0,0,0,23,5
ENSDART00000164678|ENSDARG00000099156,1,23,18,23,0,0,0,23,5
ENSDART00000165548|ENSDARG00000002790,1,23,19,24,0,0,0,24,5
ENSDART00000168139|ENSDARG00000103658,1,23,19,23,0,0,0,23,4
ENSDART00000172520|ENSDARG00000103658,1,23,19,23,0,0,0,23,4
ENSDART00000172879|ENSDARG00000074848,1,23,19,24,0,0,0,24,5
ENSDART00000172896|ENSDARG00000070048,1,23,18,23,0,0,0,23,5
ENSDART00000173242|ENSDARG00000070048,1,23,18,23,0,0,0,23,5
ENSDART00000179686|ENSDARG00000076889,1,23,19,24,0,0,0,24,5
ENSDART00000180516|ENSDARG00000101421,2,23,19,23,1,0,1,24,5
ENSDART00000182391|ENSDARG00000101388,2,23,19,23,1,0,1,24,5
ENSDART00000182427|ENSDARG00000110055,1,23,18,23,0,0,0,23,5
ENSDART00000183234|ENSDARG00000015474,1,23,19,24,0,0,0,24,5
ENSDART00000184786|ENSDARG00000101388,2,23,19,23,1,0,1,24,5
ENSDART00000186727|ENSDARG00000101421,2,23,19,23,1,0,1,24,5
ENSDART00000188051|ENSDARG00000076241,1,23,18,23,0,0,0,23,5
ENSDART00000190052|ENSDARG00000074111,1,23,19,24,0,0,0,24,5
ENSDART00000192560|ENSDARG00000076241,1,23,18,23,0,0,0,23,5
ENSDART00000193647|ENSDARG00000076889,1,23,19,24,0,0,0,24,5
