Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003517|ENSDARG00000008480,1,23,18,23,0,0,0,23,5
ENSDART00000007783|ENSDARG00000004696,1,22,19,23,0,1,1,24,5
ENSDART00000009500|ENSDARG00000009336,1,23,23,23,0,0,0,23,0
ENSDART00000011809|ENSDARG00000019581,1,22,18,22,0,1,1,23,5
ENSDART00000014182|ENSDARG00000013997,2,23,18,22,1,0,1,23,5
ENSDART00000016422|ENSDARG00000015164,2,22,19,22,1,1,2,24,5
ENSDART00000018500|ENSDARG00000034293,1,23,18,23,0,0,0,23,5
ENSDART00000018514|ENSDARG00000002336,1,23,20,23,0,0,0,23,3
ENSDART00000020541|ENSDARG00000018529,1,23,19,24,0,0,0,24,5
ENSDART00000027645|ENSDARG00000016815,4,23,18,20,3,0,3,23,5
ENSDART00000034737|ENSDARG00000025189,1,23,18,23,0,0,0,23,5
ENSDART00000037195|ENSDARG00000024575,1,23,18,23,0,0,0,23,5
ENSDART00000039952|ENSDARG00000030278,1,23,19,24,0,0,0,24,5
ENSDART00000042420|ENSDARG00000032372,1,23,19,23,0,0,0,23,4
ENSDART00000043455|ENSDARG00000010207,1,23,18,23,0,0,0,23,5
ENSDART00000045182|ENSDARG00000051711,1,23,19,23,0,0,0,23,4
ENSDART00000045299|ENSDARG00000044565,1,23,19,23,0,0,0,23,4
ENSDART00000045921|ENSDARG00000013921,2,23,18,22,1,0,1,23,5
ENSDART00000046050|ENSDARG00000031981,2,23,20,24,1,0,1,25,5
ENSDART00000047399|ENSDARG00000018896,1,23,19,24,0,0,0,24,5
ENSDART00000051065|ENSDARG00000052846,1,23,19,23,0,0,0,23,4
ENSDART00000057644|ENSDARG00000039458,1,23,18,23,0,0,0,23,5
ENSDART00000059438|ENSDARG00000040607,1,23,18,23,0,0,0,23,5
ENSDART00000059619|ENSDARG00000040695,1,22,19,22,0,1,1,23,4
ENSDART00000067339|ENSDARG00000045815,1,23,18,23,0,0,0,23,5
ENSDART00000075598|ENSDARG00000053563,1,23,18,23,0,0,0,23,5
ENSDART00000076189|ENSDARG00000016908,1,23,20,24,0,0,0,24,4
ENSDART00000077626|ENSDARG00000055283,1,23,19,24,0,0,0,24,5
ENSDART00000080135|ENSDARG00000057465,1,23,18,23,0,0,0,23,5
ENSDART00000080864|ENSDARG00000058062,1,23,18,23,0,0,0,23,5
ENSDART00000081411|ENSDARG00000058533,1,23,18,23,0,0,0,23,5
ENSDART00000090107|ENSDARG00000062372,1,23,20,25,0,0,0,25,5
ENSDART00000090390|ENSDARG00000062479,1,23,18,23,0,0,0,23,5
ENSDART00000093365|ENSDARG00000069765,1,22,19,22,0,1,1,23,4
ENSDART00000098980|ENSDARG00000077897,1,23,18,23,0,0,0,23,5
ENSDART00000102886|ENSDARG00000044325,1,23,19,24,0,0,0,24,5
ENSDART00000102963|ENSDARG00000037517,1,23,18,23,0,0,0,23,5
ENSDART00000103507|ENSDARG00000002607,1,23,18,23,0,0,0,23,5
ENSDART00000103602|ENSDARG00000054942,1,23,19,24,0,0,0,24,5
ENSDART00000103750|ENSDARG00000070575,1,22,20,24,0,1,1,25,5
ENSDART00000104686|ENSDARG00000039878,1,22,19,23,0,1,1,24,5
ENSDART00000105717|ENSDARG00000071475,1,23,18,23,0,0,0,23,5
ENSDART00000109567|ENSDARG00000070227,1,23,18,23,0,0,0,23,5
ENSDART00000109899|ENSDARG00000037517,1,23,18,23,0,0,0,23,5
ENSDART00000110908|ENSDARG00000016815,4,23,18,20,3,0,3,23,5
ENSDART00000111494|ENSDARG00000079712,1,23,18,23,0,0,0,23,5
ENSDART00000122190|ENSDARG00000091252,1,23,19,23,0,0,0,23,4
ENSDART00000122366|ENSDARG00000087749,1,23,20,25,0,0,0,25,5
ENSDART00000124265|ENSDARG00000088701,2,23,18,22,1,0,1,23,5
ENSDART00000125133|ENSDARG00000034693,1,23,18,23,0,0,0,23,5
ENSDART00000125945|ENSDARG00000087528,1,23,19,23,0,0,0,23,4
ENSDART00000126565|ENSDARG00000027394,2,22,19,22,1,1,2,24,5
ENSDART00000126598|ENSDARG00000088590,1,23,20,25,0,0,0,25,5
ENSDART00000126814|ENSDARG00000089903,1,23,18,23,0,0,0,23,5
ENSDART00000126967|ENSDARG00000001729,2,23,19,23,1,0,1,24,5
ENSDART00000127037|ENSDARG00000087641,1,23,18,23,0,0,0,23,5
ENSDART00000127208|ENSDARG00000088612,1,23,19,24,0,0,0,24,5
ENSDART00000127809|ENSDARG00000086831,1,22,19,23,0,1,1,24,5
ENSDART00000128744|ENSDARG00000043359,1,23,19,24,0,0,0,24,5
ENSDART00000129109|ENSDARG00000062372,1,23,20,25,0,0,0,25,5
ENSDART00000130832|ENSDARG00000008480,1,23,18,23,0,0,0,23,5
ENSDART00000132267|ENSDARG00000092373,1,23,18,23,0,0,0,23,5
ENSDART00000132920|ENSDARG00000037517,1,23,18,23,0,0,0,23,5
ENSDART00000133143|ENSDARG00000043180,1,23,18,23,0,0,0,23,5
ENSDART00000133528|ENSDARG00000054942,1,23,19,24,0,0,0,24,5
ENSDART00000133780|ENSDARG00000092274,1,23,19,24,0,0,0,24,5
ENSDART00000134461|ENSDARG00000044325,1,23,19,24,0,0,0,24,5
ENSDART00000135440|ENSDARG00000056739,2,23,18,22,1,0,1,23,5
ENSDART00000135510|ENSDARG00000053484,1,23,18,23,0,0,0,23,5
ENSDART00000135940|ENSDARG00000007671,1,23,18,23,0,0,0,23,5
ENSDART00000135960|ENSDARG00000008480,1,23,18,23,0,0,0,23,5
ENSDART00000136076|ENSDARG00000055481,1,23,19,24,0,0,0,24,5
ENSDART00000136232|ENSDARG00000093179,1,23,19,24,0,0,0,24,5
ENSDART00000136349|ENSDARG00000004930,1,23,18,23,0,0,0,23,5
ENSDART00000136475|ENSDARG00000033539,1,23,18,23,0,0,0,23,5
ENSDART00000137108|ENSDARG00000093186,1,23,20,25,0,0,0,25,5
ENSDART00000137276|ENSDARG00000093186,1,23,20,25,0,0,0,25,5
ENSDART00000137295|ENSDARG00000071667,1,23,19,24,0,0,0,24,5
ENSDART00000138176|ENSDARG00000058133,1,23,18,23,0,0,0,23,5
ENSDART00000138429|ENSDARG00000093333,1,23,19,24,0,0,0,24,5
ENSDART00000138985|ENSDARG00000044760,1,23,18,23,0,0,0,23,5
ENSDART00000139278|ENSDARG00000103194,1,23,18,23,0,0,0,23,5
ENSDART00000139560|ENSDARG00000092659,1,23,18,23,0,0,0,23,5
ENSDART00000139659|ENSDARG00000071667,1,23,19,24,0,0,0,24,5
ENSDART00000139739|ENSDARG00000042031,1,23,18,23,0,0,0,23,5
ENSDART00000140013|ENSDARG00000092691,1,23,18,23,0,0,0,23,5
ENSDART00000140019|ENSDARG00000091699,1,22,18,22,0,1,1,23,5
ENSDART00000140219|ENSDARG00000037517,1,23,18,23,0,0,0,23,5
ENSDART00000141289|ENSDARG00000038894,1,23,19,24,0,0,0,24,5
ENSDART00000141904|ENSDARG00000088711,1,23,19,24,0,0,0,24,5
ENSDART00000142079|ENSDARG00000061560,2,23,18,22,1,0,1,23,5
ENSDART00000145085|ENSDARG00000004930,1,23,18,23,0,0,0,23,5
ENSDART00000145835|ENSDARG00000038894,1,23,19,24,0,0,0,24,5
ENSDART00000146237|ENSDARG00000052846,1,23,19,23,0,0,0,23,4
ENSDART00000146813|ENSDARG00000043180,1,23,18,23,0,0,0,23,5
ENSDART00000147451|ENSDARG00000010301,1,23,20,25,0,0,0,25,5
ENSDART00000148253|ENSDARG00000096078,1,23,18,23,0,0,0,23,5
ENSDART00000150130|ENSDARG00000006923,1,23,18,23,0,0,0,23,5
ENSDART00000150793|ENSDARG00000111901,1,23,18,23,0,0,0,23,5
ENSDART00000150798|ENSDARG00000096217,1,23,19,24,0,0,0,24,5
ENSDART00000151508|ENSDARG00000070555,1,23,19,23,0,0,0,23,4
ENSDART00000152054|ENSDARG00000062934,1,23,18,23,0,0,0,23,5
ENSDART00000152069|ENSDARG00000058585,1,23,18,23,0,0,0,23,5
ENSDART00000152230|ENSDARG00000096567,1,23,19,24,0,0,0,24,5
ENSDART00000152685|ENSDARG00000096638,1,23,18,23,0,0,0,23,5
ENSDART00000152873|ENSDARG00000052626,1,23,19,24,0,0,0,24,5
ENSDART00000152901|ENSDARG00000078083,1,23,18,23,0,0,0,23,5
ENSDART00000153033|ENSDARG00000024575,1,23,18,23,0,0,0,23,5
ENSDART00000153120|ENSDARG00000096780,1,23,18,23,0,0,0,23,5
ENSDART00000153353|ENSDARG00000096780,1,23,18,23,0,0,0,23,5
ENSDART00000153450|ENSDARG00000096780,1,23,18,23,0,0,0,23,5
ENSDART00000153455|ENSDARG00000076196,1,23,19,24,0,0,0,24,5
