Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003826|ENSDARG00000005482,1,23,18,23,0,0,0,23,5
ENSDART00000005724|ENSDARG00000005783,1,23,19,24,0,0,0,24,5
ENSDART00000007013|ENSDARG00000008487,1,23,19,24,0,0,0,24,5
ENSDART00000008275|ENSDARG00000005640,1,23,19,23,0,0,0,23,4
ENSDART00000008277|ENSDARG00000013006,1,23,18,23,0,0,0,23,5
ENSDART00000008326|ENSDARG00000016856,1,23,18,23,0,0,0,23,5
ENSDART00000008490|ENSDARG00000003017,1,23,19,24,0,0,0,24,5
ENSDART00000008959|ENSDARG00000021097,1,23,19,24,0,0,0,24,5
ENSDART00000009886|ENSDARG00000008487,1,23,19,24,0,0,0,24,5
ENSDART00000010846|ENSDARG00000024588,1,23,18,23,0,0,0,23,5
ENSDART00000014296|ENSDARG00000003411,1,23,19,24,0,0,0,24,5
ENSDART00000016105|ENSDARG00000008224,2,22,18,21,1,1,2,23,5
ENSDART00000017122|ENSDARG00000037091,1,22,18,22,0,1,1,23,5
ENSDART00000017726|ENSDARG00000019420,1,22,18,22,0,1,1,23,5
ENSDART00000020116|ENSDARG00000016181,1,22,18,22,0,1,1,23,5
ENSDART00000021437|ENSDARG00000021352,3,23,18,21,2,0,2,23,5
ENSDART00000022758|ENSDARG00000016513,2,23,18,22,1,0,1,23,5
ENSDART00000023218|ENSDARG00000015902,1,23,20,25,0,0,0,25,5
ENSDART00000023926|ENSDARG00000002549,1,23,18,23,0,0,0,23,5
ENSDART00000025358|ENSDARG00000056767,1,23,19,23,0,0,0,23,4
ENSDART00000041142|ENSDARG00000009782,1,22,18,22,0,1,1,23,5
ENSDART00000041365|ENSDARG00000033971,1,23,18,23,0,0,0,23,5
ENSDART00000042875|ENSDARG00000031278,1,23,18,23,0,0,0,23,5
ENSDART00000043431|ENSDARG00000030022,1,23,18,23,0,0,0,23,5
ENSDART00000043984|ENSDARG00000043313,1,23,19,24,0,0,0,24,5
ENSDART00000054460|ENSDARG00000037421,1,23,19,23,0,0,0,23,4
ENSDART00000054840|ENSDARG00000060655,2,23,19,23,1,0,1,24,5
ENSDART00000055201|ENSDARG00000037872,1,23,19,24,0,0,0,24,5
ENSDART00000055340|ENSDARG00000037968,1,23,18,23,0,0,0,23,5
ENSDART00000056319|ENSDARG00000038577,1,23,19,24,0,0,0,24,5
ENSDART00000056361|ENSDARG00000033594,1,23,19,24,0,0,0,24,5
ENSDART00000057320|ENSDARG00000039234,1,23,18,23,0,0,0,23,5
ENSDART00000058627|ENSDARG00000040087,1,23,18,23,0,0,0,23,5
ENSDART00000059460|ENSDARG00000028213,1,22,18,22,0,1,1,23,5
ENSDART00000060196|ENSDARG00000041083,1,23,20,24,0,0,0,24,4
ENSDART00000060630|ENSDARG00000041361,2,22,18,21,1,1,2,23,5
ENSDART00000060702|ENSDARG00000041407,1,23,19,24,0,0,0,24,5
ENSDART00000061442|ENSDARG00000041925,1,23,19,24,0,0,0,24,5
ENSDART00000062135|ENSDARG00000042379,1,23,19,24,0,0,0,24,5
ENSDART00000062191|ENSDARG00000042418,1,23,19,24,0,0,0,24,5
ENSDART00000062573|ENSDARG00000042656,1,23,18,23,0,0,0,23,5
ENSDART00000064067|ENSDARG00000043643,1,23,18,23,0,0,0,23,5
ENSDART00000064842|ENSDARG00000044167,1,23,18,23,0,0,0,23,5
ENSDART00000065390|ENSDARG00000044534,1,23,18,23,0,0,0,23,5
ENSDART00000066278|ENSDARG00000054023,1,23,18,23,0,0,0,23,5
ENSDART00000066359|ENSDARG00000045123,1,23,18,23,0,0,0,23,5
ENSDART00000074077|ENSDARG00000052255,2,23,19,23,1,0,1,24,5
ENSDART00000075998|ENSDARG00000053876,2,23,21,25,1,0,1,26,5
ENSDART00000077553|ENSDARG00000055240,1,23,19,24,0,0,0,24,5
ENSDART00000078014|ENSDARG00000092305,1,23,20,23,0,0,0,23,3
ENSDART00000079263|ENSDARG00000056723,1,23,20,24,0,0,0,24,4
ENSDART00000079333|ENSDARG00000031534,2,23,19,23,1,0,1,24,5
ENSDART00000079342|ENSDARG00000056888,1,23,18,23,0,0,0,23,5
ENSDART00000079538|ENSDARG00000056961,1,23,18,23,0,0,0,23,5
ENSDART00000082133|ENSDARG00000059109,1,23,20,25,0,0,0,25,5
ENSDART00000084389|ENSDARG00000060115,1,23,19,24,0,0,0,24,5
