Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002401|ENSDARG00000007764,1,22,18,22,0,1,1,23,5
ENSDART00000002691|ENSDARG00000008407,1,23,19,24,0,0,0,24,5
ENSDART00000006898|ENSDARG00000075932,1,22,19,22,0,1,1,23,4
ENSDART00000006927|ENSDARG00000007250,1,23,19,24,0,0,0,24,5
ENSDART00000013861|ENSDARG00000010407,1,22,19,23,0,1,1,24,5
ENSDART00000014168|ENSDARG00000021443,1,23,19,24,0,0,0,24,5
ENSDART00000021011|ENSDARG00000016302,1,23,18,23,0,0,0,23,5
ENSDART00000032407|ENSDARG00000024522,1,22,19,23,0,1,1,24,5
ENSDART00000040422|ENSDARG00000013430,1,23,18,23,0,0,0,23,5
ENSDART00000041443|ENSDARG00000031049,1,23,18,23,0,0,0,23,5
ENSDART00000041702|ENSDARG00000033967,1,23,18,23,0,0,0,23,5
ENSDART00000045909|ENSDARG00000037598,1,22,19,23,0,1,1,24,5
ENSDART00000046066|ENSDARG00000052702,1,22,18,22,0,1,1,23,5
ENSDART00000058964|ENSDARG00000015866,1,23,19,23,0,0,0,23,4
ENSDART00000063398|ENSDARG00000043182,1,23,18,23,0,0,0,23,5
ENSDART00000075100|ENSDARG00000053129,1,22,18,22,0,1,1,23,5
ENSDART00000083010|ENSDARG00000055620,1,23,18,23,0,0,0,23,5
ENSDART00000084024|ENSDARG00000059997,1,23,19,24,0,0,0,24,5
ENSDART00000084598|ENSDARG00000070097,1,23,18,23,0,0,0,23,5
ENSDART00000085684|ENSDARG00000060374,1,23,18,23,0,0,0,23,5
ENSDART00000088208|ENSDARG00000029146,1,23,19,24,0,0,0,24,5
ENSDART00000090081|ENSDARG00000062352,1,23,20,25,0,0,0,25,5
ENSDART00000092118|ENSDARG00000063207,1,23,18,23,0,0,0,23,5
ENSDART00000093052|ENSDARG00000077095,1,23,19,24,0,0,0,24,5
ENSDART00000099647|ENSDARG00000075181,1,23,19,24,0,0,0,24,5
ENSDART00000099990|ENSDARG00000068983,1,23,18,23,0,0,0,23,5
ENSDART00000102301|ENSDARG00000031228,1,23,18,23,0,0,0,23,5
ENSDART00000103425|ENSDARG00000032603,1,23,18,23,0,0,0,23,5
ENSDART00000104224|ENSDARG00000060835,1,23,19,24,0,0,0,24,5
ENSDART00000104834|ENSDARG00000071065,1,23,19,24,0,0,0,24,5
ENSDART00000105064|ENSDARG00000032256,1,23,19,24,0,0,0,24,5
ENSDART00000105215|ENSDARG00000026166,1,23,18,23,0,0,0,23,5
ENSDART00000105417|ENSDARG00000039966,1,23,18,23,0,0,0,23,5
ENSDART00000108923|ENSDARG00000039225,1,23,19,23,0,0,0,23,4
ENSDART00000109268|ENSDARG00000078891,1,23,18,23,0,0,0,23,5
ENSDART00000110158|ENSDARG00000075282,1,23,19,24,0,0,0,24,5
ENSDART00000110716|ENSDARG00000015610,1,23,23,23,0,0,0,23,0
ENSDART00000114906|ENSDARG00000075249,1,22,19,23,0,1,1,24,5
ENSDART00000123254|ENSDARG00000052606,1,23,18,23,0,0,0,23,5
ENSDART00000123550|ENSDARG00000087443,1,23,18,23,0,0,0,23,5
ENSDART00000124925|ENSDARG00000071353,1,23,18,23,0,0,0,23,5
ENSDART00000125345|ENSDARG00000087599,2,23,18,22,1,0,1,23,5
ENSDART00000125964|ENSDARG00000090649,1,23,19,24,0,0,0,24,5
ENSDART00000126427|ENSDARG00000043970,2,23,19,23,1,0,1,24,5
ENSDART00000126655|ENSDARG00000037503,1,23,18,23,0,0,0,23,5
ENSDART00000126664|ENSDARG00000007250,1,23,19,24,0,0,0,24,5
ENSDART00000128446|ENSDARG00000001930,1,23,18,23,0,0,0,23,5
ENSDART00000132689|ENSDARG00000015866,1,23,19,23,0,0,0,23,4
ENSDART00000133668|ENSDARG00000060835,1,23,19,24,0,0,0,24,5
ENSDART00000135084|ENSDARG00000015866,1,23,19,23,0,0,0,23,4
ENSDART00000136233|ENSDARG00000087599,2,23,18,22,1,0,1,23,5
ENSDART00000138132|ENSDARG00000019025,1,23,18,23,0,0,0,23,5
ENSDART00000138443|ENSDARG00000075181,1,23,19,24,0,0,0,24,5
ENSDART00000138696|ENSDARG00000071065,1,23,19,24,0,0,0,24,5
ENSDART00000141486|ENSDARG00000010407,1,22,19,23,0,1,1,24,5
ENSDART00000141616|ENSDARG00000021787,1,22,18,22,0,1,1,23,5
