Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000006443|ENSDARG00000011000,1,23,18,23,0,0,0,23,5
ENSDART00000006615|ENSDARG00000013310,3,23,18,21,2,0,2,23,5
ENSDART00000010395|ENSDARG00000014794,1,23,19,23,0,0,0,23,4
ENSDART00000012476|ENSDARG00000019355,1,23,18,23,0,0,0,23,5
ENSDART00000013581|ENSDARG00000015153,1,23,18,23,0,0,0,23,5
ENSDART00000013590|ENSDARG00000004256,1,22,18,22,0,1,1,23,5
ENSDART00000015401|ENSDARG00000002479,1,23,19,24,0,0,0,24,5
ENSDART00000015801|ENSDARG00000015907,1,21,18,21,0,2,2,23,5
ENSDART00000017488|ENSDARG00000005274,1,23,19,23,0,0,0,23,4
ENSDART00000017930|ENSDARG00000008212,1,23,19,24,0,0,0,24,5
ENSDART00000018862|ENSDARG00000009470,1,23,19,24,0,0,0,24,5
ENSDART00000020084|ENSDARG00000029150,1,23,18,23,0,0,0,23,5
ENSDART00000021594|ENSDARG00000017314,1,23,18,23,0,0,0,23,5
ENSDART00000022586|ENSDARG00000017708,1,23,18,23,0,0,0,23,5
ENSDART00000022733|ENSDARG00000016818,2,23,19,23,1,0,1,24,5
ENSDART00000023163|ENSDARG00000019614,1,23,19,24,0,0,0,24,5
ENSDART00000024046|ENSDARG00000007024,3,23,18,21,2,0,2,23,5
ENSDART00000024191|ENSDARG00000018228,1,23,20,25,0,0,0,25,5
ENSDART00000024331|ENSDARG00000040705,1,23,19,24,0,0,0,24,5
ENSDART00000026551|ENSDARG00000010318,1,23,18,23,0,0,0,23,5
ENSDART00000026666|ENSDARG00000014531,1,23,18,23,0,0,0,23,5
ENSDART00000032880|ENSDARG00000003938,1,23,18,23,0,0,0,23,5
ENSDART00000036371|ENSDARG00000016743,1,23,18,23,0,0,0,23,5
ENSDART00000038330|ENSDARG00000026489,1,23,19,24,0,0,0,24,5
ENSDART00000039295|ENSDARG00000030012,1,23,19,24,0,0,0,24,5
ENSDART00000042248|ENSDARG00000017211,1,23,18,23,0,0,0,23,5
