Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003694|ENSDARG00000017841,1,23,18,23,0,0,0,23,5
ENSDART00000004109|ENSDARG00000009553,1,23,19,23,0,0,0,23,4
ENSDART00000004769|ENSDARG00000009214,1,23,18,23,0,0,0,23,5
ENSDART00000007074|ENSDARG00000003244,1,22,19,23,0,1,1,24,5
ENSDART00000009500|ENSDARG00000009336,1,23,23,23,0,0,0,23,0
ENSDART00000013059|ENSDARG00000016016,1,23,19,24,0,0,0,24,5
ENSDART00000013437|ENSDARG00000044343,1,23,18,23,0,0,0,23,5
ENSDART00000013676|ENSDARG00000075543,1,23,19,24,0,0,0,24,5
ENSDART00000014153|ENSDARG00000005891,1,23,18,23,0,0,0,23,5
ENSDART00000014979|ENSDARG00000016448,1,23,21,25,0,0,0,25,4
ENSDART00000016709|ENSDARG00000020822,1,22,18,22,0,1,1,23,5
ENSDART00000018037|ENSDARG00000026329,1,23,18,23,0,0,0,23,5
ENSDART00000021604|ENSDARG00000016044,1,23,19,23,0,0,0,23,4
ENSDART00000025612|ENSDARG00000029905,1,23,18,23,0,0,0,23,5
ENSDART00000026195|ENSDARG00000009209,1,23,18,23,0,0,0,23,5
ENSDART00000026275|ENSDARG00000010946,2,23,18,22,1,0,1,23,5
ENSDART00000026578|ENSDARG00000028198,1,23,18,23,0,0,0,23,5
ENSDART00000026969|ENSDARG00000016532,1,23,18,23,0,0,0,23,5
ENSDART00000027331|ENSDARG00000016307,2,23,18,22,1,0,1,23,5
ENSDART00000028297|ENSDARG00000089159,2,23,18,22,1,0,1,23,5
ENSDART00000039054|ENSDARG00000032326,1,23,20,25,0,0,0,25,5
ENSDART00000041861|ENSDARG00000030614,1,23,18,23,0,0,0,23,5
ENSDART00000042413|ENSDARG00000030722,1,22,20,24,0,1,1,25,5
ENSDART00000045933|ENSDARG00000010956,1,23,18,23,0,0,0,23,5
ENSDART00000046159|ENSDARG00000032885,2,23,18,22,1,0,1,23,5
ENSDART00000047073|ENSDARG00000034189,1,22,18,22,0,1,1,23,5
ENSDART00000048753|ENSDARG00000030789,2,23,18,22,1,0,1,23,5
ENSDART00000049722|ENSDARG00000035043,1,23,18,23,0,0,0,23,5
ENSDART00000052061|ENSDARG00000035858,1,22,18,22,0,1,1,23,5
ENSDART00000052904|ENSDARG00000055342,1,23,19,24,0,0,0,24,5
ENSDART00000052992|ENSDARG00000036471,1,23,19,24,0,0,0,24,5
ENSDART00000057567|ENSDARG00000039393,1,23,19,24,0,0,0,24,5
ENSDART00000058527|ENSDARG00000040005,1,23,18,23,0,0,0,23,5
ENSDART00000058530|ENSDARG00000040008,1,23,18,23,0,0,0,23,5
ENSDART00000059574|ENSDARG00000040678,1,23,18,23,0,0,0,23,5
ENSDART00000059881|ENSDARG00000040851,1,23,19,23,0,0,0,23,4
ENSDART00000061016|ENSDARG00000041631,1,23,18,23,0,0,0,23,5
ENSDART00000063396|ENSDARG00000043179,1,23,18,23,0,0,0,23,5
ENSDART00000063831|ENSDARG00000043479,2,23,18,22,1,0,1,23,5
