Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000221|ENSDARG00000036830,1,23,19,23,0,0,0,23,4
ENSDART00000000382|ENSDARG00000000370,1,23,21,25,0,0,0,25,4
ENSDART00000002939|ENSDARG00000037140,2,23,18,22,1,0,1,23,5
ENSDART00000004751|ENSDARG00000019717,1,23,18,23,0,0,0,23,5
ENSDART00000004812|ENSDARG00000092947,1,23,19,23,0,0,0,23,4
ENSDART00000008010|ENSDARG00000020876,1,23,18,23,0,0,0,23,5
ENSDART00000008711|ENSDARG00000016875,1,23,19,23,0,0,0,23,4
ENSDART00000009500|ENSDARG00000009336,1,23,23,23,0,0,0,23,0
ENSDART00000009858|ENSDARG00000007786,1,22,19,23,0,1,1,24,5
ENSDART00000010373|ENSDARG00000023082,1,23,19,23,0,0,0,23,4
ENSDART00000013588|ENSDARG00000006757,2,23,18,22,1,0,1,23,5
ENSDART00000015214|ENSDARG00000011122,2,23,18,22,1,0,1,23,5
ENSDART00000016382|ENSDARG00000005541,1,23,18,23,0,0,0,23,5
ENSDART00000020529|ENSDARG00000005915,1,23,19,23,0,0,0,23,4
ENSDART00000022356|ENSDARG00000009740,2,22,18,21,1,1,2,23,5
ENSDART00000023163|ENSDARG00000019614,2,23,18,22,1,0,1,23,5
ENSDART00000023851|ENSDARG00000018809,1,23,19,24,0,0,0,24,5
ENSDART00000025875|ENSDARG00000006901,2,22,18,21,1,1,2,23,5
ENSDART00000027701|ENSDARG00000036834,1,23,19,23,0,0,0,23,4
ENSDART00000029308|ENSDARG00000028507,1,22,19,23,0,1,1,24,5
ENSDART00000030921|ENSDARG00000028721,1,23,18,23,0,0,0,23,5
ENSDART00000031470|ENSDARG00000026595,1,23,18,23,0,0,0,23,5
ENSDART00000033871|ENSDARG00000026967,1,23,18,23,0,0,0,23,5
ENSDART00000034523|ENSDARG00000013250,1,23,18,23,0,0,0,23,5
ENSDART00000034564|ENSDARG00000043168,1,23,18,23,0,0,0,23,5
ENSDART00000036703|ENSDARG00000025391,2,23,18,22,1,0,1,23,5
ENSDART00000039277|ENSDARG00000021595,1,23,18,23,0,0,0,23,5
ENSDART00000040147|ENSDARG00000028721,1,23,18,23,0,0,0,23,5
ENSDART00000040500|ENSDARG00000025299,1,23,18,23,0,0,0,23,5
ENSDART00000041882|ENSDARG00000020301,1,22,19,22,0,1,1,23,4
ENSDART00000042297|ENSDARG00000031971,1,23,19,24,0,0,0,24,5
ENSDART00000042588|ENSDARG00000027887,1,23,18,23,0,0,0,23,5
ENSDART00000043924|ENSDARG00000029761,1,22,19,22,0,1,1,23,4
ENSDART00000044471|ENSDARG00000030311,1,23,19,23,0,0,0,23,4
ENSDART00000046498|ENSDARG00000011163,3,23,18,21,2,0,2,23,5
ENSDART00000046641|ENSDARG00000005416,1,23,19,24,0,0,0,24,5
ENSDART00000047050|ENSDARG00000019236,1,23,18,23,0,0,0,23,5
ENSDART00000047662|ENSDARG00000009142,1,23,19,23,0,0,0,23,4
ENSDART00000048104|ENSDARG00000012887,1,23,19,24,0,0,0,24,5
ENSDART00000048350|ENSDARG00000022085,1,23,19,24,0,0,0,24,5
ENSDART00000048819|ENSDARG00000029865,2,23,18,22,1,0,1,23,5
ENSDART00000049328|ENSDARG00000030804,1,23,18,23,0,0,0,23,5
ENSDART00000050879|ENSDARG00000035133,1,23,18,23,0,0,0,23,5
ENSDART00000054237|ENSDARG00000037284,1,23,18,23,0,0,0,23,5
ENSDART00000057874|ENSDARG00000027699,2,22,19,21,1,1,2,23,4
ENSDART00000059262|ENSDARG00000053453,1,22,18,22,0,1,1,23,5
ENSDART00000059658|ENSDARG00000040727,1,23,19,24,0,0,0,24,5
ENSDART00000061677|ENSDARG00000054313,1,22,19,23,0,1,1,24,5
ENSDART00000062414|ENSDARG00000042553,2,23,19,23,1,0,1,24,5
ENSDART00000062576|ENSDARG00000042659,1,23,18,23,0,0,0,23,5
ENSDART00000063831|ENSDARG00000043479,1,23,21,24,0,0,0,24,3
ENSDART00000064311|ENSDARG00000043795,1,23,18,23,0,0,0,23,5
ENSDART00000065143|ENSDARG00000044362,1,22,18,22,0,1,1,23,5
ENSDART00000065392|ENSDARG00000074057,1,23,18,23,0,0,0,23,5
ENSDART00000066961|ENSDARG00000045540,2,22,18,21,1,1,2,23,5
ENSDART00000074682|ENSDARG00000052779,1,23,18,23,0,0,0,23,5
ENSDART00000074728|ENSDARG00000027887,1,23,18,23,0,0,0,23,5
ENSDART00000074738|ENSDARG00000027887,1,23,18,23,0,0,0,23,5
ENSDART00000075521|ENSDARG00000053483,1,22,18,22,0,1,1,23,5
ENSDART00000075721|ENSDARG00000053650,1,23,19,24,0,0,0,24,5
ENSDART00000077612|ENSDARG00000055276,1,22,21,23,0,1,1,24,3
ENSDART00000077871|ENSDARG00000055518,2,23,18,22,1,0,1,23,5
ENSDART00000079397|ENSDARG00000007231,2,23,18,22,1,0,1,23,5
ENSDART00000079487|ENSDARG00000056910,1,21,18,21,0,2,2,23,5
ENSDART00000079559|ENSDARG00000056976,3,23,18,21,2,0,2,23,5
ENSDART00000081160|ENSDARG00000058299,2,22,19,21,1,1,2,23,4
ENSDART00000081346|ENSDARG00000039881,2,23,19,23,1,0,1,24,5
ENSDART00000083281|ENSDARG00000052527,1,22,19,23,0,1,1,24,5
ENSDART00000083890|ENSDARG00000059925,3,23,19,21,2,0,2,23,4
ENSDART00000084517|ENSDARG00000060177,1,23,19,24,0,0,0,24,5
ENSDART00000085142|ENSDARG00000060434,1,23,19,24,0,0,0,24,5
ENSDART00000085377|ENSDARG00000043571,1,23,20,25,0,0,0,25,5
ENSDART00000085387|ENSDARG00000060549,1,22,18,22,0,1,1,23,5
ENSDART00000087364|ENSDARG00000061345,1,22,19,23,0,1,1,24,5
ENSDART00000091017|ENSDARG00000062748,1,22,18,22,0,1,1,23,5
ENSDART00000091512|ENSDARG00000062933,1,23,19,24,0,0,0,24,5
ENSDART00000092356|ENSDARG00000068483,2,23,18,22,1,0,1,23,5
ENSDART00000092975|ENSDARG00000063573,1,22,18,22,0,1,1,23,5
ENSDART00000093222|ENSDARG00000063670,2,23,18,22,1,0,1,23,5
ENSDART00000099208|ENSDARG00000055945,1,23,18,23,0,0,0,23,5
ENSDART00000099885|ENSDARG00000068939,1,22,18,22,0,1,1,23,5
ENSDART00000100327|ENSDARG00000074671,1,23,18,23,0,0,0,23,5
ENSDART00000102535|ENSDARG00000036893,1,23,20,24,0,0,0,24,4
ENSDART00000102701|ENSDARG00000052288,1,23,18,23,0,0,0,23,5
ENSDART00000103161|ENSDARG00000053453,1,22,18,22,0,1,1,23,5
ENSDART00000103747|ENSDARG00000013729,1,23,19,23,0,0,0,23,4
ENSDART00000105004|ENSDARG00000094041,1,23,18,23,0,0,0,23,5
ENSDART00000105034|ENSDARG00000036832,1,23,19,23,0,0,0,23,4
ENSDART00000105036|ENSDARG00000036832,1,23,19,23,0,0,0,23,4
ENSDART00000105040|ENSDARG00000036834,1,23,19,23,0,0,0,23,4
ENSDART00000105895|ENSDARG00000029457,2,23,18,22,1,0,1,23,5
ENSDART00000108636|ENSDARG00000033899,2,22,18,21,1,1,2,23,5
ENSDART00000108808|ENSDARG00000076856,2,23,19,23,1,0,1,24,5
ENSDART00000109314|ENSDARG00000078326,1,23,19,24,0,0,0,24,5
ENSDART00000110466|ENSDARG00000079524,2,23,18,22,1,0,1,23,5
ENSDART00000110499|ENSDARG00000074804,1,23,19,24,0,0,0,24,5
ENSDART00000112380|ENSDARG00000075612,1,23,20,23,0,0,0,23,3
ENSDART00000112382|ENSDARG00000076830,1,23,19,24,0,0,0,24,5
ENSDART00000114212|ENSDARG00000077864,2,23,18,22,1,0,1,23,5
ENSDART00000114473|ENSDARG00000075123,1,23,18,23,0,0,0,23,5
ENSDART00000114742|ENSDARG00000079126,2,23,18,22,1,0,1,23,5
ENSDART00000115298|ENSDARG00000076657,1,23,18,23,0,0,0,23,5
ENSDART00000121809|ENSDARG00000043094,1,23,19,24,0,0,0,24,5
ENSDART00000121952|ENSDARG00000087897,1,22,18,22,0,1,1,23,5
ENSDART00000122051|ENSDARG00000069252,1,23,18,23,0,0,0,23,5
ENSDART00000125632|ENSDARG00000062089,1,23,18,23,0,0,0,23,5
ENSDART00000125947|ENSDARG00000089947,2,23,18,22,1,0,1,23,5
ENSDART00000126173|ENSDARG00000029761,1,22,19,22,0,1,1,23,4
ENSDART00000126243|ENSDARG00000057772,1,23,18,23,0,0,0,23,5
ENSDART00000126871|ENSDARG00000028213,1,23,18,23,0,0,0,23,5
ENSDART00000126983|ENSDARG00000090637,1,23,18,23,0,0,0,23,5
ENSDART00000127479|ENSDARG00000019236,1,23,18,23,0,0,0,23,5
ENSDART00000127809|ENSDARG00000086831,2,23,18,22,1,0,1,23,5
ENSDART00000128250|ENSDARG00000023214,2,23,19,22,1,0,1,23,4
ENSDART00000128292|ENSDARG00000076856,2,23,19,23,1,0,1,24,5
ENSDART00000128895|ENSDARG00000024537,1,23,19,24,0,0,0,24,5
ENSDART00000128985|ENSDARG00000007231,2,23,18,22,1,0,1,23,5
ENSDART00000129467|ENSDARG00000040326,1,22,20,24,0,1,1,25,5
ENSDART00000130027|ENSDARG00000103450,2,23,18,22,1,0,1,23,5
ENSDART00000130045|ENSDARG00000019717,1,23,18,23,0,0,0,23,5
ENSDART00000130984|ENSDARG00000088316,1,23,18,23,0,0,0,23,5
ENSDART00000131572|ENSDARG00000094322,1,23,18,23,0,0,0,23,5
ENSDART00000131603|ENSDARG00000094820,1,23,19,24,0,0,0,24,5
ENSDART00000131679|ENSDARG00000092962,1,23,19,24,0,0,0,24,5
ENSDART00000131897|ENSDARG00000004184,1,23,18,23,0,0,0,23,5
ENSDART00000132097|ENSDARG00000007231,2,23,18,22,1,0,1,23,5
ENSDART00000132115|ENSDARG00000006901,2,22,18,21,1,1,2,23,5
ENSDART00000132132|ENSDARG00000002877,1,23,20,24,0,0,0,24,4
ENSDART00000132365|ENSDARG00000018971,1,23,18,23,0,0,0,23,5
ENSDART00000132410|ENSDARG00000093270,2,23,18,22,1,0,1,23,5
ENSDART00000132458|ENSDARG00000027887,1,23,18,23,0,0,0,23,5
ENSDART00000132768|ENSDARG00000028721,1,23,18,23,0,0,0,23,5
ENSDART00000133032|ENSDARG00000092947,1,23,19,23,0,0,0,23,4
ENSDART00000133202|ENSDARG00000055945,1,23,18,23,0,0,0,23,5
ENSDART00000133305|ENSDARG00000020301,1,22,19,22,0,1,1,23,4
ENSDART00000133789|ENSDARG00000018159,1,22,19,23,0,1,1,24,5
ENSDART00000133852|ENSDARG00000092315,1,23,19,24,0,0,0,24,5
ENSDART00000133960|ENSDARG00000068939,1,22,18,22,0,1,1,23,5
