Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000006013|ENSDARG00000040252,2,23,18,22,1,0,1,23,5
ENSDART00000007531|ENSDARG00000004246,1,23,18,23,0,0,0,23,5
ENSDART00000022823|ENSDARG00000028552,1,23,18,23,0,0,0,23,5
ENSDART00000030691|ENSDARG00000022995,1,23,18,23,0,0,0,23,5
ENSDART00000037999|ENSDARG00000021899,1,23,18,23,0,0,0,23,5
ENSDART00000043180|ENSDARG00000037498,1,23,19,24,0,0,0,24,5
ENSDART00000048107|ENSDARG00000035682,1,23,18,23,0,0,0,23,5
ENSDART00000054243|ENSDARG00000037291,1,22,21,25,0,1,1,26,5
ENSDART00000054840|ENSDARG00000060655,2,23,18,22,1,0,1,23,5
ENSDART00000064114|ENSDARG00000043667,1,23,20,25,0,0,0,25,5
ENSDART00000065122|ENSDARG00000077442,2,23,18,22,1,0,1,23,5
ENSDART00000066932|ENSDARG00000045516,1,23,18,23,0,0,0,23,5
ENSDART00000066933|ENSDARG00000045516,1,23,18,23,0,0,0,23,5
ENSDART00000075626|ENSDARG00000053580,1,23,19,24,0,0,0,24,5
ENSDART00000077390|ENSDARG00000059060,1,23,18,23,0,0,0,23,5
ENSDART00000081346|ENSDARG00000039881,1,22,19,23,0,1,1,24,5
ENSDART00000082245|ENSDARG00000039687,1,22,18,22,0,1,1,23,5
ENSDART00000082715|ENSDARG00000059475,2,23,18,22,1,0,1,23,5
ENSDART00000085786|ENSDARG00000060695,1,23,23,23,0,0,0,23,0
ENSDART00000087910|ENSDARG00000044655,1,23,18,23,0,0,0,23,5
ENSDART00000088364|ENSDARG00000061817,2,23,18,22,1,0,1,23,5
ENSDART00000089546|ENSDARG00000071095,1,23,20,25,0,0,0,25,5
ENSDART00000100800|ENSDARG00000074314,1,23,18,23,0,0,0,23,5
ENSDART00000108928|ENSDARG00000078745,1,23,18,23,0,0,0,23,5
ENSDART00000110735|ENSDARG00000093498,1,23,18,23,0,0,0,23,5
ENSDART00000112220|ENSDARG00000074360,1,23,19,24,0,0,0,24,5
ENSDART00000112469|ENSDARG00000076889,1,23,18,23,0,0,0,23,5
