Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000192|ENSDARG00000000183,1,23,21,26,0,0,0,26,5
ENSDART00000000382|ENSDARG00000000370,1,23,18,23,0,0,0,23,5
ENSDART00000002750|ENSDARG00000005454,1,23,19,24,0,0,0,24,5
ENSDART00000003435|ENSDARG00000009806,1,22,19,23,0,1,1,24,5
ENSDART00000004034|ENSDARG00000018397,1,23,19,24,0,0,0,24,5
ENSDART00000004108|ENSDARG00000010281,1,23,20,25,0,0,0,25,5
ENSDART00000005359|ENSDARG00000012247,1,22,18,22,0,1,1,23,5
ENSDART00000005583|ENSDARG00000003098,1,21,19,22,0,2,2,24,5
ENSDART00000005682|ENSDARG00000013755,1,22,18,22,0,1,1,23,5
ENSDART00000007482|ENSDARG00000005015,2,22,18,21,1,1,2,23,5
ENSDART00000010774|ENSDARG00000015554,1,22,18,22,0,1,1,23,5
ENSDART00000012842|ENSDARG00000017772,1,23,18,23,0,0,0,23,5
ENSDART00000013604|ENSDARG00000015824,1,23,18,23,0,0,0,23,5
ENSDART00000014021|ENSDARG00000007449,1,23,18,23,0,0,0,23,5
ENSDART00000014163|ENSDARG00000002847,2,22,18,21,1,1,2,23,5
ENSDART00000014454|ENSDARG00000013389,1,23,18,23,0,0,0,23,5
ENSDART00000014685|ENSDARG00000011769,1,23,20,25,0,0,0,25,5
ENSDART00000016658|ENSDARG00000014572,1,23,18,23,0,0,0,23,5
ENSDART00000018091|ENSDARG00000016573,2,23,18,22,1,0,1,23,5
ENSDART00000018686|ENSDARG00000013478,2,23,19,23,1,0,1,24,5
ENSDART00000019936|ENSDARG00000016809,1,23,18,23,0,0,0,23,5
ENSDART00000021168|ENSDARG00000005593,1,23,19,24,0,0,0,24,5
ENSDART00000021520|ENSDARG00000010194,1,21,19,22,0,2,2,24,5
ENSDART00000021753|ENSDARG00000009607,1,23,18,23,0,0,0,23,5
ENSDART00000022290|ENSDARG00000017772,1,23,18,23,0,0,0,23,5
ENSDART00000024330|ENSDARG00000015793,1,23,21,24,0,0,0,24,3
ENSDART00000025057|ENSDARG00000035322,1,22,18,22,0,1,1,23,5
ENSDART00000025428|ENSDARG00000017354,3,23,18,21,2,0,2,23,5
ENSDART00000027050|ENSDARG00000012297,1,23,18,23,0,0,0,23,5
ENSDART00000028856|ENSDARG00000008398,1,23,19,24,0,0,0,24,5
ENSDART00000031752|ENSDARG00000026395,2,23,20,24,1,0,1,25,5
ENSDART00000033316|ENSDARG00000027397,1,23,20,23,0,0,0,23,3
ENSDART00000033617|ENSDARG00000024904,1,22,19,23,0,1,1,24,5
ENSDART00000034707|ENSDARG00000025386,2,23,18,22,1,0,1,23,5
ENSDART00000035080|ENSDARG00000037267,1,21,19,22,0,2,2,24,5
ENSDART00000036783|ENSDARG00000026902,1,23,19,23,0,0,0,23,4
ENSDART00000037516|ENSDARG00000076171,1,23,19,24,0,0,0,24,5
ENSDART00000037986|ENSDARG00000058287,1,22,21,24,0,1,1,25,4
ENSDART00000039657|ENSDARG00000033683,3,23,18,21,2,0,2,23,5
ENSDART00000040812|ENSDARG00000034624,1,23,19,24,0,0,0,24,5
ENSDART00000041070|ENSDARG00000032319,1,23,19,24,0,0,0,24,5
ENSDART00000041877|ENSDARG00000031426,1,22,21,25,0,1,1,26,5
ENSDART00000043626|ENSDARG00000032571,1,22,19,23,0,1,1,24,5
ENSDART00000043774|ENSDARG00000024124,1,23,23,23,0,0,0,23,0
ENSDART00000047134|ENSDARG00000032577,2,23,19,23,1,0,1,24,5
ENSDART00000047912|ENSDARG00000029612,2,22,19,22,1,1,2,24,5
ENSDART00000048733|ENSDARG00000030508,1,23,19,24,0,0,0,24,5
ENSDART00000049063|ENSDARG00000029370,1,23,18,23,0,0,0,23,5
ENSDART00000049099|ENSDARG00000025043,2,23,18,22,1,0,1,23,5
ENSDART00000051278|ENSDARG00000035390,2,23,21,25,1,0,1,26,5
ENSDART00000052898|ENSDARG00000036412,1,22,19,23,0,1,1,24,5
ENSDART00000053754|ENSDARG00000036987,1,23,19,24,0,0,0,24,5
ENSDART00000054687|ENSDARG00000037553,1,22,20,23,0,1,1,24,4
ENSDART00000056161|ENSDARG00000074118,1,23,20,25,0,0,0,25,5
ENSDART00000059063|ENSDARG00000040362,1,22,18,22,0,1,1,23,5
ENSDART00000059298|ENSDARG00000040513,1,23,18,23,0,0,0,23,5
ENSDART00000060056|ENSDARG00000040988,1,23,20,25,0,0,0,25,5
ENSDART00000061170|ENSDARG00000074118,1,23,20,25,0,0,0,25,5
ENSDART00000062216|ENSDARG00000042530,2,23,20,24,1,0,1,25,5
ENSDART00000062360|ENSDARG00000042530,2,23,20,24,1,0,1,25,5
ENSDART00000062375|ENSDARG00000042536,1,23,19,23,0,0,0,23,4
ENSDART00000062423|ENSDARG00000042559,2,23,19,23,1,0,1,24,5
ENSDART00000062795|ENSDARG00000042791,1,21,18,21,0,2,2,23,5
ENSDART00000063028|ENSDARG00000042934,1,23,18,23,0,0,0,23,5
ENSDART00000065238|ENSDARG00000017425,2,21,18,20,1,2,3,23,5
ENSDART00000065858|ENSDARG00000044809,1,23,18,23,0,0,0,23,5
ENSDART00000066359|ENSDARG00000045123,1,22,18,22,0,1,1,23,5
ENSDART00000066763|ENSDARG00000045401,1,22,19,23,0,1,1,24,5
ENSDART00000074129|ENSDARG00000052300,1,23,19,24,0,0,0,24,5
ENSDART00000074689|ENSDARG00000016548,2,22,18,21,1,1,2,23,5
ENSDART00000076000|ENSDARG00000053877,1,21,18,21,0,2,2,23,5
ENSDART00000076238|ENSDARG00000054096,2,23,18,22,1,0,1,23,5
ENSDART00000076342|ENSDARG00000054201,1,23,19,24,0,0,0,24,5
ENSDART00000077059|ENSDARG00000054804,1,23,18,23,0,0,0,23,5
ENSDART00000077151|ENSDARG00000029463,2,23,19,23,1,0,1,24,5
ENSDART00000077462|ENSDARG00000018534,1,22,20,24,0,1,1,25,5
ENSDART00000077800|ENSDARG00000019293,1,22,20,24,0,1,1,25,5
ENSDART00000078128|ENSDARG00000055737,1,23,19,24,0,0,0,24,5
ENSDART00000078197|ENSDARG00000055798,2,23,18,22,1,0,1,23,5
ENSDART00000080174|ENSDARG00000057491,1,23,20,25,0,0,0,25,5
ENSDART00000080693|ENSDARG00000057936,1,22,20,24,0,1,1,25,5
ENSDART00000080777|ENSDARG00000057805,1,23,19,24,0,0,0,24,5
ENSDART00000081611|ENSDARG00000058690,2,22,18,21,1,1,2,23,5
ENSDART00000082821|ENSDARG00000059523,1,21,18,21,0,2,2,23,5
ENSDART00000084954|ENSDARG00000077532,1,23,18,23,0,0,0,23,5
ENSDART00000085086|ENSDARG00000060415,2,23,19,23,1,0,1,24,5
ENSDART00000085631|ENSDARG00000074233,2,22,19,22,1,1,2,24,5
