Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000005740|ENSDARG00000031756,1,23,18,23,0,0,0,23,5
ENSDART00000006412|ENSDARG00000006151,1,21,18,21,0,2,2,23,5
ENSDART00000008224|ENSDARG00000012485,1,23,21,24,0,0,0,24,3
ENSDART00000013641|ENSDARG00000011317,1,23,19,24,0,0,0,24,5
ENSDART00000019440|ENSDARG00000013016,1,23,18,23,0,0,0,23,5
ENSDART00000020389|ENSDARG00000016936,2,23,19,22,1,0,1,23,4
ENSDART00000023745|ENSDARG00000015010,4,23,19,21,3,0,3,24,5
ENSDART00000024194|ENSDARG00000010948,1,23,18,23,0,0,0,23,5
ENSDART00000024292|ENSDARG00000077037,1,22,18,22,0,1,1,23,5
ENSDART00000030324|ENSDARG00000026796,1,23,18,23,0,0,0,23,5
ENSDART00000051623|ENSDARG00000035610,1,23,18,23,0,0,0,23,5
ENSDART00000055088|ENSDARG00000037805,1,22,19,23,0,1,1,24,5
ENSDART00000058665|ENSDARG00000040110,1,23,18,23,0,0,0,23,5
ENSDART00000082773|ENSDARG00000059498,1,23,18,23,0,0,0,23,5
ENSDART00000083314|ENSDARG00000005754,1,23,18,23,0,0,0,23,5
ENSDART00000087111|ENSDARG00000054973,1,23,18,23,0,0,0,23,5
ENSDART00000088624|ENSDARG00000057074,1,23,18,23,0,0,0,23,5
ENSDART00000089546|ENSDARG00000071095,1,23,18,23,0,0,0,23,5
ENSDART00000090427|ENSDARG00000062487,1,23,18,23,0,0,0,23,5
ENSDART00000091416|ENSDARG00000062880,1,23,18,23,0,0,0,23,5
ENSDART00000092435|ENSDARG00000063330,1,23,18,23,0,0,0,23,5
ENSDART00000098567|ENSDARG00000016545,1,23,18,23,0,0,0,23,5
ENSDART00000099880|ENSDARG00000014796,1,21,18,21,0,2,2,23,5
ENSDART00000103004|ENSDARG00000074745,1,23,20,25,0,0,0,25,5
ENSDART00000108721|ENSDARG00000077506,1,22,18,22,0,1,1,23,5
ENSDART00000111237|ENSDARG00000074708,1,22,18,22,0,1,1,23,5
ENSDART00000113020|ENSDARG00000076928,1,23,18,23,0,0,0,23,5
ENSDART00000113309|ENSDARG00000076848,1,22,19,23,0,1,1,24,5
ENSDART00000115249|ENSDARG00000077988,2,23,18,22,1,0,1,23,5
ENSDART00000121718|ENSDARG00000089314,2,23,18,22,1,0,1,23,5
ENSDART00000123100|ENSDARG00000043046,1,23,19,24,0,0,0,24,5
ENSDART00000124818|ENSDARG00000031756,1,23,18,23,0,0,0,23,5
ENSDART00000126552|ENSDARG00000089974,1,23,18,23,0,0,0,23,5
ENSDART00000131355|ENSDARG00000062880,1,23,18,23,0,0,0,23,5
