Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000001359|ENSDARG00000031885,1,23,18,23,0,0,0,23,5
ENSDART00000004398|ENSDARG00000018562,2,23,19,23,1,0,1,24,5
ENSDART00000005112|ENSDARG00000071083,2,23,18,22,1,0,1,23,5
ENSDART00000005985|ENSDARG00000002952,2,22,18,21,1,1,2,23,5
ENSDART00000006622|ENSDARG00000018907,1,23,18,23,0,0,0,23,5
ENSDART00000006930|ENSDARG00000004131,2,23,18,22,1,0,1,23,5
ENSDART00000008043|ENSDARG00000021137,2,23,19,22,1,0,1,23,4
ENSDART00000009081|ENSDARG00000019113,1,23,19,23,0,0,0,23,4
ENSDART00000010373|ENSDARG00000023082,1,23,19,24,0,0,0,24,5
ENSDART00000011025|ENSDARG00000006712,2,23,18,22,1,0,1,23,5
ENSDART00000011163|ENSDARG00000021433,1,23,19,24,0,0,0,24,5
ENSDART00000011304|ENSDARG00000009953,2,23,19,23,1,0,1,24,5
ENSDART00000016386|ENSDARG00000020084,1,23,18,23,0,0,0,23,5
ENSDART00000021213|ENSDARG00000007753,1,23,21,26,0,0,0,26,5
ENSDART00000023163|ENSDARG00000019614,2,23,19,23,1,0,1,24,5
ENSDART00000026088|ENSDARG00000003797,2,22,19,22,1,1,2,24,5
ENSDART00000027034|ENSDARG00000010018,2,23,18,22,1,0,1,23,5
ENSDART00000027758|ENSDARG00000021143,1,23,18,23,0,0,0,23,5
ENSDART00000028225|ENSDARG00000023712,2,23,18,22,1,0,1,23,5
ENSDART00000029252|ENSDARG00000027143,2,23,20,22,1,0,1,23,3
ENSDART00000030622|ENSDARG00000019877,2,23,18,22,1,0,1,23,5
ENSDART00000033871|ENSDARG00000026967,2,23,19,23,1,0,1,24,5
ENSDART00000036939|ENSDARG00000027744,2,23,18,22,1,0,1,23,5
ENSDART00000038196|ENSDARG00000022807,2,23,19,23,1,0,1,24,5
ENSDART00000042083|ENSDARG00000037496,2,23,18,22,1,0,1,23,5
ENSDART00000045598|ENSDARG00000053159,1,22,18,22,0,1,1,23,5
ENSDART00000049840|ENSDARG00000036100,1,21,18,21,0,2,2,23,5
ENSDART00000053958|ENSDARG00000055585,1,23,19,24,0,0,0,24,5
ENSDART00000054386|ENSDARG00000037378,1,23,19,24,0,0,0,24,5
ENSDART00000055619|ENSDARG00000015552,2,23,18,22,1,0,1,23,5
ENSDART00000057584|ENSDARG00000000551,1,23,18,23,0,0,0,23,5
ENSDART00000058564|ENSDARG00000040041,1,23,18,23,0,0,0,23,5
ENSDART00000060203|ENSDARG00000021143,1,23,18,23,0,0,0,23,5
ENSDART00000061417|ENSDARG00000041911,2,23,18,22,1,0,1,23,5
ENSDART00000062135|ENSDARG00000042379,1,23,18,23,0,0,0,23,5
ENSDART00000063400|ENSDARG00000043185,1,23,18,23,0,0,0,23,5
ENSDART00000063837|ENSDARG00000043484,1,23,20,25,0,0,0,25,5
ENSDART00000065435|ENSDARG00000007795,1,23,18,23,0,0,0,23,5
ENSDART00000066895|ENSDARG00000045485,1,23,18,23,0,0,0,23,5
ENSDART00000067621|ENSDARG00000031836,1,22,19,23,0,1,1,24,5
ENSDART00000075495|ENSDARG00000053457,1,23,19,24,0,0,0,24,5
ENSDART00000076097|ENSDARG00000053992,2,23,19,23,1,0,1,24,5
ENSDART00000078079|ENSDARG00000055698,1,23,20,25,0,0,0,25,5
ENSDART00000078197|ENSDARG00000055798,1,22,18,22,0,1,1,23,5
ENSDART00000078497|ENSDARG00000024560,2,23,19,23,1,0,1,24,5
ENSDART00000079079|ENSDARG00000021143,1,23,18,23,0,0,0,23,5
ENSDART00000079397|ENSDARG00000007231,1,23,19,24,0,0,0,24,5
ENSDART00000080829|ENSDARG00000058030,2,23,18,22,1,0,1,23,5
ENSDART00000081338|ENSDARG00000078560,2,23,18,22,1,0,1,23,5
ENSDART00000081346|ENSDARG00000039881,2,23,18,22,1,0,1,23,5
ENSDART00000081426|ENSDARG00000028900,1,23,19,24,0,0,0,24,5
ENSDART00000081611|ENSDARG00000058690,1,23,18,23,0,0,0,23,5
