Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000008170|ENSDARG00000042833,1,22,18,22,0,1,1,23,5
ENSDART00000009134|ENSDARG00000036031,1,23,19,23,0,0,0,23,4
ENSDART00000013059|ENSDARG00000016016,1,23,18,23,0,0,0,23,5
ENSDART00000014232|ENSDARG00000020494,1,23,19,24,0,0,0,24,5
ENSDART00000016530|ENSDARG00000017437,1,23,18,23,0,0,0,23,5
ENSDART00000019828|ENSDARG00000017140,1,23,20,25,0,0,0,25,5
ENSDART00000020301|ENSDARG00000004436,3,23,18,21,2,0,2,23,5
ENSDART00000020625|ENSDARG00000006924,1,23,20,24,0,0,0,24,4
ENSDART00000021209|ENSDARG00000019339,1,22,18,22,0,1,1,23,5
ENSDART00000025635|ENSDARG00000013708,1,23,18,23,0,0,0,23,5
ENSDART00000026178|ENSDARG00000005462,1,23,18,23,0,0,0,23,5
ENSDART00000033528|ENSDARG00000027777,1,23,18,23,0,0,0,23,5
ENSDART00000033819|ENSDARG00000009208,1,23,18,23,0,0,0,23,5
ENSDART00000034268|ENSDARG00000026505,1,23,19,24,0,0,0,24,5
ENSDART00000035432|ENSDARG00000008757,2,23,18,22,1,0,1,23,5
ENSDART00000042478|ENSDARG00000031248,1,23,19,24,0,0,0,24,5
ENSDART00000045253|ENSDARG00000026376,1,23,19,24,0,0,0,24,5
ENSDART00000045518|ENSDARG00000033126,1,23,18,23,0,0,0,23,5
ENSDART00000045809|ENSDARG00000034559,1,23,19,24,0,0,0,24,5
ENSDART00000046981|ENSDARG00000019845,1,23,19,23,0,0,0,23,4
ENSDART00000047050|ENSDARG00000019236,1,23,19,24,0,0,0,24,5
ENSDART00000047409|ENSDARG00000073732,1,23,18,23,0,0,0,23,5
ENSDART00000047993|ENSDARG00000037574,1,23,18,23,0,0,0,23,5
ENSDART00000048191|ENSDARG00000008279,1,23,19,24,0,0,0,24,5
ENSDART00000051483|ENSDARG00000035515,1,22,19,23,0,1,1,24,5
ENSDART00000052389|ENSDARG00000036086,1,23,21,26,0,0,0,26,5
ENSDART00000055913|ENSDARG00000068996,1,22,19,22,0,1,1,23,4
ENSDART00000057612|ENSDARG00000039435,1,22,20,24,0,1,1,25,5
ENSDART00000058007|ENSDARG00000039681,1,23,19,24,0,0,0,24,5
ENSDART00000058876|ENSDARG00000040245,1,23,18,23,0,0,0,23,5
ENSDART00000059209|ENSDARG00000040453,2,23,19,23,1,0,1,24,5
ENSDART00000059956|ENSDARG00000040912,1,23,20,25,0,0,0,25,5
ENSDART00000061679|ENSDARG00000042087,2,23,18,22,1,0,1,23,5
ENSDART00000063052|ENSDARG00000042946,1,23,19,24,0,0,0,24,5
ENSDART00000065372|ENSDARG00000062217,4,23,19,21,3,0,3,24,5
ENSDART00000066895|ENSDARG00000045485,2,23,21,25,1,0,1,26,5
ENSDART00000067161|ENSDARG00000045680,1,23,20,25,0,0,0,25,5
ENSDART00000067512|ENSDARG00000045928,3,23,18,21,2,0,2,23,5
ENSDART00000073457|ENSDARG00000114405,1,23,20,23,0,0,0,23,3
