Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000004625|ENSDARG00000019706,1,22,18,22,0,1,1,23,5
ENSDART00000006419|ENSDARG00000011921,1,23,20,25,0,0,0,25,5
ENSDART00000008638|ENSDARG00000012248,1,23,18,23,0,0,0,23,5
ENSDART00000010311|ENSDARG00000013333,1,23,18,23,0,0,0,23,5
ENSDART00000010325|ENSDARG00000010270,2,23,18,22,1,0,1,23,5
ENSDART00000016053|ENSDARG00000020600,1,23,18,23,0,0,0,23,5
ENSDART00000016800|ENSDARG00000021086,1,23,18,23,0,0,0,23,5
ENSDART00000020995|ENSDARG00000014682,1,23,18,23,0,0,0,23,5
ENSDART00000020999|ENSDARG00000012071,1,23,18,23,0,0,0,23,5
ENSDART00000021953|ENSDARG00000008235,1,23,18,23,0,0,0,23,5
ENSDART00000023889|ENSDARG00000007407,1,23,19,24,0,0,0,24,5
ENSDART00000024662|ENSDARG00000010144,1,22,18,22,0,1,1,23,5
ENSDART00000026378|ENSDARG00000005853,1,23,20,23,0,0,0,23,3
ENSDART00000027379|ENSDARG00000016089,1,23,18,23,0,0,0,23,5
ENSDART00000028612|ENSDARG00000032868,2,23,18,22,1,0,1,23,5
ENSDART00000030622|ENSDARG00000019877,1,23,19,24,0,0,0,24,5
ENSDART00000030665|ENSDARG00000027355,1,23,20,23,0,0,0,23,3
ENSDART00000032778|ENSDARG00000024940,1,23,18,23,0,0,0,23,5
ENSDART00000032844|ENSDARG00000020328,1,23,19,24,0,0,0,24,5
ENSDART00000035581|ENSDARG00000021566,1,21,18,21,0,2,2,23,5
ENSDART00000036090|ENSDARG00000027600,1,23,19,24,0,0,0,24,5
ENSDART00000039325|ENSDARG00000027192,2,23,19,23,1,0,1,24,5
ENSDART00000041385|ENSDARG00000075538,1,23,18,23,0,0,0,23,5
ENSDART00000042944|ENSDARG00000036956,1,23,19,24,0,0,0,24,5
ENSDART00000042955|ENSDARG00000055253,1,23,18,23,0,0,0,23,5
ENSDART00000044085|ENSDARG00000034211,1,23,18,23,0,0,0,23,5
ENSDART00000045891|ENSDARG00000012367,1,23,18,23,0,0,0,23,5
ENSDART00000047248|ENSDARG00000028793,1,23,18,23,0,0,0,23,5
