Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002633|ENSDARG00000018383,1,23,19,24,0,0,0,24,5
ENSDART00000003310|ENSDARG00000008540,1,22,18,22,0,1,1,23,5
ENSDART00000003907|ENSDARG00000067828,2,23,18,22,1,0,1,23,5
ENSDART00000005021|ENSDARG00000006019,1,23,20,24,0,0,0,24,4
ENSDART00000005321|ENSDARG00000012426,1,23,18,23,0,0,0,23,5
ENSDART00000006908|ENSDARG00000045070,1,23,19,24,0,0,0,24,5
ENSDART00000007271|ENSDARG00000003940,1,23,18,23,0,0,0,23,5
ENSDART00000007434|ENSDARG00000044235,1,21,18,21,0,2,2,23,5
ENSDART00000007622|ENSDARG00000011466,1,22,19,23,0,1,1,24,5
ENSDART00000008840|ENSDARG00000030832,1,23,18,23,0,0,0,23,5
ENSDART00000011135|ENSDARG00000043317,1,23,18,23,0,0,0,23,5
ENSDART00000012357|ENSDARG00000006196,1,23,19,24,0,0,0,24,5
ENSDART00000015559|ENSDARG00000016721,1,23,18,23,0,0,0,23,5
ENSDART00000017034|ENSDARG00000010381,2,23,19,23,1,0,1,24,5
ENSDART00000017973|ENSDARG00000011613,1,23,18,23,0,0,0,23,5
ENSDART00000018817|ENSDARG00000010442,1,23,19,24,0,0,0,24,5
ENSDART00000020497|ENSDARG00000013828,1,23,18,23,0,0,0,23,5
ENSDART00000025803|ENSDARG00000015070,1,23,19,24,0,0,0,24,5
ENSDART00000025875|ENSDARG00000006901,1,23,18,23,0,0,0,23,5
ENSDART00000028007|ENSDARG00000006524,1,23,19,23,0,0,0,23,4
ENSDART00000028085|ENSDARG00000013845,1,23,18,23,0,0,0,23,5
ENSDART00000028694|ENSDARG00000023766,1,23,18,23,0,0,0,23,5
ENSDART00000038330|ENSDARG00000026489,1,23,23,23,0,0,0,23,0
ENSDART00000039828|ENSDARG00000044968,1,23,18,23,0,0,0,23,5
ENSDART00000047069|ENSDARG00000042894,1,23,18,23,0,0,0,23,5
ENSDART00000048130|ENSDARG00000031929,1,23,19,24,0,0,0,24,5
ENSDART00000049514|ENSDARG00000031202,1,23,19,23,0,0,0,23,4
ENSDART00000054235|ENSDARG00000037283,1,21,19,22,0,2,2,24,5
ENSDART00000054388|ENSDARG00000000606,1,23,18,23,0,0,0,23,5
ENSDART00000055279|ENSDARG00000077126,1,23,18,23,0,0,0,23,5
ENSDART00000055564|ENSDARG00000038113,1,23,20,25,0,0,0,25,5
ENSDART00000062684|ENSDARG00000042722,1,23,19,24,0,0,0,24,5
ENSDART00000063615|ENSDARG00000013828,1,23,18,23,0,0,0,23,5
ENSDART00000067235|ENSDARG00000045733,1,23,19,24,0,0,0,24,5
ENSDART00000067350|ENSDARG00000045822,1,23,19,24,0,0,0,24,5
ENSDART00000073734|ENSDARG00000052010,1,23,20,25,0,0,0,25,5
ENSDART00000075080|ENSDARG00000053101,1,22,18,22,0,1,1,23,5
ENSDART00000076640|ENSDARG00000054446,1,22,20,23,0,1,1,24,4
ENSDART00000078580|ENSDARG00000056144,2,23,18,22,1,0,1,23,5
ENSDART00000078665|ENSDARG00000056259,1,23,20,25,0,0,0,25,5
ENSDART00000079437|ENSDARG00000056871,1,23,19,24,0,0,0,24,5
ENSDART00000080460|ENSDARG00000057719,1,23,18,23,0,0,0,23,5
ENSDART00000083820|ENSDARG00000059902,1,22,20,24,0,1,1,25,5
ENSDART00000089172|ENSDARG00000062025,1,23,19,24,0,0,0,24,5
ENSDART00000097325|ENSDARG00000021004,1,23,19,24,0,0,0,24,5
ENSDART00000099021|ENSDARG00000055225,2,23,18,22,1,0,1,23,5
ENSDART00000104140|ENSDARG00000070734,2,23,18,22,1,0,1,23,5
ENSDART00000104268|ENSDARG00000057255,2,23,18,22,1,0,1,23,5
