Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000017229|ENSDARG00000056181,1,23,19,24,0,0,0,24,5
ENSDART00000020542|ENSDARG00000016774,1,23,18,23,0,0,0,23,5
ENSDART00000020725|ENSDARG00000012776,1,23,19,24,0,0,0,24,5
ENSDART00000024316|ENSDARG00000019507,1,23,23,23,0,0,0,23,0
ENSDART00000028856|ENSDARG00000008398,1,23,18,23,0,0,0,23,5
ENSDART00000036646|ENSDARG00000024874,1,23,20,25,0,0,0,25,5
ENSDART00000039157|ENSDARG00000001220,1,23,18,23,0,0,0,23,5
ENSDART00000049328|ENSDARG00000030804,1,22,18,22,0,1,1,23,5
ENSDART00000052541|ENSDARG00000036180,2,23,18,22,1,0,1,23,5
ENSDART00000053095|ENSDARG00000036541,2,22,19,21,1,1,2,23,4
ENSDART00000062109|ENSDARG00000027538,1,22,19,23,0,1,1,24,5
ENSDART00000065984|ENSDARG00000044894,1,23,18,23,0,0,0,23,5
ENSDART00000098504|ENSDARG00000068208,1,22,19,23,0,1,1,24,5
ENSDART00000101753|ENSDARG00000069755,1,23,18,23,0,0,0,23,5
ENSDART00000106566|ENSDARG00000058631,1,23,18,23,0,0,0,23,5
ENSDART00000110191|ENSDARG00000075467,1,23,18,23,0,0,0,23,5
ENSDART00000111266|ENSDARG00000078644,1,22,18,22,0,1,1,23,5
ENSDART00000111793|ENSDARG00000077610,1,22,18,22,0,1,1,23,5
ENSDART00000112220|ENSDARG00000074360,1,23,18,23,0,0,0,23,5
ENSDART00000113679|ENSDARG00000078500,1,23,18,23,0,0,0,23,5
ENSDART00000125367|ENSDARG00000104532,1,22,19,23,0,1,1,24,5
ENSDART00000132884|ENSDARG00000078865,2,23,19,23,1,0,1,24,5
ENSDART00000132909|ENSDARG00000008398,1,23,18,23,0,0,0,23,5
ENSDART00000134527|ENSDARG00000074360,1,23,18,23,0,0,0,23,5
ENSDART00000134542|ENSDARG00000074758,1,23,18,23,0,0,0,23,5
ENSDART00000136355|ENSDARG00000024874,1,23,20,25,0,0,0,25,5
ENSDART00000139598|ENSDARG00000012593,1,23,18,23,0,0,0,23,5
ENSDART00000140513|ENSDARG00000078500,1,23,18,23,0,0,0,23,5
ENSDART00000141206|ENSDARG00000078644,1,22,18,22,0,1,1,23,5
ENSDART00000144319|ENSDARG00000012776,1,23,19,24,0,0,0,24,5
ENSDART00000146094|ENSDARG00000043133,1,23,18,23,0,0,0,23,5
ENSDART00000146612|ENSDARG00000008740,1,23,18,23,0,0,0,23,5
ENSDART00000147170|ENSDARG00000036180,2,23,18,22,1,0,1,23,5
ENSDART00000147625|ENSDARG00000034409,2,23,18,22,1,0,1,23,5
ENSDART00000151571|ENSDARG00000093453,1,23,18,23,0,0,0,23,5
ENSDART00000152857|ENSDARG00000061778,2,23,19,23,1,0,1,24,5
ENSDART00000153646|ENSDARG00000096859,1,23,18,23,0,0,0,23,5
ENSDART00000154724|ENSDARG00000055160,1,23,19,23,0,0,0,23,4
ENSDART00000159720|ENSDARG00000068208,1,22,19,23,0,1,1,24,5
ENSDART00000160069|ENSDARG00000102277,2,23,18,22,1,0,1,23,5
ENSDART00000161329|ENSDARG00000024874,1,23,20,25,0,0,0,25,5
ENSDART00000165179|ENSDARG00000024874,1,23,20,25,0,0,0,25,5
ENSDART00000170285|ENSDARG00000068208,1,22,19,23,0,1,1,24,5
ENSDART00000172604|ENSDARG00000099178,1,22,19,23,0,1,1,24,5
ENSDART00000173515|ENSDARG00000056781,1,23,18,23,0,0,0,23,5
ENSDART00000173533|ENSDARG00000036180,2,23,18,22,1,0,1,23,5
ENSDART00000174507|ENSDARG00000024874,1,23,20,25,0,0,0,25,5
ENSDART00000178133|ENSDARG00000107385,1,23,18,23,0,0,0,23,5
ENSDART00000180951|ENSDARG00000042900,1,23,19,24,0,0,0,24,5
ENSDART00000182588|ENSDARG00000074758,1,23,18,23,0,0,0,23,5
ENSDART00000183297|ENSDARG00000074758,1,23,18,23,0,0,0,23,5
ENSDART00000184440|ENSDARG00000107385,1,23,18,23,0,0,0,23,5
ENSDART00000185274|ENSDARG00000052390,1,22,19,23,0,1,1,24,5
ENSDART00000185981|ENSDARG00000074758,1,23,18,23,0,0,0,23,5
ENSDART00000186134|ENSDARG00000024874,1,23,20,25,0,0,0,25,5
ENSDART00000189860|ENSDARG00000044894,1,23,18,23,0,0,0,23,5
ENSDART00000191285|ENSDARG00000040482,2,23,18,22,1,0,1,23,5
ENSDART00000191561|ENSDARG00000112811,1,21,18,21,0,2,2,23,5
ENSDART00000192202|ENSDARG00000077610,1,22,18,22,0,1,1,23,5
ENSDART00000194649|ENSDARG00000117793,1,23,19,24,0,0,0,24,5
ENSDART00000194779|ENSDARG00000117793,1,23,19,24,0,0,0,24,5
