Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000552|ENSDARG00000000529,1,23,19,24,0,0,0,24,5
ENSDART00000004871|ENSDARG00000006174,1,23,18,23,0,0,0,23,5
ENSDART00000005004|ENSDARG00000052721,1,22,19,23,0,1,1,24,5
ENSDART00000006124|ENSDARG00000004785,1,23,19,23,0,0,0,23,4
ENSDART00000006288|ENSDARG00000013150,2,23,18,22,1,0,1,23,5
ENSDART00000006612|ENSDARG00000004712,1,23,18,23,0,0,0,23,5
ENSDART00000006868|ENSDARG00000007745,2,23,18,22,1,0,1,23,5
ENSDART00000008590|ENSDARG00000013056,1,22,18,22,0,1,1,23,5
ENSDART00000009740|ENSDARG00000016858,1,23,19,24,0,0,0,24,5
ENSDART00000009827|ENSDARG00000023031,1,23,20,24,0,0,0,24,4
ENSDART00000011497|ENSDARG00000040251,1,23,18,23,0,0,0,23,5
ENSDART00000012759|ENSDARG00000020449,1,23,18,23,0,0,0,23,5
ENSDART00000014606|ENSDARG00000023916,1,22,18,22,0,1,1,23,5
ENSDART00000014669|ENSDARG00000030781,1,22,19,22,0,1,1,23,4
ENSDART00000016211|ENSDARG00000014994,2,23,18,22,1,0,1,23,5
ENSDART00000016535|ENSDARG00000006891,1,23,21,26,0,0,0,26,5
ENSDART00000016602|ENSDARG00000007561,2,22,19,22,1,1,2,24,5
ENSDART00000017128|ENSDARG00000013222,1,23,18,23,0,0,0,23,5
ENSDART00000017148|ENSDARG00000013095,1,22,20,23,0,1,1,24,4
ENSDART00000017646|ENSDARG00000020847,1,23,19,23,0,0,0,23,4
ENSDART00000020638|ENSDARG00000003109,1,23,18,23,0,0,0,23,5
ENSDART00000020808|ENSDARG00000017703,2,23,19,22,1,0,1,23,4
ENSDART00000021037|ENSDARG00000004754,2,23,18,22,1,0,1,23,5
ENSDART00000023452|ENSDARG00000069995,1,23,18,23,0,0,0,23,5
ENSDART00000026195|ENSDARG00000009209,1,21,18,21,0,2,2,23,5
ENSDART00000027463|ENSDARG00000007941,1,22,18,22,0,1,1,23,5
ENSDART00000028634|ENSDARG00000021812,2,23,18,22,1,0,1,23,5
ENSDART00000034011|ENSDARG00000016357,1,22,18,22,0,1,1,23,5
ENSDART00000034849|ENSDARG00000025728,1,23,19,24,0,0,0,24,5
ENSDART00000036461|ENSDARG00000024324,1,23,18,23,0,0,0,23,5
ENSDART00000036646|ENSDARG00000024874,1,23,19,24,0,0,0,24,5
ENSDART00000036856|ENSDARG00000025046,1,23,19,24,0,0,0,24,5
ENSDART00000041912|ENSDARG00000005913,1,23,19,24,0,0,0,24,5
ENSDART00000042248|ENSDARG00000017211,1,23,18,23,0,0,0,23,5
ENSDART00000042495|ENSDARG00000032272,2,23,19,23,1,0,1,24,5
ENSDART00000049437|ENSDARG00000019383,2,23,18,22,1,0,1,23,5
ENSDART00000050762|ENSDARG00000019304,1,22,18,22,0,1,1,23,5
ENSDART00000051974|ENSDARG00000035820,1,23,18,23,0,0,0,23,5
ENSDART00000052915|ENSDARG00000070981,1,23,18,23,0,0,0,23,5
ENSDART00000057645|ENSDARG00000039459,1,23,18,23,0,0,0,23,5
ENSDART00000060056|ENSDARG00000040988,1,23,18,23,0,0,0,23,5
ENSDART00000063892|ENSDARG00000043518,1,22,18,22,0,1,1,23,5
ENSDART00000064896|ENSDARG00000044199,1,23,18,23,0,0,0,23,5
ENSDART00000073549|ENSDARG00000031243,1,23,19,24,0,0,0,24,5
ENSDART00000074587|ENSDARG00000052688,1,23,19,23,0,0,0,23,4
ENSDART00000075265|ENSDARG00000101274,1,23,20,25,0,0,0,25,5
ENSDART00000075601|ENSDARG00000053574,1,23,20,25,0,0,0,25,5
ENSDART00000078491|ENSDARG00000056065,1,23,18,23,0,0,0,23,5
ENSDART00000079655|ENSDARG00000057064,1,23,20,25,0,0,0,25,5
