Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000004462|ENSDARG00000018441,3,23,18,21,2,0,2,23,5
ENSDART00000013033|ENSDARG00000018303,1,23,18,23,0,0,0,23,5
ENSDART00000023588|ENSDARG00000010454,1,23,18,23,0,0,0,23,5
ENSDART00000023833|ENSDARG00000008292,1,23,18,23,0,0,0,23,5
ENSDART00000024615|ENSDARG00000007813,1,23,19,24,0,0,0,24,5
ENSDART00000030211|ENSDARG00000028327,1,23,20,25,0,0,0,25,5
ENSDART00000039174|ENSDARG00000026990,1,23,18,23,0,0,0,23,5
ENSDART00000040550|ENSDARG00000017240,1,23,19,24,0,0,0,24,5
ENSDART00000046420|ENSDARG00000095830,1,23,18,23,0,0,0,23,5
ENSDART00000060134|ENSDARG00000041040,1,23,19,24,0,0,0,24,5
ENSDART00000063625|ENSDARG00000043342,1,23,18,23,0,0,0,23,5
ENSDART00000064187|ENSDARG00000043710,1,23,18,23,0,0,0,23,5
ENSDART00000064842|ENSDARG00000044167,1,23,19,24,0,0,0,24,5
ENSDART00000076946|ENSDARG00000054723,2,23,18,22,1,0,1,23,5
ENSDART00000084070|ENSDARG00000068562,1,22,18,22,0,1,1,23,5
ENSDART00000085387|ENSDARG00000060549,1,23,18,23,0,0,0,23,5
ENSDART00000085642|ENSDARG00000060626,1,23,18,23,0,0,0,23,5
ENSDART00000089756|ENSDARG00000062235,1,22,19,23,0,1,1,24,5
ENSDART00000090196|ENSDARG00000062379,1,23,20,23,0,0,0,23,3
ENSDART00000090816|ENSDARG00000062650,1,23,20,24,0,0,0,24,4
ENSDART00000091835|ENSDARG00000067979,2,23,19,22,1,0,1,23,4
ENSDART00000093402|ENSDARG00000063726,1,21,19,22,0,2,2,24,5
ENSDART00000102603|ENSDARG00000070100,2,23,18,22,1,0,1,23,5
ENSDART00000103748|ENSDARG00000074466,1,22,18,22,0,1,1,23,5
ENSDART00000110992|ENSDARG00000062650,1,23,20,24,0,0,0,24,4
ENSDART00000113032|ENSDARG00000073923,1,23,18,23,0,0,0,23,5
ENSDART00000113331|ENSDARG00000058771,3,23,18,21,2,0,2,23,5
ENSDART00000113763|ENSDARG00000097292,2,22,18,21,1,1,2,23,5
ENSDART00000122574|ENSDARG00000090468,1,23,18,23,0,0,0,23,5
ENSDART00000122748|ENSDARG00000026990,1,23,18,23,0,0,0,23,5
ENSDART00000125821|ENSDARG00000006600,1,23,19,24,0,0,0,24,5
ENSDART00000133719|ENSDARG00000018303,1,23,18,23,0,0,0,23,5
ENSDART00000136212|ENSDARG00000018303,1,23,18,23,0,0,0,23,5
ENSDART00000136656|ENSDARG00000051957,1,23,18,23,0,0,0,23,5
ENSDART00000137795|ENSDARG00000037397,1,23,18,23,0,0,0,23,5
ENSDART00000138336|ENSDARG00000075016,1,23,19,23,0,0,0,23,4
ENSDART00000138338|ENSDARG00000054723,2,23,18,22,1,0,1,23,5
ENSDART00000138940|ENSDARG00000028327,1,23,20,25,0,0,0,25,5
ENSDART00000139176|ENSDARG00000008292,1,23,18,23,0,0,0,23,5
