Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003716|ENSDARG00000055644,1,23,18,23,0,0,0,23,5
ENSDART00000005067|ENSDARG00000003398,1,23,19,23,0,0,0,23,4
ENSDART00000006378|ENSDARG00000010878,1,23,20,25,0,0,0,25,5
ENSDART00000006505|ENSDARG00000015906,2,23,18,22,1,0,1,23,5
ENSDART00000013033|ENSDARG00000018303,1,22,18,22,0,1,1,23,5
ENSDART00000013437|ENSDARG00000044343,1,23,18,23,0,0,0,23,5
ENSDART00000016690|ENSDARG00000007315,1,23,20,25,0,0,0,25,5
ENSDART00000017090|ENSDARG00000010785,1,23,18,23,0,0,0,23,5
ENSDART00000018304|ENSDARG00000024204,2,23,18,22,1,0,1,23,5
ENSDART00000018423|ENSDARG00000023323,1,22,18,22,0,1,1,23,5
ENSDART00000019905|ENSDARG00000009949,1,23,21,23,0,0,0,23,2
ENSDART00000020153|ENSDARG00000020123,1,23,19,24,0,0,0,24,5
ENSDART00000020261|ENSDARG00000009021,1,23,18,23,0,0,0,23,5
ENSDART00000020798|ENSDARG00000007077,1,23,19,24,0,0,0,24,5
ENSDART00000021550|ENSDARG00000026519,1,23,19,24,0,0,0,24,5
ENSDART00000022010|ENSDARG00000018773,2,23,19,22,1,0,1,23,4
ENSDART00000022725|ENSDARG00000007582,1,22,18,22,0,1,1,23,5
ENSDART00000023206|ENSDARG00000019130,2,23,19,23,1,0,1,24,5
ENSDART00000023757|ENSDARG00000018107,1,23,18,23,0,0,0,23,5
ENSDART00000025414|ENSDARG00000001437,1,22,19,22,0,1,1,23,4
ENSDART00000026000|ENSDARG00000017128,1,23,19,24,0,0,0,24,5
ENSDART00000026295|ENSDARG00000011545,1,23,18,23,0,0,0,23,5
ENSDART00000027466|ENSDARG00000017431,1,23,20,25,0,0,0,25,5
ENSDART00000028946|ENSDARG00000027154,1,23,18,23,0,0,0,23,5
ENSDART00000029106|ENSDARG00000105568,1,23,19,24,0,0,0,24,5
ENSDART00000030282|ENSDARG00000056510,1,23,18,23,0,0,0,23,5
ENSDART00000031752|ENSDARG00000026395,1,23,18,23,0,0,0,23,5
ENSDART00000033093|ENSDARG00000022698,1,23,20,25,0,0,0,25,5
ENSDART00000034883|ENSDARG00000022895,1,22,18,22,0,1,1,23,5
ENSDART00000035400|ENSDARG00000026048,2,23,18,22,1,0,1,23,5
ENSDART00000037420|ENSDARG00000026519,1,23,19,24,0,0,0,24,5
ENSDART00000042572|ENSDARG00000045064,1,23,18,23,0,0,0,23,5
ENSDART00000042874|ENSDARG00000007315,1,23,20,25,0,0,0,25,5
ENSDART00000043091|ENSDARG00000016551,1,23,18,23,0,0,0,23,5
ENSDART00000044005|ENSDARG00000007315,1,23,20,25,0,0,0,25,5
ENSDART00000047954|ENSDARG00000058221,1,23,19,24,0,0,0,24,5
ENSDART00000049572|ENSDARG00000034773,1,23,19,23,0,0,0,23,4
ENSDART00000050559|ENSDARG00000070470,1,23,19,24,0,0,0,24,5
ENSDART00000051524|ENSDARG00000035544,1,23,19,23,0,0,0,23,4
ENSDART00000052803|ENSDARG00000088130,1,23,19,24,0,0,0,24,5
ENSDART00000057315|ENSDARG00000039229,1,23,19,23,0,0,0,23,4
ENSDART00000058586|ENSDARG00000070108,1,23,19,24,0,0,0,24,5
ENSDART00000059872|ENSDARG00000068916,2,23,19,23,1,0,1,24,5
ENSDART00000060729|ENSDARG00000041428,1,23,18,23,0,0,0,23,5
ENSDART00000062216|ENSDARG00000042530,2,23,19,23,1,0,1,24,5
ENSDART00000062360|ENSDARG00000042530,2,23,19,23,1,0,1,24,5
ENSDART00000063438|ENSDARG00000053520,1,23,18,23,0,0,0,23,5
ENSDART00000065433|ENSDARG00000016750,1,23,19,24,0,0,0,24,5
ENSDART00000065500|ENSDARG00000058953,1,22,18,22,0,1,1,23,5
ENSDART00000066782|ENSDARG00000045415,1,23,18,23,0,0,0,23,5
ENSDART00000073676|ENSDARG00000051956,1,23,18,23,0,0,0,23,5
ENSDART00000074212|ENSDARG00000000861,1,23,19,24,0,0,0,24,5
ENSDART00000078022|ENSDARG00000075793,1,23,20,24,0,0,0,24,4
ENSDART00000078035|ENSDARG00000055648,1,23,18,23,0,0,0,23,5
ENSDART00000078529|ENSDARG00000045515,1,23,18,23,0,0,0,23,5
ENSDART00000078984|ENSDARG00000056480,1,23,18,23,0,0,0,23,5
ENSDART00000079310|ENSDARG00000008238,2,23,18,22,1,0,1,23,5
ENSDART00000080609|ENSDARG00000057855,1,23,18,23,0,0,0,23,5
ENSDART00000081633|ENSDARG00000058719,1,23,18,23,0,0,0,23,5
ENSDART00000081718|ENSDARG00000058780,1,23,19,24,0,0,0,24,5
ENSDART00000084035|ENSDARG00000052894,2,23,18,22,1,0,1,23,5
ENSDART00000086765|ENSDARG00000061095,1,23,18,23,0,0,0,23,5
ENSDART00000086861|ENSDARG00000061052,1,23,20,25,0,0,0,25,5
ENSDART00000086868|ENSDARG00000061138,1,23,20,25,0,0,0,25,5
ENSDART00000091377|ENSDARG00000062872,1,23,20,25,0,0,0,25,5
ENSDART00000091780|ENSDARG00000063050,1,23,18,23,0,0,0,23,5
ENSDART00000093247|ENSDARG00000104596,1,23,19,24,0,0,0,24,5
ENSDART00000099439|ENSDARG00000008575,1,23,18,23,0,0,0,23,5
ENSDART00000101204|ENSDARG00000058538,1,21,18,21,0,2,2,23,5
ENSDART00000102434|ENSDARG00000070029,1,23,18,23,0,0,0,23,5
ENSDART00000102674|ENSDARG00000052957,1,23,18,23,0,0,0,23,5
ENSDART00000102788|ENSDARG00000004635,1,23,18,23,0,0,0,23,5
ENSDART00000103833|ENSDARG00000054127,2,23,18,22,1,0,1,23,5
ENSDART00000104224|ENSDARG00000060835,2,23,19,23,1,0,1,24,5
ENSDART00000106186|ENSDARG00000071692,2,23,21,25,1,0,1,26,5
ENSDART00000108484|ENSDARG00000061052,1,23,20,25,0,0,0,25,5
ENSDART00000109017|ENSDARG00000074017,1,22,18,22,0,1,1,23,5
ENSDART00000109060|ENSDARG00000079269,1,23,18,23,0,0,0,23,5
ENSDART00000109234|ENSDARG00000052343,1,23,18,23,0,0,0,23,5
ENSDART00000109314|ENSDARG00000078326,1,23,18,23,0,0,0,23,5
ENSDART00000110470|ENSDARG00000077580,1,23,18,23,0,0,0,23,5
ENSDART00000111237|ENSDARG00000074708,1,23,19,24,0,0,0,24,5
ENSDART00000111308|ENSDARG00000079217,2,23,18,22,1,0,1,23,5
ENSDART00000112032|ENSDARG00000076434,1,23,18,23,0,0,0,23,5
