Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003494|ENSDARG00000001127,1,23,18,23,0,0,0,23,5
ENSDART00000005373|ENSDARG00000013837,1,23,18,23,0,0,0,23,5
ENSDART00000006073|ENSDARG00000013335,2,23,18,22,1,0,1,23,5
ENSDART00000006514|ENSDARG00000006816,1,23,18,23,0,0,0,23,5
ENSDART00000007531|ENSDARG00000004246,1,23,21,25,0,0,0,25,4
ENSDART00000007622|ENSDARG00000011466,1,23,18,23,0,0,0,23,5
ENSDART00000007642|ENSDARG00000077664,1,23,19,23,0,0,0,23,4
ENSDART00000008047|ENSDARG00000025507,2,23,19,22,1,0,1,23,4
ENSDART00000008994|ENSDARG00000010591,2,23,19,23,1,0,1,24,5
ENSDART00000010274|ENSDARG00000011141,1,23,20,25,0,0,0,25,5
ENSDART00000010997|ENSDARG00000005162,1,23,18,23,0,0,0,23,5
ENSDART00000011876|ENSDARG00000003904,2,23,18,22,1,0,1,23,5
ENSDART00000014183|ENSDARG00000014670,1,23,18,23,0,0,0,23,5
ENSDART00000014538|ENSDARG00000020122,1,22,18,22,0,1,1,23,5
ENSDART00000014668|ENSDARG00000002600,1,23,19,24,0,0,0,24,5
ENSDART00000017941|ENSDARG00000016630,1,23,19,23,0,0,0,23,4
ENSDART00000018037|ENSDARG00000026329,1,23,19,24,0,0,0,24,5
ENSDART00000019050|ENSDARG00000018399,1,23,18,23,0,0,0,23,5
ENSDART00000019202|ENSDARG00000013453,2,23,18,22,1,0,1,23,5
ENSDART00000019450|ENSDARG00000018840,1,23,20,25,0,0,0,25,5
ENSDART00000019939|ENSDARG00000010255,1,23,19,24,0,0,0,24,5
ENSDART00000020786|ENSDARG00000018106,1,22,18,22,0,1,1,23,5
ENSDART00000021491|ENSDARG00000006125,1,23,19,24,0,0,0,24,5
ENSDART00000022799|ENSDARG00000009525,1,22,18,22,0,1,1,23,5
ENSDART00000023038|ENSDARG00000010132,1,23,19,24,0,0,0,24,5
ENSDART00000023549|ENSDARG00000017728,1,23,19,24,0,0,0,24,5
ENSDART00000023575|ENSDARG00000005645,1,22,18,22,0,1,1,23,5
ENSDART00000023997|ENSDARG00000016754,2,23,18,22,1,0,1,23,5
ENSDART00000024034|ENSDARG00000017311,1,23,20,25,0,0,0,25,5
ENSDART00000024453|ENSDARG00000073710,1,23,18,23,0,0,0,23,5
ENSDART00000024778|ENSDARG00000005645,1,22,18,22,0,1,1,23,5
ENSDART00000025332|ENSDARG00000093411,1,23,20,24,0,0,0,24,4
ENSDART00000026339|ENSDARG00000018961,1,23,18,23,0,0,0,23,5
ENSDART00000028349|ENSDARG00000015065,2,23,19,23,1,0,1,24,5
ENSDART00000028623|ENSDARG00000025071,1,23,19,24,0,0,0,24,5
ENSDART00000030409|ENSDARG00000039729,1,23,18,23,0,0,0,23,5
ENSDART00000032324|ENSDARG00000020473,1,22,18,22,0,1,1,23,5
ENSDART00000035761|ENSDARG00000018192,1,23,20,23,0,0,0,23,3
ENSDART00000035827|ENSDARG00000005002,1,23,18,23,0,0,0,23,5
ENSDART00000038495|ENSDARG00000014571,1,23,20,23,0,0,0,23,3
ENSDART00000039973|ENSDARG00000029692,1,23,18,23,0,0,0,23,5
ENSDART00000041503|ENSDARG00000013730,1,23,18,23,0,0,0,23,5
ENSDART00000042060|ENSDARG00000033707,3,23,18,21,2,0,2,23,5
ENSDART00000042683|ENSDARG00000070567,1,23,19,24,0,0,0,24,5
ENSDART00000043429|ENSDARG00000028625,1,23,19,24,0,0,0,24,5
ENSDART00000047528|ENSDARG00000030644,1,23,20,25,0,0,0,25,5
ENSDART00000048438|ENSDARG00000034988,1,23,18,23,0,0,0,23,5
ENSDART00000051774|ENSDARG00000035697,1,23,19,24,0,0,0,24,5
ENSDART00000052641|ENSDARG00000036239,1,23,18,23,0,0,0,23,5
ENSDART00000053422|ENSDARG00000036793,2,23,18,22,1,0,1,23,5
ENSDART00000053609|ENSDARG00000036915,1,23,20,25,0,0,0,25,5
ENSDART00000056747|ENSDARG00000038867,1,23,18,23,0,0,0,23,5
ENSDART00000057469|ENSDARG00000010154,1,23,18,23,0,0,0,23,5
ENSDART00000058665|ENSDARG00000040110,1,23,18,23,0,0,0,23,5
ENSDART00000058910|ENSDARG00000040266,1,23,23,23,0,0,0,23,0
ENSDART00000059196|ENSDARG00000040443,1,23,18,23,0,0,0,23,5
ENSDART00000059255|ENSDARG00000040487,2,23,18,22,1,0,1,23,5
ENSDART00000062560|ENSDARG00000042646,2,23,18,22,1,0,1,23,5
ENSDART00000063274|ENSDARG00000043095,1,23,18,23,0,0,0,23,5
ENSDART00000064500|ENSDARG00000043923,1,23,18,23,0,0,0,23,5
ENSDART00000064655|ENSDARG00000044038,1,23,18,23,0,0,0,23,5
ENSDART00000065033|ENSDARG00000014050,1,21,18,21,0,2,2,23,5
ENSDART00000065755|ENSDARG00000069525,1,23,18,23,0,0,0,23,5
ENSDART00000066835|ENSDARG00000045444,1,22,19,23,0,1,1,24,5
ENSDART00000067630|ENSDARG00000039901,1,23,18,23,0,0,0,23,5
ENSDART00000073588|ENSDARG00000051880,1,23,19,24,0,0,0,24,5
ENSDART00000074401|ENSDARG00000056018,1,23,19,24,0,0,0,24,5
ENSDART00000074587|ENSDARG00000052688,1,23,18,23,0,0,0,23,5
ENSDART00000074811|ENSDARG00000052876,2,23,19,23,1,0,1,24,5
ENSDART00000075112|ENSDARG00000053122,1,23,19,24,0,0,0,24,5
ENSDART00000075617|ENSDARG00000053569,1,23,18,23,0,0,0,23,5
ENSDART00000076528|ENSDARG00000054344,1,23,18,23,0,0,0,23,5
ENSDART00000077108|ENSDARG00000054837,1,23,19,23,0,0,0,23,4
ENSDART00000078953|ENSDARG00000056453,1,23,18,23,0,0,0,23,5
ENSDART00000080536|ENSDARG00000069912,2,22,18,21,1,1,2,23,5
ENSDART00000084070|ENSDARG00000068562,1,23,18,23,0,0,0,23,5
ENSDART00000084381|ENSDARG00000060112,1,23,18,23,0,0,0,23,5
ENSDART00000085253|ENSDARG00000060482,2,23,18,22,1,0,1,23,5
ENSDART00000085319|ENSDARG00000060506,1,23,19,24,0,0,0,24,5
ENSDART00000086165|ENSDARG00000060847,1,23,19,24,0,0,0,24,5
ENSDART00000088460|ENSDARG00000061757,1,23,18,23,0,0,0,23,5
ENSDART00000089108|ENSDARG00000078179,1,22,19,22,0,1,1,23,4
ENSDART00000090102|ENSDARG00000062362,2,23,18,22,1,0,1,23,5
ENSDART00000090446|ENSDARG00000062506,1,23,18,23,0,0,0,23,5
ENSDART00000090486|ENSDARG00000006848,1,23,18,23,0,0,0,23,5
ENSDART00000090788|ENSDARG00000062631,1,21,18,21,0,2,2,23,5
ENSDART00000097685|ENSDARG00000067815,1,23,20,25,0,0,0,25,5
ENSDART00000098076|ENSDARG00000067996,1,23,18,23,0,0,0,23,5
ENSDART00000098390|ENSDARG00000040286,1,23,18,23,0,0,0,23,5
ENSDART00000098421|ENSDARG00000068176,1,23,18,23,0,0,0,23,5
ENSDART00000102125|ENSDARG00000035175,1,23,18,23,0,0,0,23,5
ENSDART00000102461|ENSDARG00000070037,2,23,19,22,1,0,1,23,4
ENSDART00000103376|ENSDARG00000014050,1,21,18,21,0,2,2,23,5
ENSDART00000104043|ENSDARG00000070683,2,23,18,22,1,0,1,23,5
ENSDART00000104493|ENSDARG00000070913,1,23,18,23,0,0,0,23,5
ENSDART00000104744|ENSDARG00000071025,2,22,18,21,1,1,2,23,5
ENSDART00000104793|ENSDARG00000092166,2,23,19,23,1,0,1,24,5
ENSDART00000105346|ENSDARG00000013335,2,23,18,22,1,0,1,23,5
ENSDART00000105762|ENSDARG00000021833,1,23,19,23,0,0,0,23,4
ENSDART00000105767|ENSDARG00000071498,1,23,18,23,0,0,0,23,5
ENSDART00000108923|ENSDARG00000039225,1,23,18,23,0,0,0,23,5
ENSDART00000109635|ENSDARG00000075800,1,23,19,24,0,0,0,24,5
ENSDART00000109889|ENSDARG00000075984,1,23,19,24,0,0,0,24,5
ENSDART00000110377|ENSDARG00000078250,1,23,19,23,0,0,0,23,4
ENSDART00000110514|ENSDARG00000074229,2,23,18,22,1,0,1,23,5
ENSDART00000110550|ENSDARG00000016981,1,23,19,23,0,0,0,23,4
ENSDART00000110560|ENSDARG00000075225,1,22,18,22,0,1,1,23,5
ENSDART00000111111|ENSDARG00000077761,1,23,18,23,0,0,0,23,5
ENSDART00000111248|ENSDARG00000077907,1,23,19,24,0,0,0,24,5
ENSDART00000111278|ENSDARG00000077465,1,23,19,24,0,0,0,24,5
ENSDART00000111462|ENSDARG00000076815,1,23,19,23,0,0,0,23,4
ENSDART00000112098|ENSDARG00000075030,1,23,20,24,0,0,0,24,4
ENSDART00000112125|ENSDARG00000078169,1,23,18,23,0,0,0,23,5
ENSDART00000112210|ENSDARG00000045870,1,23,19,24,0,0,0,24,5
ENSDART00000112689|ENSDARG00000007901,1,23,19,24,0,0,0,24,5
ENSDART00000112782|ENSDARG00000078227,1,23,19,24,0,0,0,24,5
ENSDART00000113058|ENSDARG00000017311,1,23,20,25,0,0,0,25,5
ENSDART00000113135|ENSDARG00000074734,1,23,18,23,0,0,0,23,5
ENSDART00000113998|ENSDARG00000073731,1,23,18,23,0,0,0,23,5
ENSDART00000114113|ENSDARG00000010770,1,23,22,23,0,0,0,23,1
ENSDART00000114286|ENSDARG00000075936,1,23,20,25,0,0,0,25,5
ENSDART00000114429|ENSDARG00000074367,1,23,18,23,0,0,0,23,5
ENSDART00000114805|ENSDARG00000078762,2,23,18,22,1,0,1,23,5
ENSDART00000121756|ENSDARG00000060112,1,23,18,23,0,0,0,23,5
ENSDART00000122081|ENSDARG00000060112,1,23,18,23,0,0,0,23,5
ENSDART00000122274|ENSDARG00000089856,1,23,19,23,0,0,0,23,4
ENSDART00000122435|ENSDARG00000087012,1,23,19,24,0,0,0,24,5
ENSDART00000123074|ENSDARG00000042467,1,23,18,23,0,0,0,23,5
ENSDART00000123139|ENSDARG00000025071,1,23,19,24,0,0,0,24,5
ENSDART00000123534|ENSDARG00000089913,2,23,19,23,1,0,1,24,5
ENSDART00000124285|ENSDARG00000090061,1,23,19,24,0,0,0,24,5
ENSDART00000124308|ENSDARG00000090847,2,23,18,22,1,0,1,23,5
ENSDART00000124331|ENSDARG00000090108,1,23,19,23,0,0,0,23,4
ENSDART00000124336|ENSDARG00000013730,1,23,18,23,0,0,0,23,5
ENSDART00000124445|ENSDARG00000089795,1,23,20,25,0,0,0,25,5
ENSDART00000124514|ENSDARG00000089861,1,23,18,23,0,0,0,23,5
ENSDART00000124524|ENSDARG00000003904,2,23,18,22,1,0,1,23,5
ENSDART00000124562|ENSDARG00000077178,1,23,18,23,0,0,0,23,5
ENSDART00000125991|ENSDARG00000087299,1,23,18,23,0,0,0,23,5
ENSDART00000126129|ENSDARG00000075149,2,22,19,22,1,1,2,24,5
ENSDART00000126768|ENSDARG00000090971,2,23,18,22,1,0,1,23,5
ENSDART00000126908|ENSDARG00000032380,1,23,18,23,0,0,0,23,5
ENSDART00000126979|ENSDARG00000090309,1,23,18,23,0,0,0,23,5
ENSDART00000127202|ENSDARG00000116762,1,23,19,24,0,0,0,24,5
ENSDART00000127346|ENSDARG00000010591,2,23,19,23,1,0,1,24,5
ENSDART00000127894|ENSDARG00000045870,1,23,19,24,0,0,0,24,5
ENSDART00000128014|ENSDARG00000087352,1,23,18,23,0,0,0,23,5
ENSDART00000128442|ENSDARG00000070165,1,23,18,23,0,0,0,23,5
ENSDART00000128780|ENSDARG00000032380,1,23,18,23,0,0,0,23,5
ENSDART00000129148|ENSDARG00000086933,1,23,19,24,0,0,0,24,5
ENSDART00000129719|ENSDARG00000086775,1,23,18,23,0,0,0,23,5
ENSDART00000130278|ENSDARG00000090973,1,23,18,23,0,0,0,23,5
ENSDART00000130280|ENSDARG00000090900,2,23,18,22,1,0,1,23,5
ENSDART00000131128|ENSDARG00000074589,1,23,18,23,0,0,0,23,5
ENSDART00000131286|ENSDARG00000086523,1,23,19,24,0,0,0,24,5
ENSDART00000131403|ENSDARG00000009525,1,22,18,22,0,1,1,23,5
ENSDART00000131838|ENSDARG00000035579,1,23,18,23,0,0,0,23,5
ENSDART00000132093|ENSDARG00000045343,1,23,18,23,0,0,0,23,5
ENSDART00000132121|ENSDARG00000055036,1,23,20,25,0,0,0,25,5
ENSDART00000132131|ENSDARG00000014050,1,21,18,21,0,2,2,23,5
ENSDART00000132171|ENSDARG00000005314,1,23,20,24,0,0,0,24,4
ENSDART00000132181|ENSDARG00000087299,1,23,18,23,0,0,0,23,5
ENSDART00000132295|ENSDARG00000056387,1,23,19,24,0,0,0,24,5
ENSDART00000132334|ENSDARG00000062702,1,22,18,22,0,1,1,23,5
ENSDART00000132347|ENSDARG00000014050,1,21,18,21,0,2,2,23,5
ENSDART00000132867|ENSDARG00000014050,1,21,18,21,0,2,2,23,5
ENSDART00000133512|ENSDARG00000079373,2,23,19,23,1,0,1,24,5
ENSDART00000133524|ENSDARG00000086775,1,23,18,23,0,0,0,23,5
ENSDART00000133619|ENSDARG00000009525,1,22,18,22,0,1,1,23,5
ENSDART00000133674|ENSDARG00000010770,1,23,22,23,0,0,0,23,1
ENSDART00000133935|ENSDARG00000005704,1,23,18,23,0,0,0,23,5
ENSDART00000133946|ENSDARG00000092166,2,23,19,23,1,0,1,24,5
ENSDART00000134125|ENSDARG00000077075,1,22,20,24,0,1,1,25,5
ENSDART00000134177|ENSDARG00000005176,3,23,18,21,2,0,2,23,5
ENSDART00000134537|ENSDARG00000092624,1,23,18,23,0,0,0,23,5
ENSDART00000134550|ENSDARG00000058022,1,23,18,23,0,0,0,23,5
ENSDART00000134684|ENSDARG00000095750,1,22,20,24,0,1,1,25,5
ENSDART00000134809|ENSDARG00000075612,1,23,18,23,0,0,0,23,5
ENSDART00000134922|ENSDARG00000061580,1,23,19,23,0,0,0,23,4
ENSDART00000135008|ENSDARG00000054344,1,23,18,23,0,0,0,23,5
ENSDART00000135017|ENSDARG00000040443,1,23,18,23,0,0,0,23,5
ENSDART00000135028|ENSDARG00000039756,2,23,19,23,1,0,1,24,5
ENSDART00000135321|ENSDARG00000009525,1,22,18,22,0,1,1,23,5
ENSDART00000135344|ENSDARG00000007791,1,23,21,25,0,0,0,25,4
ENSDART00000135597|ENSDARG00000062506,1,23,18,23,0,0,0,23,5
ENSDART00000135731|ENSDARG00000062631,1,21,18,21,0,2,2,23,5
ENSDART00000136081|ENSDARG00000010132,1,23,19,24,0,0,0,24,5
ENSDART00000136234|ENSDARG00000060065,1,23,20,24,0,0,0,24,4
ENSDART00000136688|ENSDARG00000013730,1,23,18,23,0,0,0,23,5
ENSDART00000136733|ENSDARG00000012019,1,23,18,23,0,0,0,23,5
ENSDART00000136749|ENSDARG00000076974,2,23,18,22,1,0,1,23,5
ENSDART00000137358|ENSDARG00000054968,1,23,19,24,0,0,0,24,5
ENSDART00000137486|ENSDARG00000039255,2,23,18,22,1,0,1,23,5
ENSDART00000138043|ENSDARG00000074589,1,23,18,23,0,0,0,23,5
ENSDART00000138109|ENSDARG00000069855,1,23,18,23,0,0,0,23,5
ENSDART00000138634|ENSDARG00000074749,1,23,18,23,0,0,0,23,5
ENSDART00000138644|ENSDARG00000052826,1,22,18,22,0,1,1,23,5
ENSDART00000138850|ENSDARG00000078169,1,23,18,23,0,0,0,23,5
ENSDART00000138852|ENSDARG00000070098,1,23,18,23,0,0,0,23,5
ENSDART00000138855|ENSDARG00000016981,1,23,19,23,0,0,0,23,4
ENSDART00000138955|ENSDARG00000086665,1,23,18,23,0,0,0,23,5
ENSDART00000139112|ENSDARG00000087299,1,23,18,23,0,0,0,23,5
ENSDART00000139682|ENSDARG00000005704,1,23,18,23,0,0,0,23,5
ENSDART00000139698|ENSDARG00000020122,1,22,18,22,0,1,1,23,5
ENSDART00000140181|ENSDARG00000076343,1,23,18,23,0,0,0,23,5
ENSDART00000140335|ENSDARG00000039255,2,23,18,22,1,0,1,23,5
ENSDART00000140425|ENSDARG00000093411,1,23,20,24,0,0,0,24,4
ENSDART00000140665|ENSDARG00000002013,3,23,18,21,2,0,2,23,5
ENSDART00000141157|ENSDARG00000088168,2,23,19,23,1,0,1,24,5
ENSDART00000141366|ENSDARG00000069855,1,23,18,23,0,0,0,23,5
ENSDART00000141575|ENSDARG00000061214,1,23,18,23,0,0,0,23,5
ENSDART00000141873|ENSDARG00000062506,1,23,18,23,0,0,0,23,5
ENSDART00000142358|ENSDARG00000016981,1,23,19,23,0,0,0,23,4
ENSDART00000142431|ENSDARG00000069988,1,23,20,23,0,0,0,23,3
