Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002961|ENSDARG00000008278,1,23,18,23,0,0,0,23,5
ENSDART00000003143|ENSDARG00000018742,1,23,19,24,0,0,0,24,5
ENSDART00000004217|ENSDARG00000035598,2,23,18,22,1,0,1,23,5
ENSDART00000005473|ENSDARG00000013292,1,23,18,23,0,0,0,23,5
ENSDART00000006344|ENSDARG00000016350,1,23,18,23,0,0,0,23,5
ENSDART00000007068|ENSDARG00000006568,1,23,20,25,0,0,0,25,5
ENSDART00000007434|ENSDARG00000044235,2,23,18,22,1,0,1,23,5
ENSDART00000008043|ENSDARG00000021137,1,23,19,24,0,0,0,24,5
ENSDART00000008302|ENSDARG00000011948,1,23,18,23,0,0,0,23,5
ENSDART00000009234|ENSDARG00000012723,1,23,18,23,0,0,0,23,5
ENSDART00000011135|ENSDARG00000043317,1,23,18,23,0,0,0,23,5
ENSDART00000011943|ENSDARG00000020143,1,23,19,24,0,0,0,24,5
ENSDART00000013007|ENSDARG00000007347,1,23,18,23,0,0,0,23,5
ENSDART00000015117|ENSDARG00000040732,1,23,18,23,0,0,0,23,5
ENSDART00000020389|ENSDARG00000016936,3,23,18,21,2,0,2,23,5
ENSDART00000022765|ENSDARG00000016399,1,22,19,23,0,1,1,24,5
ENSDART00000024207|ENSDARG00000018025,1,23,18,23,0,0,0,23,5
ENSDART00000025198|ENSDARG00000012051,1,23,19,24,0,0,0,24,5
ENSDART00000026303|ENSDARG00000019274,1,23,18,23,0,0,0,23,5
ENSDART00000029719|ENSDARG00000028542,1,22,18,22,0,1,1,23,5
ENSDART00000030738|ENSDARG00000025859,1,23,18,23,0,0,0,23,5
ENSDART00000032212|ENSDARG00000027807,1,22,18,22,0,1,1,23,5
ENSDART00000032552|ENSDARG00000025808,2,23,19,23,1,0,1,24,5
ENSDART00000034011|ENSDARG00000016357,1,22,20,23,0,1,1,24,4
ENSDART00000034883|ENSDARG00000022895,2,23,19,22,1,0,1,23,4
ENSDART00000035188|ENSDARG00000034808,1,23,19,23,0,0,0,23,4
ENSDART00000035967|ENSDARG00000022280,1,23,19,24,0,0,0,24,5
ENSDART00000039325|ENSDARG00000027192,1,23,18,23,0,0,0,23,5
ENSDART00000041468|ENSDARG00000031496,1,23,18,23,0,0,0,23,5
ENSDART00000041942|ENSDARG00000003754,1,23,18,23,0,0,0,23,5
ENSDART00000045391|ENSDARG00000032161,1,22,18,22,0,1,1,23,5
ENSDART00000045616|ENSDARG00000016667,1,22,18,22,0,1,1,23,5
ENSDART00000045971|ENSDARG00000003877,3,23,18,21,2,0,2,23,5
ENSDART00000047080|ENSDARG00000034572,1,22,20,24,0,1,1,25,5
ENSDART00000048628|ENSDARG00000031698,1,23,18,23,0,0,0,23,5
ENSDART00000049593|ENSDARG00000074607,2,23,18,22,1,0,1,23,5
ENSDART00000051025|ENSDARG00000035221,1,23,19,23,0,0,0,23,4
ENSDART00000053332|ENSDARG00000055574,2,23,18,22,1,0,1,23,5
ENSDART00000054020|ENSDARG00000037154,2,22,18,21,1,1,2,23,5
ENSDART00000054840|ENSDARG00000060655,2,23,18,22,1,0,1,23,5
ENSDART00000055132|ENSDARG00000037836,1,22,19,23,0,1,1,24,5
ENSDART00000056023|ENSDARG00000089602,2,23,18,22,1,0,1,23,5
ENSDART00000056101|ENSDARG00000052789,1,23,18,23,0,0,0,23,5
ENSDART00000056801|ENSDARG00000038909,1,23,18,23,0,0,0,23,5
ENSDART00000057423|ENSDARG00000039302,1,23,18,23,0,0,0,23,5
ENSDART00000057638|ENSDARG00000039452,3,23,18,21,2,0,2,23,5
ENSDART00000058007|ENSDARG00000039681,1,23,18,23,0,0,0,23,5
ENSDART00000058066|ENSDARG00000073716,1,23,18,23,0,0,0,23,5
ENSDART00000058532|ENSDARG00000040009,2,23,18,22,1,0,1,23,5
ENSDART00000059358|ENSDARG00000028973,1,23,20,24,0,0,0,24,4
ENSDART00000060840|ENSDARG00000041503,2,23,18,22,1,0,1,23,5
ENSDART00000061981|ENSDARG00000023287,1,23,19,24,0,0,0,24,5
ENSDART00000062582|ENSDARG00000042663,1,23,19,23,0,0,0,23,4
ENSDART00000063892|ENSDARG00000043518,1,22,20,23,0,1,1,24,4
ENSDART00000063923|ENSDARG00000043542,1,22,18,22,0,1,1,23,5
ENSDART00000063950|ENSDARG00000043561,1,23,19,24,0,0,0,24,5
ENSDART00000065933|ENSDARG00000002494,1,22,19,23,0,1,1,24,5
ENSDART00000067078|ENSDARG00000025902,1,23,18,23,0,0,0,23,5
ENSDART00000073631|ENSDARG00000054501,1,23,18,23,0,0,0,23,5
ENSDART00000074070|ENSDARG00000052242,2,23,18,22,1,0,1,23,5
ENSDART00000074401|ENSDARG00000056018,1,23,18,23,0,0,0,23,5
ENSDART00000074540|ENSDARG00000052644,1,22,20,24,0,1,1,25,5
ENSDART00000074718|ENSDARG00000038445,1,23,18,23,0,0,0,23,5
ENSDART00000074829|ENSDARG00000002722,2,23,18,22,1,0,1,23,5
ENSDART00000076082|ENSDARG00000053973,1,23,19,24,0,0,0,24,5
ENSDART00000076304|ENSDARG00000054155,1,23,18,23,0,0,0,23,5
ENSDART00000076373|ENSDARG00000054211,1,23,18,23,0,0,0,23,5
ENSDART00000076693|ENSDARG00000054501,1,23,18,23,0,0,0,23,5
ENSDART00000077215|ENSDARG00000054931,1,23,18,23,0,0,0,23,5
ENSDART00000077484|ENSDARG00000055162,1,23,18,23,0,0,0,23,5
ENSDART00000078086|ENSDARG00000055690,2,23,18,22,1,0,1,23,5
ENSDART00000078226|ENSDARG00000086493,1,22,18,22,0,1,1,23,5
ENSDART00000080439|ENSDARG00000057714,1,23,19,24,0,0,0,24,5
ENSDART00000081426|ENSDARG00000028900,1,23,18,23,0,0,0,23,5
ENSDART00000082511|ENSDARG00000059399,1,23,19,24,0,0,0,24,5
ENSDART00000082944|ENSDARG00000035706,3,23,19,22,2,0,2,24,5
ENSDART00000085319|ENSDARG00000060506,1,22,19,22,0,1,1,23,4
ENSDART00000085931|ENSDARG00000060783,1,23,20,25,0,0,0,25,5
ENSDART00000086525|ENSDARG00000078887,1,23,18,23,0,0,0,23,5
ENSDART00000087040|ENSDARG00000061201,1,23,19,24,0,0,0,24,5
ENSDART00000088077|ENSDARG00000074226,1,23,19,24,0,0,0,24,5
ENSDART00000089953|ENSDARG00000062315,1,23,19,24,0,0,0,24,5
ENSDART00000089971|ENSDARG00000062346,1,22,19,23,0,1,1,24,5
ENSDART00000091529|ENSDARG00000062948,2,23,19,23,1,0,1,24,5
ENSDART00000091662|ENSDARG00000001754,1,23,18,23,0,0,0,23,5
ENSDART00000091850|ENSDARG00000063076,1,23,20,25,0,0,0,25,5
ENSDART00000091924|ENSDARG00000063108,1,22,18,22,0,1,1,23,5
ENSDART00000092903|ENSDARG00000063527,1,23,18,23,0,0,0,23,5
ENSDART00000093247|ENSDARG00000104596,1,23,18,23,0,0,0,23,5
ENSDART00000097648|ENSDARG00000067795,1,23,18,23,0,0,0,23,5
ENSDART00000098033|ENSDARG00000008322,2,23,19,23,1,0,1,24,5
ENSDART00000098209|ENSDARG00000068064,2,23,19,23,1,0,1,24,5
ENSDART00000098692|ENSDARG00000078216,1,23,18,23,0,0,0,23,5
ENSDART00000098701|ENSDARG00000068286,1,23,18,23,0,0,0,23,5
ENSDART00000098784|ENSDARG00000034229,1,23,19,23,0,0,0,23,4
ENSDART00000098942|ENSDARG00000052164,2,23,18,22,1,0,1,23,5
ENSDART00000099003|ENSDARG00000069432,1,23,18,23,0,0,0,23,5
ENSDART00000100663|ENSDARG00000069269,1,23,19,24,0,0,0,24,5
ENSDART00000101041|ENSDARG00000041779,1,23,19,23,0,0,0,23,4
ENSDART00000101601|ENSDARG00000057328,1,22,18,22,0,1,1,23,5
ENSDART00000102368|ENSDARG00000027828,1,23,18,23,0,0,0,23,5
ENSDART00000103403|ENSDARG00000070452,1,23,18,23,0,0,0,23,5
ENSDART00000103690|ENSDARG00000038094,1,23,18,23,0,0,0,23,5
ENSDART00000103692|ENSDARG00000035985,2,23,18,22,1,0,1,23,5
ENSDART00000103754|ENSDARG00000006526,1,22,18,22,0,1,1,23,5
ENSDART00000104256|ENSDARG00000070801,1,23,20,25,0,0,0,25,5
ENSDART00000104648|ENSDARG00000074362,1,23,18,23,0,0,0,23,5
ENSDART00000104703|ENSDARG00000019299,1,22,18,22,0,1,1,23,5
ENSDART00000106389|ENSDARG00000035221,1,23,19,23,0,0,0,23,4
ENSDART00000108492|ENSDARG00000075201,3,23,19,22,2,0,2,24,5
ENSDART00000108543|ENSDARG00000078887,1,23,18,23,0,0,0,23,5
ENSDART00000108709|ENSDARG00000006128,1,22,20,24,0,1,1,25,5
ENSDART00000108810|ENSDARG00000073901,2,23,18,22,1,0,1,23,5
ENSDART00000109060|ENSDARG00000079269,2,23,18,22,1,0,1,23,5
ENSDART00000109420|ENSDARG00000034808,1,23,19,23,0,0,0,23,4
ENSDART00000109493|ENSDARG00000079201,1,23,20,24,0,0,0,24,4
ENSDART00000109679|ENSDARG00000073684,2,23,18,22,1,0,1,23,5
ENSDART00000109926|ENSDARG00000076592,1,23,18,23,0,0,0,23,5
ENSDART00000110033|ENSDARG00000076620,1,23,18,23,0,0,0,23,5
ENSDART00000110158|ENSDARG00000075282,1,22,19,23,0,1,1,24,5
ENSDART00000110293|ENSDARG00000114948,1,23,19,24,0,0,0,24,5
ENSDART00000110554|ENSDARG00000078149,1,22,18,22,0,1,1,23,5
