Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000070|ENSDARG00000000069,1,23,20,24,0,0,0,24,4
ENSDART00000006549|ENSDARG00000020289,1,23,18,23,0,0,0,23,5
ENSDART00000008424|ENSDARG00000006052,1,22,18,22,0,1,1,23,5
ENSDART00000009271|ENSDARG00000005004,2,23,18,22,1,0,1,23,5
ENSDART00000014415|ENSDARG00000094277,1,23,20,25,0,0,0,25,5
ENSDART00000019325|ENSDARG00000006040,1,23,20,25,0,0,0,25,5
ENSDART00000019766|ENSDARG00000019367,1,23,18,23,0,0,0,23,5
ENSDART00000022060|ENSDARG00000007823,1,23,18,23,0,0,0,23,5
ENSDART00000025308|ENSDARG00000013842,1,23,18,23,0,0,0,23,5
ENSDART00000037553|ENSDARG00000008457,1,23,19,24,0,0,0,24,5
ENSDART00000043774|ENSDARG00000024124,1,23,23,23,0,0,0,23,0
ENSDART00000054396|ENSDARG00000037738,1,22,18,22,0,1,1,23,5
ENSDART00000054552|ENSDARG00000098435,1,23,19,24,0,0,0,24,5
ENSDART00000055408|ENSDARG00000038011,1,23,19,24,0,0,0,24,5
ENSDART00000058496|ENSDARG00000002971,1,23,18,23,0,0,0,23,5
ENSDART00000067327|ENSDARG00000045804,1,23,19,24,0,0,0,24,5
ENSDART00000067824|ENSDARG00000046133,1,23,18,23,0,0,0,23,5
ENSDART00000074802|ENSDARG00000004158,1,23,18,23,0,0,0,23,5
ENSDART00000078022|ENSDARG00000075793,1,23,18,23,0,0,0,23,5
ENSDART00000080904|ENSDARG00000058102,1,23,21,26,0,0,0,26,5
ENSDART00000081054|ENSDARG00000058220,1,23,18,23,0,0,0,23,5
ENSDART00000081951|ENSDARG00000000503,2,23,19,23,1,0,1,24,5
ENSDART00000086138|ENSDARG00000060830,1,23,18,23,0,0,0,23,5
ENSDART00000088358|ENSDARG00000061718,1,23,19,24,0,0,0,24,5
ENSDART00000090549|ENSDARG00000021664,1,22,19,23,0,1,1,24,5
ENSDART00000098667|ENSDARG00000011065,1,23,19,23,0,0,0,23,4
ENSDART00000098727|ENSDARG00000056833,1,23,18,23,0,0,0,23,5
ENSDART00000099600|ENSDARG00000094277,1,23,20,25,0,0,0,25,5
ENSDART00000110824|ENSDARG00000075098,1,23,20,24,0,0,0,24,4
ENSDART00000112082|ENSDARG00000078685,2,23,18,22,1,0,1,23,5
