Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000006343|ENSDARG00000006494,1,23,18,23,0,0,0,23,5
ENSDART00000036979|ENSDARG00000005163,1,22,20,24,0,1,1,25,5
ENSDART00000044963|ENSDARG00000025089,1,23,18,23,0,0,0,23,5
ENSDART00000064114|ENSDARG00000043667,1,23,18,23,0,0,0,23,5
ENSDART00000074587|ENSDARG00000052688,2,23,18,22,1,0,1,23,5
ENSDART00000079016|ENSDARG00000056517,1,23,18,23,0,0,0,23,5
ENSDART00000082355|ENSDARG00000059276,1,23,18,23,0,0,0,23,5
ENSDART00000098563|ENSDARG00000068246,1,23,19,23,0,0,0,23,4
ENSDART00000102411|ENSDARG00000056753,1,22,18,22,0,1,1,23,5
ENSDART00000102858|ENSDARG00000078473,1,23,18,23,0,0,0,23,5
ENSDART00000115023|ENSDARG00000061114,1,23,18,23,0,0,0,23,5
ENSDART00000123342|ENSDARG00000001549,2,23,18,22,1,0,1,23,5
ENSDART00000126129|ENSDARG00000075149,1,23,18,23,0,0,0,23,5
ENSDART00000136386|ENSDARG00000092856,1,23,23,23,0,0,0,23,0
ENSDART00000137936|ENSDARG00000026941,1,23,19,24,0,0,0,24,5
ENSDART00000142150|ENSDARG00000078050,1,23,18,23,0,0,0,23,5
ENSDART00000142319|ENSDARG00000038879,1,23,19,24,0,0,0,24,5
ENSDART00000142886|ENSDARG00000043077,1,23,19,24,0,0,0,24,5
ENSDART00000143658|ENSDARG00000020284,1,23,20,25,0,0,0,25,5
ENSDART00000146434|ENSDARG00000069342,3,23,18,21,2,0,2,23,5
ENSDART00000153274|ENSDARG00000042759,1,23,19,23,0,0,0,23,4
ENSDART00000153910|ENSDARG00000097150,1,23,19,23,0,0,0,23,4
ENSDART00000154105|ENSDARG00000079283,1,23,19,24,0,0,0,24,5
ENSDART00000155321|ENSDARG00000097530,1,23,18,23,0,0,0,23,5
ENSDART00000155455|ENSDARG00000097993,1,23,18,23,0,0,0,23,5
ENSDART00000159875|ENSDARG00000068246,1,23,19,23,0,0,0,23,4
ENSDART00000161547|ENSDARG00000030602,1,23,18,23,0,0,0,23,5
ENSDART00000161723|ENSDARG00000079283,1,23,19,24,0,0,0,24,5
ENSDART00000163735|ENSDARG00000103937,1,23,18,23,0,0,0,23,5
ENSDART00000164326|ENSDARG00000099257,1,23,18,23,0,0,0,23,5
ENSDART00000165480|ENSDARG00000100936,1,23,18,23,0,0,0,23,5
ENSDART00000167618|ENSDARG00000100936,1,23,18,23,0,0,0,23,5
ENSDART00000168087|ENSDARG00000103255,2,23,18,22,1,0,1,23,5
ENSDART00000171393|ENSDARG00000005163,1,22,20,24,0,1,1,25,5
ENSDART00000174009|ENSDARG00000068562,1,23,19,24,0,0,0,24,5
ENSDART00000177430|ENSDARG00000104550,1,23,18,23,0,0,0,23,5
ENSDART00000181964|ENSDARG00000043077,1,23,19,24,0,0,0,24,5
ENSDART00000192985|ENSDARG00000043667,1,23,18,23,0,0,0,23,5
ENSDART00000193258|ENSDARG00000023920,1,23,19,24,0,0,0,24,5
