Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002053|ENSDARG00000000476,1,23,18,23,0,0,0,23,5
ENSDART00000002501|ENSDARG00000008310,1,22,18,22,0,1,1,23,5
ENSDART00000002684|ENSDARG00000017931,1,23,18,23,0,0,0,23,5
ENSDART00000002922|ENSDARG00000002385,1,22,18,22,0,1,1,23,5
ENSDART00000005313|ENSDARG00000002635,1,23,20,25,0,0,0,25,5
ENSDART00000005355|ENSDARG00000009253,1,22,19,23,0,1,1,24,5
ENSDART00000005449|ENSDARG00000016788,1,23,18,23,0,0,0,23,5
ENSDART00000005738|ENSDARG00000006636,1,23,18,23,0,0,0,23,5
ENSDART00000012091|ENSDARG00000014017,1,23,23,23,0,0,0,23,0
ENSDART00000013093|ENSDARG00000003642,1,23,18,23,0,0,0,23,5
ENSDART00000016502|ENSDARG00000015918,1,23,19,24,0,0,0,24,5
ENSDART00000016814|ENSDARG00000012586,1,23,18,23,0,0,0,23,5
ENSDART00000018818|ENSDARG00000021398,2,23,19,23,1,0,1,24,5
ENSDART00000021950|ENSDARG00000040492,1,23,19,24,0,0,0,24,5
ENSDART00000023613|ENSDARG00000006514,1,23,19,24,0,0,0,24,5
ENSDART00000023889|ENSDARG00000007407,1,23,20,25,0,0,0,25,5
ENSDART00000024193|ENSDARG00000012040,1,23,18,23,0,0,0,23,5
ENSDART00000024677|ENSDARG00000012816,1,23,18,23,0,0,0,23,5
ENSDART00000025997|ENSDARG00000025513,1,23,19,24,0,0,0,24,5
ENSDART00000026766|ENSDARG00000019702,1,23,18,23,0,0,0,23,5
ENSDART00000027466|ENSDARG00000017431,1,23,19,24,0,0,0,24,5
ENSDART00000038230|ENSDARG00000023160,1,23,18,23,0,0,0,23,5
ENSDART00000041300|ENSDARG00000034181,3,23,18,21,2,0,2,23,5
ENSDART00000041685|ENSDARG00000020581,1,23,18,23,0,0,0,23,5
ENSDART00000042672|ENSDARG00000029088,2,23,20,23,1,0,1,24,4
ENSDART00000051198|ENSDARG00000035333,1,22,19,22,0,1,1,23,4
ENSDART00000053831|ENSDARG00000037033,1,23,19,24,0,0,0,24,5
ENSDART00000056712|ENSDARG00000038834,1,20,18,20,0,3,3,23,5
ENSDART00000057605|ENSDARG00000039429,2,22,18,21,1,1,2,23,5
ENSDART00000058785|ENSDARG00000040186,2,22,18,21,1,1,2,23,5
ENSDART00000060005|ENSDARG00000054818,1,23,18,23,0,0,0,23,5
ENSDART00000062366|ENSDARG00000042534,1,23,18,23,0,0,0,23,5
ENSDART00000063412|ENSDARG00000034181,3,23,18,21,2,0,2,23,5
ENSDART00000063601|ENSDARG00000043322,1,23,19,24,0,0,0,24,5
ENSDART00000064826|ENSDARG00000015829,1,23,18,23,0,0,0,23,5
ENSDART00000073782|ENSDARG00000052045,2,23,18,22,1,0,1,23,5
ENSDART00000074161|ENSDARG00000052330,1,23,19,24,0,0,0,24,5
ENSDART00000074380|ENSDARG00000052512,1,23,18,23,0,0,0,23,5
ENSDART00000077121|ENSDARG00000054848,1,23,19,24,0,0,0,24,5
ENSDART00000077662|ENSDARG00000008494,1,23,20,25,0,0,0,25,5
ENSDART00000078763|ENSDARG00000056292,1,23,18,23,0,0,0,23,5
ENSDART00000080051|ENSDARG00000070601,1,23,19,24,0,0,0,24,5
ENSDART00000080624|ENSDARG00000077557,1,23,18,23,0,0,0,23,5
ENSDART00000081249|ENSDARG00000058379,1,23,18,23,0,0,0,23,5
ENSDART00000081633|ENSDARG00000058719,1,22,18,22,0,1,1,23,5
ENSDART00000081969|ENSDARG00000058984,1,23,18,23,0,0,0,23,5
ENSDART00000082143|ENSDARG00000059125,2,22,19,22,1,1,2,24,5
ENSDART00000082453|ENSDARG00000019726,1,23,19,24,0,0,0,24,5
ENSDART00000082504|ENSDARG00000059398,1,23,18,23,0,0,0,23,5
ENSDART00000082506|ENSDARG00000059398,1,23,18,23,0,0,0,23,5
ENSDART00000082715|ENSDARG00000059475,1,23,19,23,0,0,0,23,4
ENSDART00000086924|ENSDARG00000061161,1,23,18,23,0,0,0,23,5
ENSDART00000090684|ENSDARG00000062579,1,23,18,23,0,0,0,23,5
ENSDART00000090727|ENSDARG00000062632,1,23,18,23,0,0,0,23,5
ENSDART00000090803|ENSDARG00000062636,2,23,20,24,1,0,1,25,5
ENSDART00000091752|ENSDARG00000036156,1,23,19,23,0,0,0,23,4
ENSDART00000091809|ENSDARG00000063054,2,23,18,22,1,0,1,23,5
ENSDART00000097684|ENSDARG00000020178,2,23,18,22,1,0,1,23,5
ENSDART00000097960|ENSDARG00000059398,1,23,18,23,0,0,0,23,5
ENSDART00000100696|ENSDARG00000069280,1,23,19,24,0,0,0,24,5
ENSDART00000103507|ENSDARG00000002607,2,23,18,22,1,0,1,23,5
ENSDART00000103839|ENSDARG00000079664,1,23,18,23,0,0,0,23,5
ENSDART00000104327|ENSDARG00000056292,1,23,18,23,0,0,0,23,5
ENSDART00000109196|ENSDARG00000075857,1,23,20,25,0,0,0,25,5
ENSDART00000109667|ENSDARG00000078381,1,23,19,24,0,0,0,24,5
ENSDART00000109889|ENSDARG00000075984,1,22,18,22,0,1,1,23,5
ENSDART00000110304|ENSDARG00000098695,1,23,18,23,0,0,0,23,5
ENSDART00000111123|ENSDARG00000075826,1,22,18,22,0,1,1,23,5
ENSDART00000112808|ENSDARG00000077084,2,23,18,22,1,0,1,23,5
ENSDART00000113101|ENSDARG00000073721,1,23,18,23,0,0,0,23,5
ENSDART00000114972|ENSDARG00000076111,1,23,18,23,0,0,0,23,5
ENSDART00000121556|ENSDARG00000087407,1,23,18,23,0,0,0,23,5
ENSDART00000122387|ENSDARG00000091073,2,23,18,22,1,0,1,23,5
