Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003648|ENSDARG00000011079,1,23,18,23,0,0,0,23,5
ENSDART00000004751|ENSDARG00000019717,2,23,18,22,1,0,1,23,5
ENSDART00000006211|ENSDARG00000008723,3,23,19,22,2,0,2,24,5
ENSDART00000006676|ENSDARG00000003998,1,23,18,23,0,0,0,23,5
ENSDART00000008215|ENSDARG00000006508,1,23,18,23,0,0,0,23,5
ENSDART00000009499|ENSDARG00000026225,1,21,18,21,0,2,2,23,5
ENSDART00000010048|ENSDARG00000006609,1,22,18,22,0,1,1,23,5
ENSDART00000013434|ENSDARG00000013063,2,23,18,22,1,0,1,23,5
ENSDART00000018570|ENSDARG00000011801,1,23,19,24,0,0,0,24,5
ENSDART00000020048|ENSDARG00000011459,1,21,18,21,0,2,2,23,5
ENSDART00000021977|ENSDARG00000030756,1,23,18,23,0,0,0,23,5
ENSDART00000022015|ENSDARG00000015823,1,23,20,25,0,0,0,25,5
ENSDART00000023238|ENSDARG00000003308,1,23,20,24,0,0,0,24,4
ENSDART00000023304|ENSDARG00000014057,1,23,18,23,0,0,0,23,5
ENSDART00000023488|ENSDARG00000011175,1,23,19,24,0,0,0,24,5
ENSDART00000025356|ENSDARG00000019156,1,23,20,25,0,0,0,25,5
ENSDART00000035080|ENSDARG00000037267,1,23,18,23,0,0,0,23,5
ENSDART00000036467|ENSDARG00000024964,1,23,19,24,0,0,0,24,5
ENSDART00000040334|ENSDARG00000034409,1,23,18,23,0,0,0,23,5
ENSDART00000040362|ENSDARG00000000857,1,23,18,23,0,0,0,23,5
ENSDART00000041417|ENSDARG00000029474,1,23,19,23,0,0,0,23,4
ENSDART00000042322|ENSDARG00000033609,1,23,18,23,0,0,0,23,5
ENSDART00000043382|ENSDARG00000029546,1,23,19,24,0,0,0,24,5
ENSDART00000044154|ENSDARG00000032242,1,22,18,22,0,1,1,23,5
ENSDART00000045124|ENSDARG00000032296,2,22,18,21,1,1,2,23,5
ENSDART00000048581|ENSDARG00000030932,1,22,18,22,0,1,1,23,5
ENSDART00000050379|ENSDARG00000018559,1,23,18,23,0,0,0,23,5
ENSDART00000052396|ENSDARG00000036092,1,22,18,22,0,1,1,23,5
ENSDART00000052750|ENSDARG00000027903,1,22,18,22,0,1,1,23,5
ENSDART00000053776|ENSDARG00000037000,2,23,18,22,1,0,1,23,5
ENSDART00000053946|ENSDARG00000037116,1,22,18,22,0,1,1,23,5
ENSDART00000054362|ENSDARG00000056695,1,22,19,23,0,1,1,24,5
ENSDART00000056213|ENSDARG00000038524,1,22,18,22,0,1,1,23,5
ENSDART00000060447|ENSDARG00000041237,2,23,18,22,1,0,1,23,5
ENSDART00000061173|ENSDARG00000041736,1,23,20,24,0,0,0,24,4
ENSDART00000062229|ENSDARG00000042440,1,23,19,23,0,0,0,23,4
ENSDART00000062525|ENSDARG00000042623,1,21,19,22,0,2,2,24,5
ENSDART00000063831|ENSDARG00000043479,2,23,19,23,1,0,1,24,5
ENSDART00000066264|ENSDARG00000045071,1,21,18,21,0,2,2,23,5
ENSDART00000066904|ENSDARG00000045490,1,23,19,24,0,0,0,24,5
ENSDART00000078525|ENSDARG00000056102,2,23,18,22,1,0,1,23,5
ENSDART00000078763|ENSDARG00000056292,1,23,18,23,0,0,0,23,5
ENSDART00000079212|ENSDARG00000056695,1,22,19,23,0,1,1,24,5
ENSDART00000079383|ENSDARG00000056819,1,23,18,23,0,0,0,23,5
ENSDART00000079528|ENSDARG00000056964,1,23,18,23,0,0,0,23,5
ENSDART00000080752|ENSDARG00000057987,1,22,18,22,0,1,1,23,5
ENSDART00000081089|ENSDARG00000058244,1,23,19,24,0,0,0,24,5
ENSDART00000081859|ENSDARG00000006292,1,23,20,25,0,0,0,25,5
ENSDART00000083040|ENSDARG00000059616,1,23,18,23,0,0,0,23,5
ENSDART00000086040|ENSDARG00000060788,2,23,18,22,1,0,1,23,5
ENSDART00000087909|ENSDARG00000061553,1,22,18,22,0,1,1,23,5
ENSDART00000090234|ENSDARG00000062429,1,23,18,23,0,0,0,23,5
ENSDART00000091158|ENSDARG00000062788,3,23,19,22,2,0,2,24,5
ENSDART00000092264|ENSDARG00000058801,1,22,18,22,0,1,1,23,5
ENSDART00000092941|ENSDARG00000063553,1,22,19,23,0,1,1,24,5
ENSDART00000093339|ENSDARG00000063706,2,23,18,22,1,0,1,23,5
ENSDART00000097395|ENSDARG00000067639,1,22,19,23,0,1,1,24,5
ENSDART00000097677|ENSDARG00000009939,1,23,18,23,0,0,0,23,5
ENSDART00000098815|ENSDARG00000044815,1,23,19,23,0,0,0,23,4
ENSDART00000101563|ENSDARG00000052215,1,23,20,25,0,0,0,25,5
ENSDART00000102823|ENSDARG00000006978,1,22,21,23,0,1,1,24,3
ENSDART00000104327|ENSDARG00000056292,1,23,18,23,0,0,0,23,5
ENSDART00000104453|ENSDARG00000100953,1,22,20,23,0,1,1,24,4
ENSDART00000104718|ENSDARG00000071009,1,23,18,23,0,0,0,23,5
ENSDART00000104915|ENSDARG00000071107,1,23,18,23,0,0,0,23,5
ENSDART00000105988|ENSDARG00000098754,1,23,18,23,0,0,0,23,5
ENSDART00000105997|ENSDARG00000031875,2,23,19,22,1,0,1,23,4
ENSDART00000109534|ENSDARG00000077570,1,23,18,23,0,0,0,23,5
ENSDART00000111018|ENSDARG00000076179,1,23,18,23,0,0,0,23,5
ENSDART00000111708|ENSDARG00000077583,1,22,19,23,0,1,1,24,5
ENSDART00000112170|ENSDARG00000076873,1,23,20,24,0,0,0,24,4
ENSDART00000113009|ENSDARG00000079249,1,22,18,22,0,1,1,23,5
ENSDART00000121708|ENSDARG00000076170,1,23,18,23,0,0,0,23,5
ENSDART00000121724|ENSDARG00000006921,1,23,19,23,0,0,0,23,4
ENSDART00000122413|ENSDARG00000089643,1,23,18,23,0,0,0,23,5
ENSDART00000122663|ENSDARG00000025220,1,23,18,23,0,0,0,23,5
ENSDART00000123096|ENSDARG00000004049,1,23,23,23,0,0,0,23,0
ENSDART00000124217|ENSDARG00000060326,1,23,18,23,0,0,0,23,5
ENSDART00000124234|ENSDARG00000090720,1,23,19,24,0,0,0,24,5
ENSDART00000125947|ENSDARG00000089947,1,22,20,24,0,1,1,25,5
ENSDART00000126769|ENSDARG00000031875,2,23,19,22,1,0,1,23,4
ENSDART00000127049|ENSDARG00000089383,1,23,18,23,0,0,0,23,5
ENSDART00000127791|ENSDARG00000044902,1,22,18,22,0,1,1,23,5
ENSDART00000129307|ENSDARG00000044902,1,22,18,22,0,1,1,23,5
ENSDART00000129535|ENSDARG00000069230,1,23,18,23,0,0,0,23,5
ENSDART00000129710|ENSDARG00000059826,1,23,18,23,0,0,0,23,5
ENSDART00000130045|ENSDARG00000019717,2,23,18,22,1,0,1,23,5
ENSDART00000132756|ENSDARG00000009939,1,23,18,23,0,0,0,23,5
ENSDART00000132829|ENSDARG00000024964,1,23,19,24,0,0,0,24,5
ENSDART00000133307|ENSDARG00000035596,2,23,18,22,1,0,1,23,5
ENSDART00000133353|ENSDARG00000022767,3,23,20,23,2,0,2,25,5
ENSDART00000133529|ENSDARG00000043479,2,23,19,23,1,0,1,24,5
ENSDART00000133611|ENSDARG00000093672,1,22,19,23,0,1,1,24,5
ENSDART00000133692|ENSDARG00000036430,1,23,19,24,0,0,0,24,5
ENSDART00000134206|ENSDARG00000058365,1,23,20,24,0,0,0,24,4
ENSDART00000134247|ENSDARG00000095019,2,22,18,21,1,1,2,23,5
ENSDART00000134293|ENSDARG00000028379,1,23,21,26,0,0,0,26,5
