Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000003494|ENSDARG00000001127,1,23,18,23,0,0,0,23,5
ENSDART00000008306|ENSDARG00000023040,1,23,18,23,0,0,0,23,5
ENSDART00000020249|ENSDARG00000019307,1,23,20,25,0,0,0,25,5
ENSDART00000022581|ENSDARG00000015807,1,23,18,23,0,0,0,23,5
ENSDART00000026275|ENSDARG00000010946,1,23,18,23,0,0,0,23,5
ENSDART00000028607|ENSDARG00000017244,1,22,18,22,0,1,1,23,5
ENSDART00000029974|ENSDARG00000022560,1,23,18,23,0,0,0,23,5
ENSDART00000035812|ENSDARG00000026753,1,23,18,23,0,0,0,23,5
ENSDART00000041335|ENSDARG00000034528,1,23,19,23,0,0,0,23,4
ENSDART00000049465|ENSDARG00000033993,2,23,18,22,1,0,1,23,5
ENSDART00000054611|ENSDARG00000037503,1,23,19,24,0,0,0,24,5
ENSDART00000063816|ENSDARG00000043466,1,23,18,23,0,0,0,23,5
ENSDART00000067817|ENSDARG00000009612,1,21,18,21,0,2,2,23,5
ENSDART00000081840|ENSDARG00000058880,1,22,18,22,0,1,1,23,5
ENSDART00000081896|ENSDARG00000058930,1,23,18,23,0,0,0,23,5
ENSDART00000083314|ENSDARG00000005754,1,23,19,24,0,0,0,24,5
ENSDART00000085216|ENSDARG00000070522,2,23,18,22,1,0,1,23,5
ENSDART00000086220|ENSDARG00000060871,2,23,18,22,1,0,1,23,5
ENSDART00000090760|ENSDARG00000062661,1,23,18,23,0,0,0,23,5
ENSDART00000101431|ENSDARG00000069608,1,23,18,23,0,0,0,23,5
ENSDART00000104317|ENSDARG00000043821,1,23,19,24,0,0,0,24,5
ENSDART00000106626|ENSDARG00000037503,1,23,19,24,0,0,0,24,5
ENSDART00000113259|ENSDARG00000079055,1,23,18,23,0,0,0,23,5
ENSDART00000115128|ENSDARG00000074120,1,23,19,24,0,0,0,24,5
ENSDART00000115136|ENSDARG00000078797,1,23,19,23,0,0,0,23,4
ENSDART00000115408|ENSDARG00000037503,1,23,19,24,0,0,0,24,5
ENSDART00000115409|ENSDARG00000074311,1,23,20,24,0,0,0,24,4
ENSDART00000121665|ENSDARG00000010946,1,23,18,23,0,0,0,23,5
ENSDART00000122675|ENSDARG00000033443,1,23,19,24,0,0,0,24,5
ENSDART00000123207|ENSDARG00000086450,1,23,18,23,0,0,0,23,5
ENSDART00000123364|ENSDARG00000090997,1,23,22,27,0,0,0,27,5
ENSDART00000132087|ENSDARG00000076542,1,23,18,23,0,0,0,23,5
ENSDART00000132198|ENSDARG00000079055,1,23,18,23,0,0,0,23,5
ENSDART00000132588|ENSDARG00000023217,1,23,19,24,0,0,0,24,5
ENSDART00000133294|ENSDARG00000095164,1,23,19,24,0,0,0,24,5
ENSDART00000134514|ENSDARG00000077226,1,23,19,24,0,0,0,24,5
ENSDART00000135443|ENSDARG00000057093,1,22,18,22,0,1,1,23,5
ENSDART00000138043|ENSDARG00000074589,1,23,19,24,0,0,0,24,5
ENSDART00000140019|ENSDARG00000091699,1,23,20,25,0,0,0,25,5
ENSDART00000141467|ENSDARG00000062618,1,23,18,23,0,0,0,23,5
ENSDART00000144095|ENSDARG00000008487,1,23,19,24,0,0,0,24,5
ENSDART00000144171|ENSDARG00000062661,1,23,18,23,0,0,0,23,5
ENSDART00000145615|ENSDARG00000070522,2,23,18,22,1,0,1,23,5
ENSDART00000146589|ENSDARG00000062297,1,23,19,24,0,0,0,24,5
ENSDART00000148110|ENSDARG00000078267,1,23,18,23,0,0,0,23,5
ENSDART00000152929|ENSDARG00000096751,1,23,18,23,0,0,0,23,5
ENSDART00000153065|ENSDARG00000093354,2,23,18,22,1,0,1,23,5
ENSDART00000155549|ENSDARG00000017244,1,22,18,22,0,1,1,23,5
ENSDART00000155593|ENSDARG00000097606,1,23,18,23,0,0,0,23,5
ENSDART00000155969|ENSDARG00000059701,1,23,19,24,0,0,0,24,5
ENSDART00000156726|ENSDARG00000036569,1,23,18,23,0,0,0,23,5
ENSDART00000156760|ENSDARG00000026753,1,23,18,23,0,0,0,23,5
ENSDART00000157276|ENSDARG00000017722,1,23,18,23,0,0,0,23,5
ENSDART00000157741|ENSDARG00000103953,1,22,18,22,0,1,1,23,5
ENSDART00000158065|ENSDARG00000058930,1,23,18,23,0,0,0,23,5
ENSDART00000158496|ENSDARG00000104489,2,23,18,22,1,0,1,23,5
ENSDART00000159902|ENSDARG00000103155,1,23,18,23,0,0,0,23,5
ENSDART00000160743|ENSDARG00000103259,1,23,18,23,0,0,0,23,5
ENSDART00000160848|ENSDARG00000071879,1,23,19,24,0,0,0,24,5
ENSDART00000160912|ENSDARG00000103259,1,23,18,23,0,0,0,23,5
ENSDART00000161211|ENSDARG00000099395,1,23,19,24,0,0,0,24,5
ENSDART00000161950|ENSDARG00000091699,1,23,20,25,0,0,0,25,5
ENSDART00000162573|ENSDARG00000102412,1,23,18,23,0,0,0,23,5
ENSDART00000162859|ENSDARG00000033443,1,23,19,24,0,0,0,24,5
ENSDART00000163682|ENSDARG00000103953,1,22,18,22,0,1,1,23,5
ENSDART00000163760|ENSDARG00000102412,1,23,18,23,0,0,0,23,5
ENSDART00000164449|ENSDARG00000102412,1,23,18,23,0,0,0,23,5
ENSDART00000164702|ENSDARG00000099185,1,21,18,21,0,2,2,23,5
ENSDART00000165562|ENSDARG00000037967,1,23,23,23,0,0,0,23,0
ENSDART00000165712|ENSDARG00000058354,1,23,18,23,0,0,0,23,5
ENSDART00000166367|ENSDARG00000105183,1,23,20,25,0,0,0,25,5
ENSDART00000166518|ENSDARG00000005754,1,23,19,24,0,0,0,24,5
ENSDART00000168011|ENSDARG00000103117,1,21,18,21,0,2,2,23,5
ENSDART00000168014|ENSDARG00000060871,2,23,18,22,1,0,1,23,5
ENSDART00000168215|ENSDARG00000099185,1,21,18,21,0,2,2,23,5
ENSDART00000170004|ENSDARG00000098597,1,22,19,23,0,1,1,24,5
ENSDART00000170531|ENSDARG00000009612,1,21,18,21,0,2,2,23,5
ENSDART00000170835|ENSDARG00000102412,1,23,18,23,0,0,0,23,5
ENSDART00000172180|ENSDARG00000104149,1,23,19,24,0,0,0,24,5
ENSDART00000174668|ENSDARG00000077226,1,23,19,24,0,0,0,24,5
ENSDART00000175265|ENSDARG00000107077,1,23,19,24,0,0,0,24,5
ENSDART00000179791|ENSDARG00000005754,1,23,19,24,0,0,0,24,5
ENSDART00000180301|ENSDARG00000010946,1,23,18,23,0,0,0,23,5
ENSDART00000182396|ENSDARG00000041362,1,23,18,23,0,0,0,23,5
ENSDART00000183379|ENSDARG00000111323,1,23,18,23,0,0,0,23,5
ENSDART00000183663|ENSDARG00000033993,2,23,18,22,1,0,1,23,5
ENSDART00000183695|ENSDARG00000112454,1,21,18,21,0,2,2,23,5
ENSDART00000184039|ENSDARG00000005754,1,23,19,24,0,0,0,24,5
ENSDART00000184549|ENSDARG00000057093,1,22,18,22,0,1,1,23,5
ENSDART00000187126|ENSDARG00000036569,1,23,18,23,0,0,0,23,5
ENSDART00000188103|ENSDARG00000074311,1,23,20,24,0,0,0,24,4
ENSDART00000188921|ENSDARG00000112454,1,21,18,21,0,2,2,23,5
ENSDART00000190089|ENSDARG00000005754,1,23,19,24,0,0,0,24,5
ENSDART00000190136|ENSDARG00000070522,2,23,18,22,1,0,1,23,5
ENSDART00000190966|ENSDARG00000062297,1,23,19,24,0,0,0,24,5
ENSDART00000191783|ENSDARG00000009612,1,21,18,21,0,2,2,23,5
ENSDART00000191872|ENSDARG00000005754,1,23,19,24,0,0,0,24,5
ENSDART00000193104|ENSDARG00000113363,2,23,18,22,1,0,1,23,5
ENSDART00000193477|ENSDARG00000033993,2,23,18,22,1,0,1,23,5
ENSDART00000193569|ENSDARG00000112454,1,21,18,21,0,2,2,23,5
ENSDART00000194806|ENSDARG00000117388,1,23,20,25,0,0,0,25,5
