Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002118|ENSDARG00000040002,1,23,19,24,0,0,0,24,5
ENSDART00000004392|ENSDARG00000005023,2,23,18,22,1,0,1,23,5
ENSDART00000005345|ENSDARG00000011521,1,23,18,23,0,0,0,23,5
ENSDART00000005847|ENSDARG00000005476,1,23,18,23,0,0,0,23,5
ENSDART00000005906|ENSDARG00000019973,1,23,18,23,0,0,0,23,5
ENSDART00000007500|ENSDARG00000003449,2,23,19,22,1,0,1,23,4
ENSDART00000011303|ENSDARG00000017014,1,23,18,23,0,0,0,23,5
ENSDART00000011456|ENSDARG00000011897,1,23,19,24,0,0,0,24,5
ENSDART00000011662|ENSDARG00000011496,1,23,18,23,0,0,0,23,5
ENSDART00000011953|ENSDARG00000019063,1,22,18,22,0,1,1,23,5
ENSDART00000013021|ENSDARG00000016065,1,23,19,24,0,0,0,24,5
ENSDART00000013861|ENSDARG00000010407,1,23,19,24,0,0,0,24,5
ENSDART00000014046|ENSDARG00000006719,1,23,20,25,0,0,0,25,5
ENSDART00000015154|ENSDARG00000012141,2,23,20,23,1,0,1,24,4
ENSDART00000015712|ENSDARG00000014680,1,23,18,23,0,0,0,23,5
ENSDART00000016167|ENSDARG00000018738,1,23,19,23,0,0,0,23,4
ENSDART00000016386|ENSDARG00000020084,1,23,18,23,0,0,0,23,5
ENSDART00000018301|ENSDARG00000006353,1,23,18,23,0,0,0,23,5
ENSDART00000018401|ENSDARG00000011515,1,23,18,23,0,0,0,23,5
ENSDART00000018737|ENSDARG00000002026,1,23,18,23,0,0,0,23,5
ENSDART00000018822|ENSDARG00000010160,1,22,18,22,0,1,1,23,5
ENSDART00000018886|ENSDARG00000054771,1,23,18,23,0,0,0,23,5
ENSDART00000019050|ENSDARG00000018399,1,23,18,23,0,0,0,23,5
ENSDART00000019505|ENSDARG00000062590,1,23,19,24,0,0,0,24,5
ENSDART00000020434|ENSDARG00000035540,3,22,19,21,2,1,3,24,5
ENSDART00000020616|ENSDARG00000008010,1,23,18,23,0,0,0,23,5
ENSDART00000020942|ENSDARG00000019492,1,23,18,23,0,0,0,23,5
ENSDART00000021692|ENSDARG00000104590,1,23,19,23,0,0,0,23,4
ENSDART00000022959|ENSDARG00000005776,1,22,19,22,0,1,1,23,4
ENSDART00000023763|ENSDARG00000016528,1,23,19,24,0,0,0,24,5
ENSDART00000024282|ENSDARG00000020258,1,22,19,23,0,1,1,24,5
ENSDART00000024415|ENSDARG00000008697,1,22,19,23,0,1,1,24,5
ENSDART00000024639|ENSDARG00000005026,1,23,18,23,0,0,0,23,5
ENSDART00000025926|ENSDARG00000019601,2,23,20,23,1,0,1,24,4
ENSDART00000026448|ENSDARG00000019808,1,23,18,23,0,0,0,23,5
ENSDART00000026492|ENSDARG00000018820,1,23,18,23,0,0,0,23,5
ENSDART00000026866|ENSDARG00000032970,2,23,18,22,1,0,1,23,5
ENSDART00000027242|ENSDARG00000017168,1,23,18,23,0,0,0,23,5
ENSDART00000027782|ENSDARG00000011373,2,22,20,23,1,1,2,25,5
ENSDART00000028883|ENSDARG00000037924,1,23,19,24,0,0,0,24,5
ENSDART00000030887|ENSDARG00000002593,1,23,19,24,0,0,0,24,5
ENSDART00000033819|ENSDARG00000009208,1,23,18,23,0,0,0,23,5
ENSDART00000034441|ENSDARG00000027316,1,23,18,23,0,0,0,23,5
ENSDART00000035560|ENSDARG00000024047,1,23,18,23,0,0,0,23,5
ENSDART00000040798|ENSDARG00000030368,1,23,19,24,0,0,0,24,5
ENSDART00000042674|ENSDARG00000030560,1,23,18,23,0,0,0,23,5
ENSDART00000043251|ENSDARG00000033871,1,23,18,23,0,0,0,23,5
ENSDART00000044096|ENSDARG00000030560,1,23,18,23,0,0,0,23,5
ENSDART00000045351|ENSDARG00000018321,1,23,18,23,0,0,0,23,5
ENSDART00000048350|ENSDARG00000022085,2,23,20,24,1,0,1,25,5
ENSDART00000049099|ENSDARG00000025043,1,23,19,24,0,0,0,24,5
ENSDART00000049514|ENSDARG00000031202,1,23,19,24,0,0,0,24,5
ENSDART00000051756|ENSDARG00000035686,1,23,18,23,0,0,0,23,5
ENSDART00000052348|ENSDARG00000036060,1,23,19,24,0,0,0,24,5
ENSDART00000052389|ENSDARG00000036086,1,23,19,23,0,0,0,23,4
ENSDART00000052537|ENSDARG00000020041,1,22,18,22,0,1,1,23,5
ENSDART00000054889|ENSDARG00000090348,1,23,19,24,0,0,0,24,5
ENSDART00000054891|ENSDARG00000037691,1,23,19,24,0,0,0,24,5
ENSDART00000055038|ENSDARG00000037773,1,23,20,25,0,0,0,25,5
ENSDART00000055071|ENSDARG00000037794,1,23,18,23,0,0,0,23,5
ENSDART00000056101|ENSDARG00000052789,2,23,20,24,1,0,1,25,5
ENSDART00000058364|ENSDARG00000053990,2,23,19,23,1,0,1,24,5
ENSDART00000058728|ENSDARG00000040152,1,23,19,24,0,0,0,24,5
ENSDART00000059574|ENSDARG00000040678,1,23,20,25,0,0,0,25,5
ENSDART00000061712|ENSDARG00000042107,1,23,18,23,0,0,0,23,5
ENSDART00000062856|ENSDARG00000042825,2,23,18,22,1,0,1,23,5
ENSDART00000062978|ENSDARG00000042902,1,23,19,24,0,0,0,24,5
ENSDART00000065238|ENSDARG00000017425,1,23,19,24,0,0,0,24,5
ENSDART00000066191|ENSDARG00000045025,1,22,18,22,0,1,1,23,5
ENSDART00000067339|ENSDARG00000045815,1,22,18,22,0,1,1,23,5
ENSDART00000073583|ENSDARG00000051875,1,22,19,23,0,1,1,24,5
ENSDART00000074268|ENSDARG00000052427,1,23,20,24,0,0,0,24,4
ENSDART00000075265|ENSDARG00000101274,1,23,19,23,0,0,0,23,4
ENSDART00000075596|ENSDARG00000053558,1,23,18,23,0,0,0,23,5
ENSDART00000076344|ENSDARG00000054213,1,22,18,22,0,1,1,23,5
ENSDART00000076750|ENSDARG00000054542,2,22,18,21,1,1,2,23,5
ENSDART00000077871|ENSDARG00000055518,1,22,18,22,0,1,1,23,5
ENSDART00000078166|ENSDARG00000045159,1,23,19,24,0,0,0,24,5
ENSDART00000078513|ENSDARG00000056085,1,23,21,24,0,0,0,24,3
ENSDART00000078580|ENSDARG00000056144,1,23,18,23,0,0,0,23,5
ENSDART00000079437|ENSDARG00000056871,1,22,18,22,0,1,1,23,5
ENSDART00000079989|ENSDARG00000005776,1,22,19,22,0,1,1,23,4
ENSDART00000082522|ENSDARG00000059409,1,22,19,23,0,1,1,24,5
ENSDART00000083442|ENSDARG00000059773,1,23,19,23,0,0,0,23,4
ENSDART00000083736|ENSDARG00000053535,1,23,19,24,0,0,0,24,5
ENSDART00000085284|ENSDARG00000060504,1,22,19,23,0,1,1,24,5
ENSDART00000087364|ENSDARG00000061345,2,23,18,22,1,0,1,23,5
ENSDART00000088852|ENSDARG00000053884,1,23,18,23,0,0,0,23,5
ENSDART00000089031|ENSDARG00000061977,1,23,18,23,0,0,0,23,5
ENSDART00000090059|ENSDARG00000062347,1,23,19,24,0,0,0,24,5
ENSDART00000090679|ENSDARG00000062590,1,23,19,24,0,0,0,24,5
ENSDART00000090883|ENSDARG00000062688,1,22,18,22,0,1,1,23,5
ENSDART00000091664|ENSDARG00000063007,3,23,18,21,2,0,2,23,5
ENSDART00000092112|ENSDARG00000063219,2,23,20,24,1,0,1,25,5
ENSDART00000092138|ENSDARG00000063219,2,23,20,24,1,0,1,25,5
ENSDART00000092333|ENSDARG00000063288,1,23,19,24,0,0,0,24,5
ENSDART00000092435|ENSDARG00000063330,2,23,19,22,1,0,1,23,4
ENSDART00000093166|ENSDARG00000063635,2,23,19,23,1,0,1,24,5
ENSDART00000097248|ENSDARG00000028087,1,23,20,25,0,0,0,25,5
ENSDART00000097685|ENSDARG00000067815,2,23,20,24,1,0,1,25,5
ENSDART00000098374|ENSDARG00000090824,1,23,19,23,0,0,0,23,4
ENSDART00000098692|ENSDARG00000078216,1,22,19,23,0,1,1,24,5
ENSDART00000098840|ENSDARG00000068370,1,22,19,22,0,1,1,23,4
ENSDART00000099538|ENSDARG00000103229,1,23,19,23,0,0,0,23,4
ENSDART00000100252|ENSDARG00000101388,1,23,19,23,0,0,0,23,4
ENSDART00000100396|ENSDARG00000069135,1,23,18,23,0,0,0,23,5
ENSDART00000100514|ENSDARG00000069199,1,23,18,23,0,0,0,23,5
ENSDART00000101479|ENSDARG00000022614,2,23,18,22,1,0,1,23,5
ENSDART00000101753|ENSDARG00000069755,1,23,18,23,0,0,0,23,5
ENSDART00000102197|ENSDARG00000062970,2,23,18,22,1,0,1,23,5
ENSDART00000102696|ENSDARG00000070145,2,22,18,21,1,1,2,23,5
ENSDART00000102949|ENSDARG00000078167,1,23,19,23,0,0,0,23,4
ENSDART00000103755|ENSDARG00000006526,1,23,18,23,0,0,0,23,5
ENSDART00000104124|ENSDARG00000070726,1,23,20,24,0,0,0,24,4
ENSDART00000104279|ENSDARG00000070809,2,23,18,22,1,0,1,23,5
ENSDART00000104799|ENSDARG00000012422,1,22,18,22,0,1,1,23,5
ENSDART00000106707|ENSDARG00000089593,1,23,19,24,0,0,0,24,5
ENSDART00000108628|ENSDARG00000077229,1,23,18,23,0,0,0,23,5
ENSDART00000109288|ENSDARG00000078582,1,23,18,23,0,0,0,23,5
ENSDART00000109893|ENSDARG00000093803,1,23,19,23,0,0,0,23,4
ENSDART00000110365|ENSDARG00000077145,1,23,18,23,0,0,0,23,5
ENSDART00000111816|ENSDARG00000086179,1,23,19,23,0,0,0,23,4
ENSDART00000112032|ENSDARG00000076434,1,23,19,23,0,0,0,23,4
ENSDART00000112242|ENSDARG00000073723,1,23,18,23,0,0,0,23,5
ENSDART00000112798|ENSDARG00000095292,1,23,18,23,0,0,0,23,5
ENSDART00000114083|ENSDARG00000075859,2,22,19,22,1,1,2,24,5
ENSDART00000114313|ENSDARG00000078825,1,23,18,23,0,0,0,23,5
ENSDART00000114471|ENSDARG00000077581,1,22,18,22,0,1,1,23,5
ENSDART00000114762|ENSDARG00000075113,1,23,23,23,0,0,0,23,0
ENSDART00000115143|ENSDARG00000090392,1,23,19,23,0,0,0,23,4
ENSDART00000115251|ENSDARG00000077039,1,23,21,26,0,0,0,26,5
ENSDART00000122012|ENSDARG00000101828,1,23,19,23,0,0,0,23,4
ENSDART00000122406|ENSDARG00000090054,1,23,20,25,0,0,0,25,5
ENSDART00000122453|ENSDARG00000008553,2,22,18,21,1,1,2,23,5
ENSDART00000122858|ENSDARG00000045159,1,23,19,24,0,0,0,24,5
ENSDART00000123524|ENSDARG00000095132,1,23,19,23,0,0,0,23,4
ENSDART00000123759|ENSDARG00000015971,1,23,19,23,0,0,0,23,4
ENSDART00000124393|ENSDARG00000112632,1,23,19,23,0,0,0,23,4
ENSDART00000124397|ENSDARG00000112719,1,23,18,23,0,0,0,23,5
ENSDART00000124568|ENSDARG00000052427,1,23,20,24,0,0,0,24,4
ENSDART00000124573|ENSDARG00000099152,1,23,19,23,0,0,0,23,4
ENSDART00000124647|ENSDARG00000002728,1,23,18,23,0,0,0,23,5
ENSDART00000124810|ENSDARG00000086927,1,23,18,23,0,0,0,23,5
ENSDART00000124979|ENSDARG00000104166,1,23,19,23,0,0,0,23,4
ENSDART00000125803|ENSDARG00000045159,1,23,19,24,0,0,0,24,5
ENSDART00000125835|ENSDARG00000088245,1,23,19,23,0,0,0,23,4
ENSDART00000126044|ENSDARG00000090612,1,23,20,25,0,0,0,25,5
ENSDART00000126115|ENSDARG00000005942,1,23,18,23,0,0,0,23,5
ENSDART00000127136|ENSDARG00000086104,2,23,18,22,1,0,1,23,5
ENSDART00000127157|ENSDARG00000074752,3,23,18,21,2,0,2,23,5
ENSDART00000127211|ENSDARG00000091746,1,23,19,23,0,0,0,23,4
ENSDART00000127239|ENSDARG00000088833,1,23,19,23,0,0,0,23,4
ENSDART00000127767|ENSDARG00000086130,1,23,19,23,0,0,0,23,4
ENSDART00000128331|ENSDARG00000012422,1,22,18,22,0,1,1,23,5
ENSDART00000128613|ENSDARG00000010160,1,22,18,22,0,1,1,23,5
ENSDART00000128659|ENSDARG00000103906,1,23,19,24,0,0,0,24,5
ENSDART00000129476|ENSDARG00000054858,2,22,18,21,1,1,2,23,5
ENSDART00000129607|ENSDARG00000089296,1,23,19,23,0,0,0,23,4
ENSDART00000130490|ENSDARG00000030368,1,23,19,24,0,0,0,24,5
ENSDART00000130546|ENSDARG00000087616,1,23,19,23,0,0,0,23,4
ENSDART00000130790|ENSDARG00000089800,1,23,18,23,0,0,0,23,5
ENSDART00000131216|ENSDARG00000091026,1,23,19,23,0,0,0,23,4
ENSDART00000131243|ENSDARG00000086130,1,23,19,23,0,0,0,23,4
ENSDART00000131869|ENSDARG00000104968,1,23,19,23,0,0,0,23,4
ENSDART00000132031|ENSDARG00000035686,1,23,18,23,0,0,0,23,5
