Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000004740|ENSDARG00000010977,1,23,18,23,0,0,0,23,5
ENSDART00000006256|ENSDARG00000003257,1,23,19,23,0,0,0,23,4
ENSDART00000012507|ENSDARG00000008434,1,23,19,24,0,0,0,24,5
ENSDART00000015040|ENSDARG00000005651,1,23,19,23,0,0,0,23,4
ENSDART00000016075|ENSDARG00000094191,1,22,19,23,0,1,1,24,5
ENSDART00000018347|ENSDARG00000021374,1,23,19,24,0,0,0,24,5
ENSDART00000019144|ENSDARG00000007413,1,23,20,24,0,0,0,24,4
ENSDART00000023054|ENSDARG00000004270,1,23,18,23,0,0,0,23,5
ENSDART00000028301|ENSDARG00000023176,1,23,19,23,0,0,0,23,4
ENSDART00000035513|ENSDARG00000058522,1,23,19,24,0,0,0,24,5
ENSDART00000037553|ENSDARG00000008457,1,22,18,22,0,1,1,23,5
ENSDART00000047865|ENSDARG00000115817,1,23,19,24,0,0,0,24,5
ENSDART00000047931|ENSDARG00000078527,1,23,18,23,0,0,0,23,5
ENSDART00000051756|ENSDARG00000035686,1,22,19,23,0,1,1,24,5
ENSDART00000053472|ENSDARG00000036831,2,23,19,23,1,0,1,24,5
ENSDART00000055742|ENSDARG00000038225,2,23,18,22,1,0,1,23,5
ENSDART00000060442|ENSDARG00000041243,1,23,18,23,0,0,0,23,5
ENSDART00000073865|ENSDARG00000008141,1,21,18,21,0,2,2,23,5
ENSDART00000079233|ENSDARG00000036304,1,23,20,25,0,0,0,25,5
ENSDART00000080286|ENSDARG00000057590,1,23,18,23,0,0,0,23,5
ENSDART00000080946|ENSDARG00000058140,2,23,18,22,1,0,1,23,5
ENSDART00000081794|ENSDARG00000075054,1,23,20,25,0,0,0,25,5
ENSDART00000088336|ENSDARG00000041243,1,23,18,23,0,0,0,23,5
ENSDART00000089609|ENSDARG00000062206,1,23,19,24,0,0,0,24,5
ENSDART00000089725|ENSDARG00000062226,1,23,18,23,0,0,0,23,5
ENSDART00000090994|ENSDARG00000062744,2,23,18,22,1,0,1,23,5
ENSDART00000092050|ENSDARG00000076484,1,23,19,24,0,0,0,24,5
ENSDART00000097194|ENSDARG00000008153,1,23,18,23,0,0,0,23,5
ENSDART00000098346|ENSDARG00000002538,1,23,19,24,0,0,0,24,5
ENSDART00000101134|ENSDARG00000069469,1,23,19,24,0,0,0,24,5
ENSDART00000103724|ENSDARG00000033928,1,23,18,23,0,0,0,23,5
ENSDART00000103980|ENSDARG00000070670,1,22,18,22,0,1,1,23,5
ENSDART00000105284|ENSDARG00000071272,1,23,19,23,0,0,0,23,4
ENSDART00000105286|ENSDARG00000071272,1,23,19,23,0,0,0,23,4
ENSDART00000105435|ENSDARG00000071341,1,23,18,23,0,0,0,23,5
ENSDART00000105762|ENSDARG00000021833,1,22,18,22,0,1,1,23,5
ENSDART00000106244|ENSDARG00000078638,1,23,19,24,0,0,0,24,5
ENSDART00000106252|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000110283|ENSDARG00000078888,1,23,18,23,0,0,0,23,5
ENSDART00000110383|ENSDARG00000078241,1,23,18,23,0,0,0,23,5
ENSDART00000113360|ENSDARG00000007413,1,23,20,24,0,0,0,24,4
ENSDART00000114390|ENSDARG00000109428,2,23,18,22,1,0,1,23,5
ENSDART00000115090|ENSDARG00000012199,1,22,20,24,0,1,1,25,5
ENSDART00000115331|ENSDARG00000116005,1,23,19,24,0,0,0,24,5
ENSDART00000124341|ENSDARG00000092924,1,23,19,24,0,0,0,24,5
ENSDART00000124982|ENSDARG00000087657,1,23,18,23,0,0,0,23,5
ENSDART00000125450|ENSDARG00000019341,1,22,18,22,0,1,1,23,5
ENSDART00000126609|ENSDARG00000061509,1,23,18,23,0,0,0,23,5
ENSDART00000131474|ENSDARG00000043154,1,23,19,24,0,0,0,24,5
ENSDART00000132732|ENSDARG00000038296,3,23,18,21,2,0,2,23,5
ENSDART00000133160|ENSDARG00000094191,1,22,19,23,0,1,1,24,5
ENSDART00000135086|ENSDARG00000071341,1,23,18,23,0,0,0,23,5
ENSDART00000136299|ENSDARG00000094191,1,22,19,23,0,1,1,24,5
ENSDART00000136409|ENSDARG00000109428,2,23,18,22,1,0,1,23,5
ENSDART00000137610|ENSDARG00000036831,2,23,19,23,1,0,1,24,5
ENSDART00000137620|ENSDARG00000092467,1,23,23,23,0,0,0,23,0
ENSDART00000137777|ENSDARG00000092662,1,23,20,25,0,0,0,25,5
ENSDART00000137794|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000138576|ENSDARG00000092885,1,23,19,24,0,0,0,24,5
ENSDART00000141382|ENSDARG00000010977,1,23,18,23,0,0,0,23,5
ENSDART00000144176|ENSDARG00000010977,1,23,18,23,0,0,0,23,5
ENSDART00000146747|ENSDARG00000071010,3,23,18,21,2,0,2,23,5
ENSDART00000147617|ENSDARG00000008434,1,23,19,24,0,0,0,24,5
ENSDART00000148113|ENSDARG00000005651,1,23,19,23,0,0,0,23,4
ENSDART00000148249|ENSDARG00000078755,1,23,18,23,0,0,0,23,5
ENSDART00000148930|ENSDARG00000078527,1,23,18,23,0,0,0,23,5
ENSDART00000149297|ENSDARG00000060796,1,23,19,24,0,0,0,24,5
ENSDART00000149595|ENSDARG00000008457,1,22,18,22,0,1,1,23,5
ENSDART00000151247|ENSDARG00000062744,2,23,18,22,1,0,1,23,5
ENSDART00000152355|ENSDARG00000003910,1,23,20,23,0,0,0,23,3
ENSDART00000154489|ENSDARG00000075980,1,23,18,23,0,0,0,23,5
ENSDART00000157312|ENSDARG00000042969,1,23,19,24,0,0,0,24,5
ENSDART00000159611|ENSDARG00000102908,2,23,19,22,1,0,1,23,4
ENSDART00000160124|ENSDARG00000100753,1,23,20,25,0,0,0,25,5
ENSDART00000161533|ENSDARG00000102564,1,23,20,25,0,0,0,25,5
ENSDART00000161583|ENSDARG00000105109,2,23,19,23,1,0,1,24,5
ENSDART00000161679|ENSDARG00000079672,1,23,18,23,0,0,0,23,5
ENSDART00000161691|ENSDARG00000096662,2,23,18,22,1,0,1,23,5
ENSDART00000161931|ENSDARG00000103154,1,23,18,23,0,0,0,23,5
ENSDART00000162381|ENSDARG00000103591,1,23,18,23,0,0,0,23,5
ENSDART00000164386|ENSDARG00000101891,1,23,18,23,0,0,0,23,5
ENSDART00000166591|ENSDARG00000099280,1,21,18,21,0,2,2,23,5
ENSDART00000166807|ENSDARG00000007863,1,23,19,23,0,0,0,23,4
ENSDART00000167210|ENSDARG00000103183,1,23,18,23,0,0,0,23,5
ENSDART00000169348|ENSDARG00000002538,1,23,19,24,0,0,0,24,5
ENSDART00000169567|ENSDARG00000002538,1,23,19,24,0,0,0,24,5
ENSDART00000170004|ENSDARG00000098597,2,23,19,23,1,0,1,24,5
ENSDART00000171058|ENSDARG00000098946,1,22,18,22,0,1,1,23,5
ENSDART00000171371|ENSDARG00000104835,2,23,18,22,1,0,1,23,5
ENSDART00000172322|ENSDARG00000101669,1,23,18,23,0,0,0,23,5
ENSDART00000179773|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000179861|ENSDARG00000116005,1,23,19,24,0,0,0,24,5
ENSDART00000180069|ENSDARG00000116271,2,22,18,21,1,1,2,23,5
ENSDART00000182390|ENSDARG00000062206,1,23,19,24,0,0,0,24,5
ENSDART00000182512|ENSDARG00000071272,1,23,19,23,0,0,0,23,4
ENSDART00000182533|ENSDARG00000025403,1,23,18,23,0,0,0,23,5
ENSDART00000182732|ENSDARG00000101891,1,23,18,23,0,0,0,23,5
ENSDART00000183167|ENSDARG00000075054,1,23,20,25,0,0,0,25,5
ENSDART00000183285|ENSDARG00000078755,1,23,18,23,0,0,0,23,5
ENSDART00000183514|ENSDARG00000075054,1,23,20,25,0,0,0,25,5
ENSDART00000183726|ENSDARG00000094191,1,22,19,23,0,1,1,24,5
ENSDART00000184345|ENSDARG00000100753,1,23,20,25,0,0,0,25,5
ENSDART00000184384|ENSDARG00000098946,1,22,18,22,0,1,1,23,5
ENSDART00000185713|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000186624|ENSDARG00000098946,1,22,18,22,0,1,1,23,5
ENSDART00000186992|ENSDARG00000025403,1,23,18,23,0,0,0,23,5
ENSDART00000188266|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000188309|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000188660|ENSDARG00000095281,1,23,19,24,0,0,0,24,5
ENSDART00000189595|ENSDARG00000092885,1,23,19,24,0,0,0,24,5
ENSDART00000191206|ENSDARG00000092885,1,23,19,24,0,0,0,24,5
ENSDART00000191630|ENSDARG00000092924,1,23,19,24,0,0,0,24,5
ENSDART00000191634|ENSDARG00000075054,1,23,20,25,0,0,0,25,5
ENSDART00000193394|ENSDARG00000103154,1,23,18,23,0,0,0,23,5
ENSDART00000193536|ENSDARG00000092885,1,23,19,24,0,0,0,24,5
ENSDART00000193674|ENSDARG00000005651,1,23,19,23,0,0,0,23,4
