Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000006419|ENSDARG00000011921,1,23,18,23,0,0,0,23,5
ENSDART00000009768|ENSDARG00000021590,1,22,19,23,0,1,1,24,5
ENSDART00000029121|ENSDARG00000014517,1,23,19,24,0,0,0,24,5
ENSDART00000039973|ENSDARG00000029692,1,23,18,23,0,0,0,23,5
ENSDART00000043776|ENSDARG00000031494,1,23,19,24,0,0,0,24,5
ENSDART00000047069|ENSDARG00000042894,1,23,19,24,0,0,0,24,5
ENSDART00000050559|ENSDARG00000070470,3,23,18,21,2,0,2,23,5
ENSDART00000051745|ENSDARG00000035676,1,22,19,23,0,1,1,24,5
ENSDART00000052730|ENSDARG00000036298,1,23,18,23,0,0,0,23,5
ENSDART00000055500|ENSDARG00000038072,1,23,22,26,0,0,0,26,4
ENSDART00000063492|ENSDARG00000043250,1,23,20,25,0,0,0,25,5
ENSDART00000065984|ENSDARG00000044894,1,23,18,23,0,0,0,23,5
ENSDART00000067175|ENSDARG00000045692,1,22,18,22,0,1,1,23,5
ENSDART00000076359|ENSDARG00000054203,1,23,20,25,0,0,0,25,5
ENSDART00000078529|ENSDARG00000045515,2,23,18,22,1,0,1,23,5
ENSDART00000081772|ENSDARG00000058839,2,23,18,22,1,0,1,23,5
ENSDART00000084264|ENSDARG00000058392,1,23,18,23,0,0,0,23,5
ENSDART00000109231|ENSDARG00000073695,1,23,20,24,0,0,0,24,4
ENSDART00000112856|ENSDARG00000078362,1,23,19,24,0,0,0,24,5
ENSDART00000124653|ENSDARG00000021135,1,23,19,24,0,0,0,24,5
ENSDART00000125864|ENSDARG00000015134,1,23,18,23,0,0,0,23,5
ENSDART00000127813|ENSDARG00000021135,1,23,19,24,0,0,0,24,5
ENSDART00000128721|ENSDARG00000009637,1,23,18,23,0,0,0,23,5
ENSDART00000131786|ENSDARG00000035676,1,22,19,23,0,1,1,24,5
ENSDART00000132683|ENSDARG00000036298,1,23,18,23,0,0,0,23,5
ENSDART00000133208|ENSDARG00000079434,1,22,20,23,0,1,1,24,4
ENSDART00000133644|ENSDARG00000021590,1,22,19,23,0,1,1,24,5
ENSDART00000133976|ENSDARG00000011921,1,23,18,23,0,0,0,23,5
ENSDART00000135026|ENSDARG00000060927,1,22,18,22,0,1,1,23,5
ENSDART00000135052|ENSDARG00000055154,1,22,19,23,0,1,1,24,5
ENSDART00000135838|ENSDARG00000035676,1,22,19,23,0,1,1,24,5
ENSDART00000136643|ENSDARG00000045515,2,23,18,22,1,0,1,23,5
ENSDART00000136816|ENSDARG00000089079,3,23,18,21,2,0,2,23,5
