Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000002812|ENSDARG00000037030,1,23,18,23,0,0,0,23,5
ENSDART00000006435|ENSDARG00000006607,1,23,18,23,0,0,0,23,5
ENSDART00000006867|ENSDARG00000020573,1,23,19,23,0,0,0,23,4
ENSDART00000012385|ENSDARG00000002305,1,23,19,24,0,0,0,24,5
ENSDART00000013203|ENSDARG00000006963,1,22,19,22,0,1,1,23,4
ENSDART00000015928|ENSDARG00000008119,1,23,20,25,0,0,0,25,5
ENSDART00000020908|ENSDARG00000015314,1,23,19,24,0,0,0,24,5
ENSDART00000023265|ENSDARG00000004322,2,23,18,22,1,0,1,23,5
ENSDART00000028225|ENSDARG00000023712,1,23,18,23,0,0,0,23,5
ENSDART00000038740|ENSDARG00000006832,1,22,19,23,0,1,1,24,5
ENSDART00000047552|ENSDARG00000030743,1,23,18,23,0,0,0,23,5
ENSDART00000049593|ENSDARG00000074607,1,23,18,23,0,0,0,23,5
ENSDART00000058958|ENSDARG00000029931,2,23,19,23,1,0,1,24,5
ENSDART00000060399|ENSDARG00000041203,1,23,23,23,0,0,0,23,0
ENSDART00000061351|ENSDARG00000041869,1,23,20,25,0,0,0,25,5
ENSDART00000062978|ENSDARG00000042902,1,23,18,23,0,0,0,23,5
ENSDART00000086176|ENSDARG00000060853,1,22,18,22,0,1,1,23,5
ENSDART00000088130|ENSDARG00000061638,1,23,18,23,0,0,0,23,5
ENSDART00000089882|ENSDARG00000062278,1,23,20,25,0,0,0,25,5
ENSDART00000090316|ENSDARG00000023878,1,23,18,23,0,0,0,23,5
ENSDART00000097345|ENSDARG00000056394,1,23,18,23,0,0,0,23,5
ENSDART00000099425|ENSDARG00000068680,1,23,18,23,0,0,0,23,5
ENSDART00000110157|ENSDARG00000074895,1,23,19,24,0,0,0,24,5
ENSDART00000111403|ENSDARG00000089461,1,23,20,25,0,0,0,25,5
ENSDART00000121476|ENSDARG00000016375,1,23,19,24,0,0,0,24,5
ENSDART00000127810|ENSDARG00000088073,2,22,19,22,1,1,2,24,5
ENSDART00000129690|ENSDARG00000090107,1,23,20,25,0,0,0,25,5
ENSDART00000131219|ENSDARG00000008119,1,23,20,25,0,0,0,25,5
ENSDART00000132696|ENSDARG00000060853,1,22,18,22,0,1,1,23,5
ENSDART00000133150|ENSDARG00000062278,1,23,20,25,0,0,0,25,5
ENSDART00000134573|ENSDARG00000030743,1,23,18,23,0,0,0,23,5
ENSDART00000139325|ENSDARG00000058494,2,23,18,22,1,0,1,23,5
ENSDART00000140017|ENSDARG00000086963,2,22,18,21,1,1,2,23,5
ENSDART00000140627|ENSDARG00000092527,1,23,18,23,0,0,0,23,5
ENSDART00000141170|ENSDARG00000002127,1,23,18,23,0,0,0,23,5
ENSDART00000142154|ENSDARG00000074677,1,22,20,24,0,1,1,25,5
ENSDART00000143880|ENSDARG00000041869,1,23,20,25,0,0,0,25,5
ENSDART00000146097|ENSDARG00000074895,1,23,19,24,0,0,0,24,5
ENSDART00000146472|ENSDARG00000062967,1,23,18,23,0,0,0,23,5
ENSDART00000147484|ENSDARG00000015314,1,23,19,24,0,0,0,24,5
ENSDART00000148257|ENSDARG00000037030,1,23,18,23,0,0,0,23,5
ENSDART00000151144|ENSDARG00000055713,1,23,18,23,0,0,0,23,5
ENSDART00000158447|ENSDARG00000098272,1,23,19,24,0,0,0,24,5
ENSDART00000158855|ENSDARG00000099014,1,23,18,23,0,0,0,23,5
ENSDART00000158948|ENSDARG00000103125,1,23,18,23,0,0,0,23,5
ENSDART00000165624|ENSDARG00000054458,1,22,18,22,0,1,1,23,5
ENSDART00000165957|ENSDARG00000100222,1,23,19,23,0,0,0,23,4
ENSDART00000168653|ENSDARG00000088073,2,22,19,22,1,1,2,24,5
ENSDART00000170942|ENSDARG00000100222,1,23,19,23,0,0,0,23,4
ENSDART00000171460|ENSDARG00000023878,1,23,18,23,0,0,0,23,5
ENSDART00000172837|ENSDARG00000009733,2,23,18,22,1,0,1,23,5
ENSDART00000173901|ENSDARG00000041203,1,23,23,23,0,0,0,23,0
ENSDART00000176578|ENSDARG00000103125,1,23,18,23,0,0,0,23,5
ENSDART00000179363|ENSDARG00000074424,2,21,18,20,1,2,3,23,5
ENSDART00000179783|ENSDARG00000003487,1,23,19,24,0,0,0,24,5
ENSDART00000184595|ENSDARG00000099014,1,23,18,23,0,0,0,23,5
ENSDART00000184843|ENSDARG00000030743,1,23,18,23,0,0,0,23,5
ENSDART00000188412|ENSDARG00000004322,2,23,18,22,1,0,1,23,5
ENSDART00000190578|ENSDARG00000060853,1,22,18,22,0,1,1,23,5
ENSDART00000191210|ENSDARG00000112052,1,23,20,25,0,0,0,25,5
ENSDART00000191281|ENSDARG00000104635,1,23,20,25,0,0,0,25,5
ENSDART00000194425|ENSDARG00000117652,1,22,18,22,0,1,1,23,5
ENSDART00000194761|ENSDARG00000117652,1,22,18,22,0,1,1,23,5
