Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000014465|ENSDARG00000062972,1,23,19,24,0,0,0,24,5
ENSDART00000049224|ENSDARG00000028937,1,23,18,23,0,0,0,23,5
ENSDART00000053357|ENSDARG00000028333,1,22,18,22,0,1,1,23,5
ENSDART00000061843|ENSDARG00000042187,1,23,18,23,0,0,0,23,5
ENSDART00000062377|ENSDARG00000028937,1,23,18,23,0,0,0,23,5
ENSDART00000078608|ENSDARG00000056167,1,23,18,23,0,0,0,23,5
ENSDART00000081819|ENSDARG00000058865,1,23,18,23,0,0,0,23,5
ENSDART00000086525|ENSDARG00000078887,1,23,19,24,0,0,0,24,5
ENSDART00000100596|ENSDARG00000097170,1,23,18,23,0,0,0,23,5
ENSDART00000101079|ENSDARG00000069438,1,23,18,23,0,0,0,23,5
ENSDART00000102893|ENSDARG00000070230,2,23,19,23,1,0,1,24,5
ENSDART00000103463|ENSDARG00000070477,1,23,18,23,0,0,0,23,5
ENSDART00000103878|ENSDARG00000070617,1,23,19,24,0,0,0,24,5
ENSDART00000105013|ENSDARG00000071164,1,23,19,24,0,0,0,24,5
ENSDART00000108543|ENSDARG00000078887,1,23,19,24,0,0,0,24,5
ENSDART00000113498|ENSDARG00000078535,1,22,18,22,0,1,1,23,5
ENSDART00000114182|ENSDARG00000078022,1,23,18,23,0,0,0,23,5
ENSDART00000125925|ENSDARG00000028159,1,23,19,24,0,0,0,24,5
ENSDART00000127916|ENSDARG00000056167,1,23,18,23,0,0,0,23,5
ENSDART00000128768|ENSDARG00000024694,2,23,18,22,1,0,1,23,5
ENSDART00000129210|ENSDARG00000069074,1,22,19,23,0,1,1,24,5
ENSDART00000138189|ENSDARG00000071164,1,23,19,24,0,0,0,24,5
ENSDART00000140100|ENSDARG00000074223,1,23,18,23,0,0,0,23,5
ENSDART00000142366|ENSDARG00000078535,1,22,18,22,0,1,1,23,5
ENSDART00000143103|ENSDARG00000056167,1,23,18,23,0,0,0,23,5
ENSDART00000143276|ENSDARG00000093799,1,23,18,23,0,0,0,23,5
ENSDART00000143557|ENSDARG00000078887,1,23,19,24,0,0,0,24,5
ENSDART00000144533|ENSDARG00000063089,1,21,18,21,0,2,2,23,5
ENSDART00000144947|ENSDARG00000056167,1,23,18,23,0,0,0,23,5
ENSDART00000145315|ENSDARG00000038068,1,23,23,23,0,0,0,23,0
ENSDART00000148870|ENSDARG00000060697,1,23,20,25,0,0,0,25,5
ENSDART00000149893|ENSDARG00000089271,2,23,18,22,1,0,1,23,5
ENSDART00000151842|ENSDARG00000077569,1,23,18,23,0,0,0,23,5
ENSDART00000151867|ENSDARG00000096486,1,23,18,23,0,0,0,23,5
ENSDART00000151877|ENSDARG00000096461,1,23,18,23,0,0,0,23,5
ENSDART00000153731|ENSDARG00000040284,1,23,19,24,0,0,0,24,5
ENSDART00000153951|ENSDARG00000061862,1,23,18,23,0,0,0,23,5
ENSDART00000154719|ENSDARG00000062972,1,23,19,24,0,0,0,24,5
ENSDART00000155277|ENSDARG00000097288,1,22,18,22,0,1,1,23,5
ENSDART00000156579|ENSDARG00000042989,1,23,19,24,0,0,0,24,5
ENSDART00000160351|ENSDARG00000098244,1,23,18,23,0,0,0,23,5
ENSDART00000163782|ENSDARG00000038068,1,23,23,23,0,0,0,23,0
ENSDART00000163856|ENSDARG00000102934,1,23,18,23,0,0,0,23,5
ENSDART00000165833|ENSDARG00000099748,1,22,18,22,0,1,1,23,5
ENSDART00000166134|ENSDARG00000098985,1,23,18,23,0,0,0,23,5
ENSDART00000166533|ENSDARG00000104598,1,23,18,23,0,0,0,23,5
ENSDART00000166902|ENSDARG00000093799,1,23,18,23,0,0,0,23,5
ENSDART00000167849|ENSDARG00000099748,1,22,18,22,0,1,1,23,5
ENSDART00000167862|ENSDARG00000028333,1,22,18,22,0,1,1,23,5
ENSDART00000170074|ENSDARG00000102419,1,23,19,24,0,0,0,24,5
ENSDART00000170997|ENSDARG00000099738,1,23,18,23,0,0,0,23,5
ENSDART00000171534|ENSDARG00000028333,1,22,18,22,0,1,1,23,5
ENSDART00000180400|ENSDARG00000060697,1,23,20,25,0,0,0,25,5
ENSDART00000181141|ENSDARG00000099738,1,23,18,23,0,0,0,23,5
ENSDART00000182543|ENSDARG00000038566,1,23,18,23,0,0,0,23,5
ENSDART00000183298|ENSDARG00000056167,1,23,18,23,0,0,0,23,5
ENSDART00000184389|ENSDARG00000111515,1,23,18,23,0,0,0,23,5
ENSDART00000184469|ENSDARG00000111585,1,22,19,23,0,1,1,24,5
ENSDART00000185153|ENSDARG00000056167,1,23,18,23,0,0,0,23,5
ENSDART00000188927|ENSDARG00000078022,1,23,18,23,0,0,0,23,5
ENSDART00000189559|ENSDARG00000095332,1,23,18,23,0,0,0,23,5
ENSDART00000189763|ENSDARG00000078535,1,22,18,22,0,1,1,23,5
ENSDART00000192863|ENSDARG00000113737,1,23,18,23,0,0,0,23,5
