Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000000392|ENSDARG00000000380,1,23,18,23,0,0,0,23,5
ENSDART00000002055|ENSDARG00000078760,1,22,18,22,0,1,1,23,5
ENSDART00000008682|ENSDARG00000017834,1,23,19,24,0,0,0,24,5
ENSDART00000008988|ENSDARG00000004796,1,23,18,23,0,0,0,23,5
ENSDART00000012256|ENSDARG00000013752,1,23,20,25,0,0,0,25,5
ENSDART00000019259|ENSDARG00000004232,1,22,18,22,0,1,1,23,5
ENSDART00000022043|ENSDARG00000014003,1,23,18,23,0,0,0,23,5
ENSDART00000022758|ENSDARG00000016513,1,23,18,23,0,0,0,23,5
ENSDART00000024136|ENSDARG00000010680,1,23,20,25,0,0,0,25,5
ENSDART00000027034|ENSDARG00000010018,1,23,18,23,0,0,0,23,5
ENSDART00000029599|ENSDARG00000022378,1,22,18,22,0,1,1,23,5
ENSDART00000033922|ENSDARG00000091306,1,22,19,22,0,1,1,23,4
ENSDART00000042413|ENSDARG00000030722,1,23,18,23,0,0,0,23,5
ENSDART00000043403|ENSDARG00000005713,1,23,18,23,0,0,0,23,5
ENSDART00000043932|ENSDARG00000020574,1,23,19,24,0,0,0,24,5
ENSDART00000045185|ENSDARG00000028475,1,23,18,23,0,0,0,23,5
ENSDART00000046716|ENSDARG00000030905,1,22,19,23,0,1,1,24,5
ENSDART00000050576|ENSDARG00000005159,1,23,20,25,0,0,0,25,5
ENSDART00000051524|ENSDARG00000035544,2,23,18,22,1,0,1,23,5
ENSDART00000053482|ENSDARG00000036844,1,22,18,22,0,1,1,23,5
ENSDART00000053883|ENSDARG00000037073,1,23,18,23,0,0,0,23,5
ENSDART00000054205|ENSDARG00000037259,1,23,18,23,0,0,0,23,5
ENSDART00000055779|ENSDARG00000038248,1,23,18,23,0,0,0,23,5
ENSDART00000055866|ENSDARG00000068683,1,23,18,23,0,0,0,23,5
ENSDART00000056103|ENSDARG00000038446,1,23,19,23,0,0,0,23,4
ENSDART00000057297|ENSDARG00000039222,1,23,18,23,0,0,0,23,5
ENSDART00000057983|ENSDARG00000039667,1,23,18,23,0,0,0,23,5
ENSDART00000059893|ENSDARG00000040861,1,23,19,24,0,0,0,24,5
ENSDART00000062143|ENSDARG00000113899,1,23,19,24,0,0,0,24,5
ENSDART00000063703|ENSDARG00000043394,1,23,19,24,0,0,0,24,5
ENSDART00000065380|ENSDARG00000044526,1,23,19,24,0,0,0,24,5
ENSDART00000066764|ENSDARG00000045402,1,22,18,22,0,1,1,23,5
ENSDART00000067857|ENSDARG00000076701,1,22,18,22,0,1,1,23,5
ENSDART00000074777|ENSDARG00000052866,2,23,18,22,1,0,1,23,5
ENSDART00000077724|ENSDARG00000055377,1,23,18,23,0,0,0,23,5
ENSDART00000078221|ENSDARG00000004796,1,23,18,23,0,0,0,23,5
