Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000009081|ENSDARG00000019113,1,22,18,22,0,1,1,23,5
ENSDART00000009499|ENSDARG00000026225,1,23,18,23,0,0,0,23,5
ENSDART00000010373|ENSDARG00000023082,3,23,18,21,2,0,2,23,5
ENSDART00000010658|ENSDARG00000014556,1,23,18,23,0,0,0,23,5
ENSDART00000011135|ENSDARG00000043317,2,23,19,23,1,0,1,24,5
ENSDART00000012450|ENSDARG00000056184,1,23,19,24,0,0,0,24,5
ENSDART00000017172|ENSDARG00000012261,1,23,19,24,0,0,0,24,5
ENSDART00000017833|ENSDARG00000009738,2,23,18,22,1,0,1,23,5
ENSDART00000019658|ENSDARG00000012347,1,23,18,23,0,0,0,23,5
ENSDART00000021550|ENSDARG00000026519,1,23,18,23,0,0,0,23,5
ENSDART00000021645|ENSDARG00000021408,1,23,18,23,0,0,0,23,5
ENSDART00000023064|ENSDARG00000007886,1,23,18,23,0,0,0,23,5
ENSDART00000023206|ENSDARG00000019130,1,23,18,23,0,0,0,23,5
ENSDART00000024207|ENSDARG00000018025,1,23,18,23,0,0,0,23,5
ENSDART00000024313|ENSDARG00000009524,1,23,18,23,0,0,0,23,5
ENSDART00000024440|ENSDARG00000009550,1,23,18,23,0,0,0,23,5
ENSDART00000024606|ENSDARG00000001829,1,23,18,23,0,0,0,23,5
ENSDART00000025877|ENSDARG00000003927,1,23,18,23,0,0,0,23,5
ENSDART00000029366|ENSDARG00000025577,1,23,18,23,0,0,0,23,5
ENSDART00000029939|ENSDARG00000013575,1,23,19,24,0,0,0,24,5
ENSDART00000033332|ENSDARG00000103750,2,23,19,22,1,0,1,23,4
ENSDART00000034054|ENSDARG00000027813,1,23,18,23,0,0,0,23,5
ENSDART00000037420|ENSDARG00000026519,1,23,18,23,0,0,0,23,5
ENSDART00000038602|ENSDARG00000023394,1,23,19,24,0,0,0,24,5
ENSDART00000039369|ENSDARG00000024967,1,23,18,23,0,0,0,23,5
ENSDART00000043689|ENSDARG00000077998,1,23,18,23,0,0,0,23,5
ENSDART00000045679|ENSDARG00000002787,2,23,19,22,1,0,1,23,4
ENSDART00000046638|ENSDARG00000056027,1,23,18,23,0,0,0,23,5
ENSDART00000049147|ENSDARG00000033754,1,23,19,23,0,0,0,23,4
ENSDART00000052916|ENSDARG00000036426,1,23,19,24,0,0,0,24,5
ENSDART00000054059|ENSDARG00000037144,1,23,19,24,0,0,0,24,5
ENSDART00000055491|ENSDARG00000038067,2,23,18,22,1,0,1,23,5
ENSDART00000057379|ENSDARG00000039270,1,22,18,22,0,1,1,23,5
ENSDART00000057689|ENSDARG00000039486,1,22,18,22,0,1,1,23,5
ENSDART00000057879|ENSDARG00000027572,1,23,19,24,0,0,0,24,5
ENSDART00000058728|ENSDARG00000040152,1,23,18,23,0,0,0,23,5
ENSDART00000059376|ENSDARG00000040571,2,23,18,22,1,0,1,23,5
ENSDART00000060266|ENSDARG00000041119,1,22,18,22,0,1,1,23,5
ENSDART00000062560|ENSDARG00000042646,1,22,18,22,0,1,1,23,5
ENSDART00000063242|ENSDARG00000043079,1,23,18,23,0,0,0,23,5
ENSDART00000064973|ENSDARG00000044253,1,23,19,23,0,0,0,23,4
ENSDART00000066368|ENSDARG00000045130,1,23,19,24,0,0,0,24,5
ENSDART00000066620|ENSDARG00000090268,3,23,18,21,2,0,2,23,5
ENSDART00000074270|ENSDARG00000052419,1,23,19,24,0,0,0,24,5
ENSDART00000075159|ENSDARG00000053165,2,23,18,22,1,0,1,23,5
ENSDART00000075188|ENSDARG00000108812,1,22,18,22,0,1,1,23,5
ENSDART00000075209|ENSDARG00000077712,1,22,18,22,0,1,1,23,5
ENSDART00000077661|ENSDARG00000042993,2,23,18,22,1,0,1,23,5
ENSDART00000078746|ENSDARG00000056279,1,23,20,24,0,0,0,24,4
ENSDART00000079251|ENSDARG00000056717,2,23,19,23,1,0,1,24,5
ENSDART00000080100|ENSDARG00000042988,1,23,19,24,0,0,0,24,5
ENSDART00000080401|ENSDARG00000057681,1,23,18,23,0,0,0,23,5
ENSDART00000080751|ENSDARG00000057986,1,22,19,23,0,1,1,24,5
ENSDART00000081420|ENSDARG00000076721,2,23,18,22,1,0,1,23,5
ENSDART00000081703|ENSDARG00000058771,2,23,18,22,1,0,1,23,5
ENSDART00000082604|ENSDARG00000059438,1,23,18,23,0,0,0,23,5
ENSDART00000083190|ENSDARG00000105159,1,23,18,23,0,0,0,23,5
ENSDART00000083790|ENSDARG00000059897,1,22,18,22,0,1,1,23,5
ENSDART00000085009|ENSDARG00000060380,1,23,19,24,0,0,0,24,5
ENSDART00000086492|ENSDARG00000060980,2,23,18,22,1,0,1,23,5
ENSDART00000086631|ENSDARG00000078992,3,23,19,22,2,0,2,24,5
ENSDART00000087084|ENSDARG00000074583,1,22,18,22,0,1,1,23,5
