Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000007630|ENSDARG00000025495,2,23,18,22,1,0,1,23,5
ENSDART00000011304|ENSDARG00000009953,1,23,18,23,0,0,0,23,5
ENSDART00000013394|ENSDARG00000019732,1,23,19,24,0,0,0,24,5
ENSDART00000014568|ENSDARG00000006818,1,22,18,22,0,1,1,23,5
ENSDART00000016208|ENSDARG00000075211,1,22,18,22,0,1,1,23,5
ENSDART00000017562|ENSDARG00000003576,1,23,18,23,0,0,0,23,5
ENSDART00000018523|ENSDARG00000005191,1,23,23,23,0,0,0,23,0
ENSDART00000021693|ENSDARG00000009026,1,23,19,24,0,0,0,24,5
ENSDART00000022646|ENSDARG00000007639,1,22,18,22,0,1,1,23,5
ENSDART00000022725|ENSDARG00000007582,1,23,19,24,0,0,0,24,5
ENSDART00000025621|ENSDARG00000019371,1,22,18,22,0,1,1,23,5
ENSDART00000027689|ENSDARG00000007663,2,23,18,22,1,0,1,23,5
ENSDART00000052365|ENSDARG00000036073,1,23,18,23,0,0,0,23,5
ENSDART00000052393|ENSDARG00000036090,1,23,19,24,0,0,0,24,5
ENSDART00000053447|ENSDARG00000036811,1,23,19,24,0,0,0,24,5
ENSDART00000058485|ENSDARG00000039974,1,23,18,23,0,0,0,23,5
ENSDART00000064017|ENSDARG00000043593,1,22,18,22,0,1,1,23,5
ENSDART00000064153|ENSDARG00000088029,1,23,19,23,0,0,0,23,4
ENSDART00000067652|ENSDARG00000046019,1,20,19,21,0,3,3,24,5
ENSDART00000073827|ENSDARG00000052063,1,23,19,24,0,0,0,24,5
ENSDART00000074083|ENSDARG00000052263,1,22,18,22,0,1,1,23,5
ENSDART00000079460|ENSDARG00000056922,1,22,18,22,0,1,1,23,5
ENSDART00000080904|ENSDARG00000058102,1,23,19,24,0,0,0,24,5
ENSDART00000081859|ENSDARG00000006292,1,23,18,23,0,0,0,23,5
ENSDART00000082453|ENSDARG00000019726,1,21,18,21,0,2,2,23,5
ENSDART00000083906|ENSDARG00000059939,1,22,18,22,0,1,1,23,5
ENSDART00000083908|ENSDARG00000059939,1,22,18,22,0,1,1,23,5
ENSDART00000086201|ENSDARG00000029482,1,23,19,24,0,0,0,24,5
ENSDART00000097574|ENSDARG00000035285,1,23,19,23,0,0,0,23,4
ENSDART00000102798|ENSDARG00000070178,1,21,18,21,0,2,2,23,5
ENSDART00000103480|ENSDARG00000053857,1,23,18,23,0,0,0,23,5
ENSDART00000109059|ENSDARG00000074760,1,23,18,23,0,0,0,23,5
ENSDART00000109099|ENSDARG00000028213,1,23,19,24,0,0,0,24,5
ENSDART00000109248|ENSDARG00000074245,1,23,18,23,0,0,0,23,5
ENSDART00000110415|ENSDARG00000078119,1,23,19,24,0,0,0,24,5
ENSDART00000110482|ENSDARG00000076632,1,22,19,23,0,1,1,24,5
ENSDART00000110652|ENSDARG00000074453,1,23,19,24,0,0,0,24,5
ENSDART00000110682|ENSDARG00000008174,1,23,19,23,0,0,0,23,4
ENSDART00000111365|ENSDARG00000076595,1,22,18,22,0,1,1,23,5
ENSDART00000113081|ENSDARG00000079665,1,23,19,24,0,0,0,24,5
ENSDART00000113666|ENSDARG00000077596,1,23,18,23,0,0,0,23,5
ENSDART00000113679|ENSDARG00000078500,1,22,19,23,0,1,1,24,5
ENSDART00000115097|ENSDARG00000075551,1,22,19,23,0,1,1,24,5
ENSDART00000115360|ENSDARG00000074235,2,23,19,23,1,0,1,24,5
ENSDART00000122239|ENSDARG00000053857,1,23,18,23,0,0,0,23,5
ENSDART00000124627|ENSDARG00000007405,2,23,18,22,1,0,1,23,5
ENSDART00000125430|ENSDARG00000090337,1,23,18,23,0,0,0,23,5
ENSDART00000126331|ENSDARG00000088343,1,23,18,23,0,0,0,23,5
ENSDART00000126871|ENSDARG00000028213,1,23,19,24,0,0,0,24,5
ENSDART00000127192|ENSDARG00000053857,1,23,18,23,0,0,0,23,5
ENSDART00000131717|ENSDARG00000075551,1,22,19,23,0,1,1,24,5
ENSDART00000132927|ENSDARG00000014954,1,22,18,22,0,1,1,23,5
ENSDART00000133678|ENSDARG00000095600,1,22,18,22,0,1,1,23,5
ENSDART00000134929|ENSDARG00000095365,1,23,19,24,0,0,0,24,5
ENSDART00000134978|ENSDARG00000079148,3,23,18,21,2,0,2,23,5
ENSDART00000135230|ENSDARG00000075211,1,22,18,22,0,1,1,23,5
ENSDART00000135493|ENSDARG00000073696,1,23,20,24,0,0,0,24,4
ENSDART00000136491|ENSDARG00000019726,1,21,18,21,0,2,2,23,5
ENSDART00000136733|ENSDARG00000012019,2,23,18,22,1,0,1,23,5
ENSDART00000138448|ENSDARG00000074760,1,23,18,23,0,0,0,23,5
ENSDART00000139947|ENSDARG00000043593,1,22,18,22,0,1,1,23,5
ENSDART00000140320|ENSDARG00000059939,1,22,18,22,0,1,1,23,5
ENSDART00000140351|ENSDARG00000074675,1,23,21,26,0,0,0,26,5
ENSDART00000142444|ENSDARG00000091757,1,22,18,22,0,1,1,23,5
ENSDART00000142599|ENSDARG00000094009,1,23,18,23,0,0,0,23,5
ENSDART00000143054|ENSDARG00000054448,1,23,18,23,0,0,0,23,5
ENSDART00000143101|ENSDARG00000006292,1,23,18,23,0,0,0,23,5
ENSDART00000143573|ENSDARG00000035285,1,23,19,23,0,0,0,23,4
ENSDART00000143936|ENSDARG00000059939,1,22,18,22,0,1,1,23,5
ENSDART00000145182|ENSDARG00000008912,1,23,18,23,0,0,0,23,5
