Gene/transcript,align_start,align_end,identity,query_aligned_len,missing_start_bp,missing_end_bp,total_missing_bp,total_aligned_length,mismatches
ENSDART00000005299|ENSDARG00000015709,1,23,18,23,0,0,0,23,5
ENSDART00000011111|ENSDARG00000020738,1,23,18,23,0,0,0,23,5
ENSDART00000018801|ENSDARG00000002701,1,23,18,23,0,0,0,23,5
ENSDART00000021504|ENSDARG00000015803,1,23,19,24,0,0,0,24,5
ENSDART00000024046|ENSDARG00000007024,2,23,18,22,1,0,1,23,5
ENSDART00000043626|ENSDARG00000032571,1,22,18,22,0,1,1,23,5
ENSDART00000057386|ENSDARG00000039279,1,23,18,23,0,0,0,23,5
ENSDART00000059841|ENSDARG00000053431,1,23,19,24,0,0,0,24,5
ENSDART00000090016|ENSDARG00000062335,1,23,18,23,0,0,0,23,5
ENSDART00000090675|ENSDARG00000062577,2,23,18,22,1,0,1,23,5
ENSDART00000108687|ENSDARG00000032571,1,22,18,22,0,1,1,23,5
ENSDART00000110861|ENSDARG00000076960,1,23,19,23,0,0,0,23,4
ENSDART00000111091|ENSDARG00000077474,2,23,20,24,1,0,1,25,5
ENSDART00000112726|ENSDARG00000076913,1,22,20,23,0,1,1,24,4
ENSDART00000117249|ENSDARG00000082315,1,23,19,24,0,0,0,24,5
ENSDART00000117585|ENSDARG00000081106,1,23,18,23,0,0,0,23,5
ENSDART00000118208|ENSDARG00000081638,1,23,19,24,0,0,0,24,5
ENSDART00000129303|ENSDARG00000004219,2,23,19,23,1,0,1,24,5
ENSDART00000130400|ENSDARG00000087349,1,21,18,21,0,2,2,23,5
ENSDART00000131271|ENSDARG00000014280,1,23,18,23,0,0,0,23,5
ENSDART00000131402|ENSDARG00000061951,1,23,18,23,0,0,0,23,5
ENSDART00000132158|ENSDARG00000006308,1,23,18,23,0,0,0,23,5
ENSDART00000133517|ENSDARG00000074894,1,23,18,23,0,0,0,23,5
ENSDART00000133574|ENSDARG00000007024,2,23,18,22,1,0,1,23,5
ENSDART00000134949|ENSDARG00000094433,1,23,18,23,0,0,0,23,5
ENSDART00000137679|ENSDARG00000007179,1,22,19,23,0,1,1,24,5
ENSDART00000141787|ENSDARG00000094433,1,23,18,23,0,0,0,23,5
ENSDART00000142614|ENSDARG00000063037,1,23,18,23,0,0,0,23,5
ENSDART00000143220|ENSDARG00000038405,1,23,18,23,0,0,0,23,5
ENSDART00000145616|ENSDARG00000003544,1,23,18,23,0,0,0,23,5
ENSDART00000146940|ENSDARG00000007024,2,23,18,22,1,0,1,23,5
ENSDART00000148698|ENSDARG00000076913,1,22,20,23,0,1,1,24,4
ENSDART00000151518|ENSDARG00000063037,1,23,18,23,0,0,0,23,5
ENSDART00000153109|ENSDARG00000076913,1,22,20,23,0,1,1,24,4
ENSDART00000153470|ENSDARG00000087349,1,21,18,21,0,2,2,23,5
ENSDART00000154171|ENSDARG00000062577,2,23,18,22,1,0,1,23,5
ENSDART00000154182|ENSDARG00000087349,1,21,18,21,0,2,2,23,5
ENSDART00000155427|ENSDARG00000087349,1,21,18,21,0,2,2,23,5
ENSDART00000159152|ENSDARG00000063037,1,23,18,23,0,0,0,23,5
ENSDART00000160074|ENSDARG00000102546,1,22,18,22,0,1,1,23,5
ENSDART00000165399|ENSDARG00000101456,1,23,18,23,0,0,0,23,5
ENSDART00000167128|ENSDARG00000101719,2,23,18,22,1,0,1,23,5
ENSDART00000167590|ENSDARG00000038405,1,23,18,23,0,0,0,23,5
ENSDART00000167787|ENSDARG00000088124,1,23,18,23,0,0,0,23,5
ENSDART00000169025|ENSDARG00000098766,1,23,23,23,0,0,0,23,0
ENSDART00000172804|ENSDARG00000002701,1,23,18,23,0,0,0,23,5
ENSDART00000174700|ENSDARG00000108731,1,23,18,23,0,0,0,23,5
ENSDART00000175746|ENSDARG00000107213,1,23,18,23,0,0,0,23,5
ENSDART00000177316|ENSDARG00000108999,1,23,18,23,0,0,0,23,5
ENSDART00000180584|ENSDARG00000116966,1,23,18,23,0,0,0,23,5
ENSDART00000181774|ENSDARG00000014280,1,23,18,23,0,0,0,23,5
ENSDART00000184862|ENSDARG00000099672,1,23,18,23,0,0,0,23,5
ENSDART00000185579|ENSDARG00000003544,1,23,18,23,0,0,0,23,5
ENSDART00000187191|ENSDARG00000113365,1,23,18,23,0,0,0,23,5
ENSDART00000187989|ENSDARG00000115526,1,23,18,23,0,0,0,23,5
ENSDART00000188226|ENSDARG00000113426,1,23,18,23,0,0,0,23,5
ENSDART00000190021|ENSDARG00000053431,1,23,19,24,0,0,0,24,5
ENSDART00000190375|ENSDARG00000075806,1,23,18,23,0,0,0,23,5
ENSDART00000192781|ENSDARG00000061951,1,23,18,23,0,0,0,23,5
ENSDART00000193087|ENSDARG00000003544,1,23,18,23,0,0,0,23,5
ENSDART00000194435|ENSDARG00000117485,1,22,18,22,0,1,1,23,5
